"school_code","district_code","district","school","free_reduced_price_meal_eligibility","2011_12","2012_13","2013_14","2014_15","2015_16"
"2170112","2170012","Regional School District 17","Haddam Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"2170112","2170012","Regional School District 17","Haddam Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Eligible For Free Lunch","*","*","*","*","*"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Not Eligible For Lunch","3.8","*","7.1","6.6","7.1"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Eligible For Reduced Lunch","*","*","*","*","*"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","Eligible For Free Lunch","*","*","*","*","*"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","Not Eligible For Lunch","*","3.1","2.2","3.2","1.6"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"2180312","2180012","Regional School District 18","Center School","Eligible For Free Lunch","*","*","*","*",""
"2180312","2180012","Regional School District 18","Center School","Not Eligible For Lunch","3.7","5.1","6.1","9.5",""
"2180312","2180012","Regional School District 18","Center School","Eligible For Reduced Lunch","*","*","","*",""
"2180412","2180012","Regional School District 18","Alternative Program","Eligible For Free Lunch","","","","","*"
"2180412","2180012","Regional School District 18","Alternative Program","Not Eligible For Lunch","","","","","*"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","Eligible For Free Lunch","*","*","*","*","*"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","Not Eligible For Lunch","*","*","*","*","*"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","Eligible For Reduced Lunch","","*","*","*","*"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Eligible For Free Lunch","*","*","*","*","*"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Not Eligible For Lunch","*","*","*","7.9","8.6"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Eligible For Reduced Lunch","*","*","*","*","*"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","Eligible For Free Lunch","*","*","*","*","*"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","Not Eligible For Lunch","*","*","4.9","*","*"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"2180212","2180012","Regional School District 18","Mile Creek School","Eligible For Free Lunch","*","*","*","*","*"
"2180212","2180012","Regional School District 18","Mile Creek School","Not Eligible For Lunch","3.3","*","4.9","*","3.0"
"2180212","2180012","Regional School District 18","Mile Creek School","Eligible For Reduced Lunch","*","","*","*","*"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Eligible For Free Lunch","*","29.7","31.8","*","14.7"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Not Eligible For Lunch","13.3","12.5","12.8","3.8","6.0"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Eligible For Reduced Lunch","*","28.1","22.5","*","14.9"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Eligible For Free Lunch","","","","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Not Eligible For Lunch","","","","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Eligible For Reduced Lunch","","","","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","Eligible For Free Lunch","","","","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","Not Eligible For Lunch","","","","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","Eligible For Reduced Lunch","","","","","*"
"2190312","2190012","Regional School District 19","STAAR Program","Eligible For Free Lunch","","","","","*"
"2190312","2190012","Regional School District 19","STAAR Program","Not Eligible For Lunch","","","","","*"
"1188011","1180011","Ridgefield School District","Alternative High School","Eligible For Free Lunch","","","","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","Not Eligible For Lunch","","","","*","*"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","Not Eligible For Lunch","*","3.6","4.2","*","*"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","Eligible For Reduced Lunch","","*","*","",""
"1180611","1180011","Ridgefield School District","Branchville Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","Not Eligible For Lunch","*","*","1.8","*","*"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","Eligible For Reduced Lunch","*","*","*","*",""
"1180111","1180011","Ridgefield School District","District Program BMES","Not Eligible For Lunch","","","","","*"
"1181011","1180011","Ridgefield School District","District Program ERMS","Not Eligible For Lunch","","","","","*"
"1180711","1180011","Ridgefield School District","District Program RES","Not Eligible For Lunch","","","","","*"
"1180911","1180011","Ridgefield School District","District Program SES","Not Eligible For Lunch","","","","","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","Eligible For Free Lunch","*","*","*","*","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","Not Eligible For Lunch","4.2","*","*","2.8","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","Eligible For Free Lunch","*","","*","*","*"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","Not Eligible For Lunch","*","3.5","*","*","*"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","Eligible For Reduced Lunch","","","","","*"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","Not Eligible For Lunch","*","*","5.1","2.6","*"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","Eligible For Reduced Lunch","","","*","*","*"
"1189011","1180011","Ridgefield School District","Ridgefield 18-21 Transition Program","Not Eligible For Lunch","","","","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Eligible For Free Lunch","*","*","*","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Not Eligible For Lunch","6.8","7.9","9.0","9.3","8.3"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Eligible For Reduced Lunch","*","*","*","*","*"
"1189011","1180011","Ridgefield School District","Ridgefield Transition Program","Not Eligible For Lunch","*","*","*","",""
"1180511","1180011","Ridgefield School District","Scotland Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","Not Eligible For Lunch","1.6","2.7","*","2.8","*"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","Eligible For Free Lunch","*","*","*","*","*"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","Not Eligible For Lunch","8.5","*","9.1","*","*"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","Eligible For Reduced Lunch","*","*","*","","*"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","Not Eligible For Lunch","*","3.7","2.5","2.9","2.1"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","Eligible For Free Lunch","","","","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","Not Eligible For Lunch","","","","*","*"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","Eligible For Free Lunch","*","*","*","24.1","*"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","Not Eligible For Lunch","3.9","3.8","3.7","2.7","5.0"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","Eligible For Reduced Lunch","*","*","*","0.0","*"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","Eligible For Free Lunch","","","","*","*"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","Not Eligible For Lunch","","","","*","*"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","Eligible For Free Lunch","*","*","17.4","*","*"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","Not Eligible For Lunch","3.7","4.4","*","4.5","5.0"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","Eligible For Reduced Lunch","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Eligible For Free Lunch","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Not Eligible For Lunch","9.8","9.0","5.8","7.4","6.4"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Eligible For Reduced Lunch","*","*","*","*","*"
"1190511","1190011","Rocky Hill School District","West Hill School","Eligible For Free Lunch","*","*","*","*","*"
"1190511","1190011","Rocky Hill School District","West Hill School","Not Eligible For Lunch","*","8.4","5.3","*","10.0"
"1190511","1190011","Rocky Hill School District","West Hill School","Eligible For Reduced Lunch","*","*","*","*","*"
"1210111","1210011","Salem School District","Salem Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1210111","1210011","Salem School District","Salem Elementary School","Not Eligible For Lunch","2.3","2.2","2.6","3.5","3.5"
"1210111","1210011","Salem School District","Salem Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1220211","1220011","Salisbury School District","SELC","Eligible For Free Lunch","","","","*",""
"1220211","1220011","Salisbury School District","SELC","Not Eligible For Lunch","","","","*",""
"1220211","1220011","Salisbury School District","SELC","Eligible For Reduced Lunch","","","","*",""
"1220111","1220011","Salisbury School District","Salisbury Central School","Eligible For Free Lunch","*","*","*","*","*"
"1220111","1220011","Salisbury School District","Salisbury Central School","Not Eligible For Lunch","6.3","4.4","*","6.6","3.2"
"1220111","1220011","Salisbury School District","Salisbury Central School","Eligible For Reduced Lunch","*","*","*","*","*"
"1230111","1230011","Scotland School District","Scotland Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1230111","1230011","Scotland School District","Scotland Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"1230111","1230011","Scotland School District","Scotland Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1240311","1240011","Seymour School District","Anna L. Lopresti School","Eligible For Free Lunch","17.7","","","",""
"1240311","1240011","Seymour School District","Anna L. Lopresti School","Not Eligible For Lunch","*","","","",""
"1240311","1240011","Seymour School District","Anna L. Lopresti School","Eligible For Reduced Lunch","*","","","",""
"1240111","1240011","Seymour School District","Bungay School","Eligible For Free Lunch","*","*","*","10.1","13.8"
"1240111","1240011","Seymour School District","Bungay School","Not Eligible For Lunch","4.1","3.7","3.2","*","*"
"1240111","1240011","Seymour School District","Bungay School","Eligible For Reduced Lunch","*","*","*","*","*"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","Eligible For Free Lunch","","20.8","21.6","9.3","14.6"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","Not Eligible For Lunch","","5.7","*","*","*"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","Eligible For Reduced Lunch","","0.0","*","*","*"
"1240411","1240011","Seymour School District","Paul Chatfield School","Eligible For Free Lunch","*","","","",""
"1240411","1240011","Seymour School District","Paul Chatfield School","Not Eligible For Lunch","*","","","",""
"1240411","1240011","Seymour School District","Paul Chatfield School","Eligible For Reduced Lunch","0.0","","","",""
"1246111","1240011","Seymour School District","Seymour High School","Eligible For Free Lunch","13.7","35.5","*","*","*"
"1246111","1240011","Seymour School District","Seymour High School","Not Eligible For Lunch","5.1","16.7","7.7","5.2","8.3"
"1246111","1240011","Seymour School District","Seymour High School","Eligible For Reduced Lunch","20.0","24.3","*","*","*"
"1245111","1240011","Seymour School District","Seymour Middle School","Eligible For Free Lunch","18.2","17.4","*","*","23.0"
"1245111","1240011","Seymour School District","Seymour Middle School","Not Eligible For Lunch","6.7","7.3","6.8","7.4","*"
"1245111","1240011","Seymour School District","Seymour Middle School","Eligible For Reduced Lunch","15.6","18.3","*","*","*"
"1250211","1250011","Sharon School District","TOTAL","Eligible For Free Lunch","","","","*",""
"1250211","1250011","Sharon School District","TOTAL","Not Eligible For Lunch","","","","*",""
"1250111","1250011","Sharon School District","Sharon Center School","Eligible For Free Lunch","*","*","*","*","*"
"1250111","1250011","Sharon School District","Sharon Center School","Not Eligible For Lunch","5.0","*","*","*","*"
"1250111","1250011","Sharon School District","Sharon Center School","Eligible For Reduced Lunch","*","*","*","*","*"
"1260911","1260011","Shelton School District","Mohegan School","Eligible For Free Lunch","*","*","*","*","*"
"1260911","1260011","Shelton School District","Mohegan School","Not Eligible For Lunch","2.8","*","2.1","4.1","*"
"1260911","1260011","Shelton School District","Mohegan School","Eligible For Reduced Lunch","*","*","*","*","*"
"1260211","1260011","Shelton School District","Alternative Learning Center 1","Eligible For Free Lunch","","","","","*"
"1260211","1260011","Shelton School District","Alternative Learning Center 1","Not Eligible For Lunch","","","","","*"
"1260211","1260011","Shelton School District","Alternative Learning Center 1","Eligible For Reduced Lunch","","","","","*"
"1261011","1260011","Shelton School District","Booth Hill School","Eligible For Free Lunch","*","*","*","*","*"
"1261011","1260011","Shelton School District","Booth Hill School","Not Eligible For Lunch","*","2.7","*","3.1","3.7"
"1261011","1260011","Shelton School District","Booth Hill School","Eligible For Reduced Lunch","*","*","*","*","*"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","Eligible For Free Lunch","*","*","*","*","*"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","Not Eligible For Lunch","2.6","4.9","5.1","3.3","3.8"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","Eligible For Reduced Lunch","*","*","*","*","*"
"1265111","1260011","Shelton School District","Intermediate School","Eligible For Free Lunch","*","26.7","22.8","19.0","*"
"1265111","1260011","Shelton School District","Intermediate School","Not Eligible For Lunch","4.8","7.9","7.0","4.9","7.2"
"1265111","1260011","Shelton School District","Intermediate School","Eligible For Reduced Lunch","*","13.7","13.0","16.7","*"
"1260311","1260011","Shelton School District","Life Skills","Eligible For Free Lunch","","","","","*"
"1260311","1260011","Shelton School District","Life Skills","Not Eligible For Lunch","","","","","*"
"1260811","1260011","Shelton School District","Long Hill School","Eligible For Free Lunch","*","*","*","16.4","20.8"
"1260811","1260011","Shelton School District","Long Hill School","Not Eligible For Lunch","4.8","7.4","9.3","*","*"
"1260811","1260011","Shelton School District","Long Hill School","Eligible For Reduced Lunch","*","*","*","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Not Eligible For Lunch","3.9","6.2","4.2","5.1","4.8"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1266111","1260011","Shelton School District","Shelton High School","Eligible For Free Lunch","27.6","42.1","45.5","40.7","41.4"
"1266111","1260011","Shelton School District","Shelton High School","Not Eligible For Lunch","9.2","21.1","18.9","17.3","23.2"
"1266111","1260011","Shelton School District","Shelton High School","Eligible For Reduced Lunch","14.8","26.2","30.6","36.0","38.5"
"1260611","1260011","Shelton School District","Sunnyside School","Eligible For Free Lunch","*","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","Not Eligible For Lunch","4.5","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","Eligible For Reduced Lunch","*","*","*","*","*"
"1260711","1260011","Shelton School District","Work Experience","Eligible For Free Lunch","","","","","*"
"1260711","1260011","Shelton School District","Work Experience","Not Eligible For Lunch","","","","","*"
"1260711","1260011","Shelton School District","Work Experience","Eligible For Reduced Lunch","","","","","*"
"1270111","1270011","Sherman School District","Sherman School","Eligible For Free Lunch","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","Not Eligible For Lunch","4.9","6.4","6.5","6.6","5.2"
"1270111","1270011","Sherman School District","Sherman School","Eligible For Reduced Lunch","","","","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Eligible For Free Lunch","9.6","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Not Eligible For Lunch","*","7.2","5.9","10.4","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Eligible For Reduced Lunch","*","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","Eligible For Free Lunch","*","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","Not Eligible For Lunch","*","6.4","5.7","*","*"
"1280111","1280011","Simsbury School District","Central School","Eligible For Reduced Lunch","*","*","*","*","*"
"1280211","1280011","Simsbury School District","Farmington Valley Transition Academy","Not Eligible For Lunch","","","","","22.6"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Eligible For Free Lunch","*","*","*","*","*"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Not Eligible For Lunch","7.9","4.9","4.4","3.4","4.2"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Eligible For Reduced Lunch","*","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","Eligible For Free Lunch","*","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","Not Eligible For Lunch","5.7","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","Eligible For Reduced Lunch","*","*","*","*","*"
"1286111","1280011","Simsbury School District","Simsbury High School","Eligible For Free Lunch","*","*","*","*","*"
"1286111","1280011","Simsbury School District","Simsbury High School","Not Eligible For Lunch","3.4","6.2","7.3","6.7","6.6"
"1286111","1280011","Simsbury School District","Simsbury High School","Eligible For Reduced Lunch","*","*","*","*","*"
"1280711","1280011","Simsbury School District","Squadron Line School","Eligible For Free Lunch","*","*","*","*","*"
"1280711","1280011","Simsbury School District","Squadron Line School","Not Eligible For Lunch","*","*","*","3.6","1.4"
"1280711","1280011","Simsbury School District","Squadron Line School","Eligible For Reduced Lunch","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","Eligible For Free Lunch","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","Not Eligible For Lunch","*","*","*","3.2","*"
"1280311","1280011","Simsbury School District","Tariffville School","Eligible For Reduced Lunch","*","*","*","*","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","Eligible For Free Lunch","*","*","*","*","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","Not Eligible For Lunch","*","4.3","3.0","2.4","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","Eligible For Reduced Lunch","*","*","*","*","*"
"1290511","1290011","Somers School District","Aspire","Not Eligible For Lunch","","","","","*"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","Eligible For Free Lunch","*","*","*","*","*"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","Not Eligible For Lunch","18.3","15.9","13.4","16.6","13.9"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"1290411","1290011","Somers School District","Somers Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1290411","1290011","Somers School District","Somers Elementary School","Not Eligible For Lunch","12.0","2.3","2.1","1.6","*"
"1290411","1290011","Somers School District","Somers Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","Eligible For Free Lunch","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","Not Eligible For Lunch","12.0","19.4","12.6","17.6","14.2"
"1296111","1290011","Somers School District","Somers High School","Eligible For Reduced Lunch","*","*","*","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Eligible For Free Lunch","39.6","*","*","15.1","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Not Eligible For Lunch","18.5","5.3","2.1","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Eligible For Reduced Lunch","*","*","*","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","Eligible For Free Lunch","*","*","*","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","Not Eligible For Lunch","13.8","*","3.5","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","Eligible For Reduced Lunch","*","*","*","*","*"
"1320611","1320011","South Windsor School District","Orchard Hill School","Eligible For Free Lunch","*","*","*","*","*"
"1320611","1320011","South Windsor School District","Orchard Hill School","Not Eligible For Lunch","13.8","*","5.5","4.6","3.7"
"1320611","1320011","South Windsor School District","Orchard Hill School","Eligible For Reduced Lunch","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Eligible For Free Lunch","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Not Eligible For Lunch","24.5","2.7","1.8","3.1","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Eligible For Reduced Lunch","*","*","*","*","*"
"1329011","1320011","South Windsor School District","Project Worth Young Adult Academy","Eligible For Free Lunch","*","","","",""
"1329011","1320011","South Windsor School District","Project Worth Young Adult Academy","Not Eligible For Lunch","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","Eligible For Free Lunch","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","Not Eligible For Lunch","*","4.7","*","*","4.3"
"1326211","1320011","South Windsor School District","South Windsor High School","Eligible For Reduced Lunch","0.0","*","0.0","0.0","*"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Eligible For Free Lunch","*","*","*","13.3","*"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Not Eligible For Lunch","20.1","5.2","3.7","2.6","1.6"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Eligible For Reduced Lunch","*","*","*","0.0","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Not Eligible For Lunch","11.1","3.5","4.7","3.5","2.6"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Eligible For Free Lunch","28.4","20.8","26.7","*","18.5"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Not Eligible For Lunch","5.3","5.6","4.9","2.9","4.2"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"1311711","1310011","Southington School District","Achieve","Eligible For Free Lunch","","","","*","*"
"1311711","1310011","Southington School District","Achieve","Not Eligible For Lunch","","","","*","*"
"1310111","1310011","Southington School District","Alta","Eligible For Free Lunch","","","","77.3","*"
"1310111","1310011","Southington School District","Alta","Not Eligible For Lunch","","","","*","69.0"
"1310111","1310011","Southington School District","Alta","Eligible For Reduced Lunch","","","","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","Eligible For Free Lunch","15.9","18.8","20.5","14.3","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","Not Eligible For Lunch","*","*","*","*","2.2"
"1311511","1310011","Southington School District","Derynoski Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1310511","1310011","Southington School District","EASE","Eligible For Free Lunch","","","","*","*"
"1310511","1310011","Southington School District","EASE","Not Eligible For Lunch","","","","*","*"
"1310511","1310011","Southington School District","EASE","Eligible For Reduced Lunch","","","","","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Not Eligible For Lunch","3.7","2.4","2.8","3.0","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","Eligible For Free Lunch","*","*","*","*","*"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","Not Eligible For Lunch","3.5","4.1","3.9","5.0","*"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"1310411","1310011","Southington School District","Language Based Classroom","Eligible For Free Lunch","","","","*","*"
"1310411","1310011","Southington School District","Language Based Classroom","Not Eligible For Lunch","","","","*","*"
"1310411","1310011","Southington School District","Language Based Classroom","Eligible For Reduced Lunch","","","","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","Eligible For Free Lunch","","","","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","Not Eligible For Lunch","","","","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","Eligible For Reduced Lunch","","","","","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Eligible For Reduced Lunch","*","*","*","*",""
"1310711","1310011","Southington School District","South End Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","Not Eligible For Lunch","*","*","3.1","*","3.2"
"1310711","1310011","Southington School District","South End Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1316211","1310011","Southington School District","Southington High School","Eligible For Free Lunch","38.0","31.9","31.5","20.4","19.6"
"1316211","1310011","Southington School District","Southington High School","Not Eligible For Lunch","8.6","8.5","6.6","4.9","7.0"
"1316211","1310011","Southington School District","Southington High School","Eligible For Reduced Lunch","18.9","16.4","16.4","15.5","14.6"
"1310811","1310011","Southington School District","Strong Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","Not Eligible For Lunch","1.9","*","*","2.4","2.8"
"1310811","1310011","Southington School District","Strong Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","Not Eligible For Lunch","3.0","1.6","*","2.7","1.9"
"1310911","1310011","Southington School District","Thalberg Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","Eligible For Free Lunch","","","","*","*"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","Not Eligible For Lunch","","","","*","*"
"1311211","1310011","Southington School District","Therapeutic Educational Setting (TEP)","Eligible For Free Lunch","","","","*","*"
"1311211","1310011","Southington School District","Therapeutic Educational Setting (TEP)","Not Eligible For Lunch","","","","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Eligible For Free Lunch","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Not Eligible For Lunch","*","*","*","*","0.0"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Eligible For Reduced Lunch","*","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","Eligible For Free Lunch","11.2","11.1","8.8","18.0","12.5"
"1330111","1330011","Sprague School District","Sayles School","Not Eligible For Lunch","*","*","4.8","*","4.4"
"1330111","1330011","Sprague School District","Sayles School","Eligible For Reduced Lunch","*","*","18.8","*","0.0"
