"category","percent","school_code","year"
"State Low Poverty Quartile Schools ","99.5","0455111","201314"
"School ","100","0455111","201415"
"State High Poverty Quartile Schools ","97.9","0455111","201415"
"State Low Poverty Quartile Schools ","99.6","0455111","201415"
"School ","100","0455111","201516"
"State High Poverty Quartile Schools ","97.6","0455111","201516"
"State Low Poverty Quartile Schools ","99.6","0455111","201516"
"School ","99.7","0456111","201314"
"State High Poverty Quartile Schools ","97.8","0456111","201314"
"State Low Poverty Quartile Schools ","99.5","0456111","201314"
"School ","100","0456111","201415"
"State High Poverty Quartile Schools ","97.9","0456111","201415"
"State Low Poverty Quartile Schools ","99.6","0456111","201415"
"School ","100","0456111","201516"
"State High Poverty Quartile Schools ","97.6","0456111","201516"
"State Low Poverty Quartile Schools ","99.6","0456111","201516"
"School ","92.6","0460111","201314"
"State High Poverty Quartile Schools ","97.8","0460111","201314"
"State Low Poverty Quartile Schools ","99.5","0460111","201314"
"School ","98.9","0460111","201415"
"State High Poverty Quartile Schools ","97.9","0460111","201415"
"State Low Poverty Quartile Schools ","99.6","0460111","201415"
"School ","100","0460111","201516"
"State High Poverty Quartile Schools ","97.6","0460111","201516"
"State Low Poverty Quartile Schools ","99.6","0460111","201516"
"School ","95.1","0465111","201314"
"State High Poverty Quartile Schools ","97.8","0465111","201314"
"State Low Poverty Quartile Schools ","99.5","0465111","201314"
"School ","100","0465111","201415"
"State High Poverty Quartile Schools ","97.9","0465111","201415"
"State Low Poverty Quartile Schools ","99.6","0465111","201415"
"School ","100","0465111","201516"
"State High Poverty Quartile Schools ","97.6","0465111","201516"
"State Low Poverty Quartile Schools ","99.6","0465111","201516"
"School ","93.9","0470111","201314"
"State High Poverty Quartile Schools ","97.8","0470111","201314"
"State Low Poverty Quartile Schools ","99.5","0470111","201314"
"School ","100","0470111","201415"
"State High Poverty Quartile Schools ","97.9","0470111","201415"
"State Low Poverty Quartile Schools ","99.6","0470111","201415"
"School ","100","0470111","201516"
"State High Poverty Quartile Schools ","97.6","0470111","201516"
"State Low Poverty Quartile Schools ","99.6","0470111","201516"
"School ","99.7","0475411","201314"
"State High Poverty Quartile Schools ","97.8","0475411","201314"
"State Low Poverty Quartile Schools ","99.5","0475411","201314"
"School ","93.9","0475411","201415"
"State High Poverty Quartile Schools ","97.9","0475411","201415"
"State Low Poverty Quartile Schools ","99.6","0475411","201415"
"School ","100","0475411","201516"
"State High Poverty Quartile Schools ","97.6","0475411","201516"
"State Low Poverty Quartile Schools ","99.6","0475411","201516"
"School ","95.8","0476111","201314"
"State High Poverty Quartile Schools ","97.8","0476111","201314"
"State Low Poverty Quartile Schools ","99.5","0476111","201314"
"School ","100","0476111","201415"
"State High Poverty Quartile Schools ","97.9","0476111","201415"
"State Low Poverty Quartile Schools ","99.6","0476111","201415"
"School ","100","0476111","201516"
"State High Poverty Quartile Schools ","97.6","0476111","201516"
"State Low Poverty Quartile Schools ","99.6","0476111","201516"
"School ","100","0480111","201314"
"State High Poverty Quartile Schools ","97.8","0480111","201314"
"State Low Poverty Quartile Schools ","99.5","0480111","201314"
"School ","100","0480111","201415"
"State High Poverty Quartile Schools ","97.9","0480111","201415"
"State Low Poverty Quartile Schools ","99.6","0480111","201415"
"School ","100","0480111","201516"
"State High Poverty Quartile Schools ","97.6","0480111","201516"
"State Low Poverty Quartile Schools ","99.6","0480111","201516"
"School ","100","0480211","201314"
"State High Poverty Quartile Schools ","97.8","0480211","201314"
"State Low Poverty Quartile Schools ","99.5","0480211","201314"
"School ","100","0480211","201415"
"State High Poverty Quartile Schools ","97.9","0480211","201415"
"State Low Poverty Quartile Schools ","99.6","0480211","201415"
"School ","100","0480211","201516"
"State High Poverty Quartile Schools ","97.6","0480211","201516"
"State Low Poverty Quartile Schools ","99.6","0480211","201516"
"School ","100","0480611","201314"
"State High Poverty Quartile Schools ","97.8","0480611","201314"
"State Low Poverty Quartile Schools ","99.5","0480611","201314"
"School ","100","0480611","201415"
"State High Poverty Quartile Schools ","97.9","0480611","201415"
"State Low Poverty Quartile Schools ","99.6","0480611","201415"
"School ","100","0480611","201516"
"State High Poverty Quartile Schools ","97.6","0480611","201516"
"State Low Poverty Quartile Schools ","99.6","0480611","201516"
"School ","100","0480711","201314"
"State High Poverty Quartile Schools ","97.8","0480711","201314"
"State Low Poverty Quartile Schools ","99.5","0480711","201314"
"School ","98.3","0480711","201415"
"State High Poverty Quartile Schools ","97.9","0480711","201415"
"State Low Poverty Quartile Schools ","99.6","0480711","201415"
"School ","100","0480711","201516"
"State High Poverty Quartile Schools ","97.6","0480711","201516"
"State Low Poverty Quartile Schools ","99.6","0480711","201516"
"School ","100","0485111","201314"
"State High Poverty Quartile Schools ","97.8","0485111","201314"
"State Low Poverty Quartile Schools ","99.5","0485111","201314"
"School ","100","0485111","201415"
"State High Poverty Quartile Schools ","97.9","0485111","201415"
"State Low Poverty Quartile Schools ","99.6","0485111","201415"
"School ","100","0485111","201516"
"State High Poverty Quartile Schools ","97.6","0485111","201516"
"State Low Poverty Quartile Schools ","99.6","0485111","201516"
"School ","100","0486111","201314"
"State High Poverty Quartile Schools ","97.8","0486111","201314"
"State Low Poverty Quartile Schools ","99.5","0486111","201314"
"School ","100","0486111","201415"
"State High Poverty Quartile Schools ","97.9","0486111","201415"
"State Low Poverty Quartile Schools ","99.6","0486111","201415"
"School ","100","0486111","201516"
"State High Poverty Quartile Schools ","97.6","0486111","201516"
"State Low Poverty Quartile Schools ","99.6","0486111","201516"
"School ","100","0490211","201314"
"State High Poverty Quartile Schools ","97.8","0490211","201314"
"State Low Poverty Quartile Schools ","99.5","0490211","201314"
"School ","100","0490211","201415"
"State High Poverty Quartile Schools ","97.9","0490211","201415"
"State Low Poverty Quartile Schools ","99.6","0490211","201415"
"School ","100","0490211","201516"
"State High Poverty Quartile Schools ","97.6","0490211","201516"
"State Low Poverty Quartile Schools ","99.6","0490211","201516"
"School ","100","0490411","201314"
"State High Poverty Quartile Schools ","97.8","0490411","201314"
"State Low Poverty Quartile Schools ","99.5","0490411","201314"
"School ","98.3","0490411","201415"
"State High Poverty Quartile Schools ","97.9","0490411","201415"
"State Low Poverty Quartile Schools ","99.6","0490411","201415"
"School ","100","0490411","201516"
"State High Poverty Quartile Schools ","97.6","0490411","201516"
"State Low Poverty Quartile Schools ","99.6","0490411","201516"
"School ","N/A","0491011","201516"
"State High Poverty Quartile Schools ","N/A","0491011","201516"
"State Low Poverty Quartile Schools ","N/A","0491011","201516"
"School ","100","0491111","201314"
"State High Poverty Quartile Schools ","97.8","0491111","201314"
"State Low Poverty Quartile Schools ","99.5","0491111","201314"
"School ","100","0491111","201415"
"State High Poverty Quartile Schools ","97.9","0491111","201415"
"State Low Poverty Quartile Schools ","99.6","0491111","201415"
"School ","100","0491111","201516"
"State High Poverty Quartile Schools ","97.6","0491111","201516"
"State Low Poverty Quartile Schools ","99.6","0491111","201516"
"School ","100","0491311","201314"
"State High Poverty Quartile Schools ","97.8","0491311","201314"
"State Low Poverty Quartile Schools ","99.5","0491311","201314"
"School ","100","0491311","201415"
"State High Poverty Quartile Schools ","97.9","0491311","201415"
"State Low Poverty Quartile Schools ","99.6","0491311","201415"
"School ","100","0491311","201516"
"State High Poverty Quartile Schools ","97.6","0491311","201516"
"State Low Poverty Quartile Schools ","99.6","0491311","201516"
"School ","100","0491511","201314"
"State High Poverty Quartile Schools ","97.8","0491511","201314"
"State Low Poverty Quartile Schools ","99.5","0491511","201314"
"School ","100","0491511","201415"
"State High Poverty Quartile Schools ","97.9","0491511","201415"
"State Low Poverty Quartile Schools ","99.6","0491511","201415"
"School ","98.3","0491511","201516"
"State High Poverty Quartile Schools ","97.6","0491511","201516"
"State Low Poverty Quartile Schools ","99.6","0491511","201516"
"School ","100","0491611","201314"
"State High Poverty Quartile Schools ","97.8","0491611","201314"
"State Low Poverty Quartile Schools ","99.5","0491611","201314"
"School ","91.6","0491611","201415"
"State High Poverty Quartile Schools ","97.9","0491611","201415"
"State Low Poverty Quartile Schools ","99.6","0491611","201415"
"School ","98.3","0491611","201516"
"State High Poverty Quartile Schools ","97.6","0491611","201516"
"State Low Poverty Quartile Schools ","99.6","0491611","201516"
"School ","100","0491811","201314"
"State High Poverty Quartile Schools ","97.8","0491811","201314"
"State Low Poverty Quartile Schools ","99.5","0491811","201314"
"School ","100","0491811","201415"
"State High Poverty Quartile Schools ","97.9","0491811","201415"
"State Low Poverty Quartile Schools ","99.6","0491811","201415"
"School ","100","0491811","201516"
"State High Poverty Quartile Schools ","97.6","0491811","201516"
"State Low Poverty Quartile Schools ","99.6","0491811","201516"
"School ","98.4","0495211","201314"
"State High Poverty Quartile Schools ","97.8","0495211","201314"
"State Low Poverty Quartile Schools ","99.5","0495211","201314"
"School ","100","0495211","201415"
"State High Poverty Quartile Schools ","97.9","0495211","201415"
"State Low Poverty Quartile Schools ","99.6","0495211","201415"
"School ","98.5","0495211","201516"
"State High Poverty Quartile Schools ","97.6","0495211","201516"
"State Low Poverty Quartile Schools ","99.6","0495211","201516"
"School ","100","0496111","201314"
"State High Poverty Quartile Schools ","97.8","0496111","201314"
"State Low Poverty Quartile Schools ","99.5","0496111","201314"
"School ","100","0496111","201415"
"State High Poverty Quartile Schools ","97.9","0496111","201415"
"State Low Poverty Quartile Schools ","99.6","0496111","201415"
"School ","95.5","0496111","201516"
"State High Poverty Quartile Schools ","97.6","0496111","201516"
"State Low Poverty Quartile Schools ","99.6","0496111","201516"
"School ","100","0500111","201314"
"State High Poverty Quartile Schools ","97.8","0500111","201314"
"State Low Poverty Quartile Schools ","99.5","0500111","201314"
"School ","100","0500111","201415"
"State High Poverty Quartile Schools ","97.9","0500111","201415"
"State Low Poverty Quartile Schools ","99.6","0500111","201415"
"School ","94.3","0500111","201516"
"State High Poverty Quartile Schools ","97.6","0500111","201516"
"State Low Poverty Quartile Schools ","99.6","0500111","201516"
"School ","100","0510111","201314"
"State High Poverty Quartile Schools ","97.8","0510111","201314"
"State Low Poverty Quartile Schools ","99.5","0510111","201314"
"School ","100","0510111","201415"
"State High Poverty Quartile Schools ","97.9","0510111","201415"
"State Low Poverty Quartile Schools ","99.6","0510111","201415"
"School ","100","0510111","201516"
"State High Poverty Quartile Schools ","97.6","0510111","201516"
"State Low Poverty Quartile Schools ","99.6","0510111","201516"
"School ","100","0510211","201314"
"State High Poverty Quartile Schools ","97.8","0510211","201314"
"State Low Poverty Quartile Schools ","99.5","0510211","201314"
"School ","100","0510211","201415"
"State High Poverty Quartile Schools ","97.9","0510211","201415"
"State Low Poverty Quartile Schools ","99.6","0510211","201415"
"School ","100","0510211","201516"
"State High Poverty Quartile Schools ","97.6","0510211","201516"
"State Low Poverty Quartile Schools ","99.6","0510211","201516"
"School ","100","0510411","201314"
"State High Poverty Quartile Schools ","97.8","0510411","201314"
"State Low Poverty Quartile Schools ","99.5","0510411","201314"
"School ","100","0510411","201415"
"State High Poverty Quartile Schools ","97.9","0510411","201415"
"State Low Poverty Quartile Schools ","99.6","0510411","201415"
"School ","100","0510411","201516"
"State High Poverty Quartile Schools ","97.6","0510411","201516"
"State Low Poverty Quartile Schools ","99.6","0510411","201516"
"School ","100","0510611","201314"
"State High Poverty Quartile Schools ","97.8","0510611","201314"
"State Low Poverty Quartile Schools ","99.5","0510611","201314"
"School ","100","0510611","201415"
"State High Poverty Quartile Schools ","97.9","0510611","201415"
"State Low Poverty Quartile Schools ","99.6","0510611","201415"
"School ","100","0510611","201516"
"State High Poverty Quartile Schools ","97.6","0510611","201516"
"State Low Poverty Quartile Schools ","99.6","0510611","201516"
"School ","100","0510711","201314"
"State High Poverty Quartile Schools ","97.8","0510711","201314"
"State Low Poverty Quartile Schools ","99.5","0510711","201314"
"School ","100","0510711","201415"
"State High Poverty Quartile Schools ","97.9","0510711","201415"
"State Low Poverty Quartile Schools ","99.6","0510711","201415"
"School ","100","0510711","201516"
"State High Poverty Quartile Schools ","97.6","0510711","201516"
"State Low Poverty Quartile Schools ","99.6","0510711","201516"
"School ","100","0511211","201314"
"State High Poverty Quartile Schools ","97.8","0511211","201314"
"State Low Poverty Quartile Schools ","99.5","0511211","201314"
"School ","100","0511211","201415"
"State High Poverty Quartile Schools ","97.9","0511211","201415"
"State Low Poverty Quartile Schools ","99.6","0511211","201415"
"School ","100","0511211","201516"
"State High Poverty Quartile Schools ","97.6","0511211","201516"
"State Low Poverty Quartile Schools ","99.6","0511211","201516"
"School ","100","0511311","201314"
"State High Poverty Quartile Schools ","97.8","0511311","201314"
"State Low Poverty Quartile Schools ","99.5","0511311","201314"
"School ","100","0511311","201415"
"State High Poverty Quartile Schools ","97.9","0511311","201415"
"State Low Poverty Quartile Schools ","99.6","0511311","201415"
"School ","100","0511311","201516"
"State High Poverty Quartile Schools ","97.6","0511311","201516"
"State Low Poverty Quartile Schools ","99.6","0511311","201516"
"School ","100","0511411","201314"
"State High Poverty Quartile Schools ","97.8","0511411","201314"
"State Low Poverty Quartile Schools ","99.5","0511411","201314"
"School ","100","0511411","201415"
"State High Poverty Quartile Schools ","97.9","0511411","201415"
"State Low Poverty Quartile Schools ","99.6","0511411","201415"
"School ","100","0511411","201516"
"State High Poverty Quartile Schools ","97.6","0511411","201516"
"State Low Poverty Quartile Schools ","99.6","0511411","201516"
"School ","100","0511611","201314"
"State High Poverty Quartile Schools ","97.8","0511611","201314"
"State Low Poverty Quartile Schools ","99.5","0511611","201314"
"School ","100","0511611","201415"
"State High Poverty Quartile Schools ","97.9","0511611","201415"
"State Low Poverty Quartile Schools ","99.6","0511611","201415"
"School ","98.4","0511611","201516"
"State High Poverty Quartile Schools ","97.6","0511611","201516"
"State Low Poverty Quartile Schools ","99.6","0511611","201516"
"School ","98.2","0511711","201314"
"State High Poverty Quartile Schools ","97.8","0511711","201314"
"State Low Poverty Quartile Schools ","99.5","0511711","201314"
"School ","100","0511711","201415"
"State High Poverty Quartile Schools ","97.9","0511711","201415"
"State Low Poverty Quartile Schools ","99.6","0511711","201415"
"School ","100","0511711","201516"
"State High Poverty Quartile Schools ","97.6","0511711","201516"
"State Low Poverty Quartile Schools ","99.6","0511711","201516"
"School ","98.7","0511811","201314"
"State High Poverty Quartile Schools ","97.8","0511811","201314"
"State Low Poverty Quartile Schools ","99.5","0511811","201314"
"School ","100","0511811","201415"
"State High Poverty Quartile Schools ","97.9","0511811","201415"
"State Low Poverty Quartile Schools ","99.6","0511811","201415"
"School ","100","0511811","201516"
"State High Poverty Quartile Schools ","97.6","0511811","201516"
"State Low Poverty Quartile Schools ","99.6","0511811","201516"
"School ","99.5","0515111","201314"
"State High Poverty Quartile Schools ","97.8","0515111","201314"
"State Low Poverty Quartile Schools ","99.5","0515111","201314"
"School ","100","0515111","201415"
"State High Poverty Quartile Schools ","97.9","0515111","201415"
"State Low Poverty Quartile Schools ","99.6","0515111","201415"
"School ","100","0515111","201516"
"State High Poverty Quartile Schools ","97.6","0515111","201516"
"State Low Poverty Quartile Schools ","99.6","0515111","201516"
"School ","100","0515211","201314"
"State High Poverty Quartile Schools ","97.8","0515211","201314"
"State Low Poverty Quartile Schools ","99.5","0515211","201314"
"School ","100","0515211","201415"
"State High Poverty Quartile Schools ","97.9","0515211","201415"
"State Low Poverty Quartile Schools ","99.6","0515211","201415"
"School ","100","0515211","201516"
"State High Poverty Quartile Schools ","97.6","0515211","201516"
"State Low Poverty Quartile Schools ","99.6","0515211","201516"
"School ","100","0515311","201314"
"State High Poverty Quartile Schools ","97.8","0515311","201314"
"State Low Poverty Quartile Schools ","99.5","0515311","201314"
"School ","100","0515311","201415"
"State High Poverty Quartile Schools ","97.9","0515311","201415"
"State Low Poverty Quartile Schools ","99.6","0515311","201415"
"School ","100","0515311","201516"
"State High Poverty Quartile Schools ","97.6","0515311","201516"
"State Low Poverty Quartile Schools ","99.6","0515311","201516"
"School ","100","0516011","201314"
"State High Poverty Quartile Schools ","97.8","0516011","201314"
"State Low Poverty Quartile Schools ","99.5","0516011","201314"
"School ","100","0516011","201415"
"State High Poverty Quartile Schools ","97.9","0516011","201415"
"State Low Poverty Quartile Schools ","99.6","0516011","201415"
"School ","99.5","0516011","201516"
"State High Poverty Quartile Schools ","97.6","0516011","201516"
"State Low Poverty Quartile Schools ","99.6","0516011","201516"
"School ","99","0516211","201314"
"State High Poverty Quartile Schools ","97.8","0516211","201314"
"State Low Poverty Quartile Schools ","99.5","0516211","201314"
"School ","100","0516211","201415"
"State High Poverty Quartile Schools ","97.9","0516211","201415"
"State Low Poverty Quartile Schools ","99.6","0516211","201415"
"School ","99.6","0516211","201516"
"State High Poverty Quartile Schools ","97.6","0516211","201516"
"State Low Poverty Quartile Schools ","99.6","0516211","201516"
"School ","100","0520111","201314"
"State High Poverty Quartile Schools ","97.8","0520111","201314"
"State Low Poverty Quartile Schools ","99.5","0520111","201314"
"School ","100","0520111","201415"
"State High Poverty Quartile Schools ","97.9","0520111","201415"
"State Low Poverty Quartile Schools ","99.6","0520111","201415"
"School ","100","0520111","201516"
"State High Poverty Quartile Schools ","97.6","0520111","201516"
"State Low Poverty Quartile Schools ","99.6","0520111","201516"
"School ","100","0520211","201314"
"State High Poverty Quartile Schools ","97.8","0520211","201314"
"State Low Poverty Quartile Schools ","99.5","0520211","201314"
"School ","97.6","0520211","201415"
"State High Poverty Quartile Schools ","97.9","0520211","201415"
"State Low Poverty Quartile Schools ","99.6","0520211","201415"
"School ","100","0520211","201516"
"State High Poverty Quartile Schools ","97.6","0520211","201516"
"State Low Poverty Quartile Schools ","99.6","0520211","201516"
"School ","100","0520311","201314"
"State High Poverty Quartile Schools ","97.8","0520311","201314"
"State Low Poverty Quartile Schools ","99.5","0520311","201314"
"School ","100","0520311","201415"
"State High Poverty Quartile Schools ","97.9","0520311","201415"
"State Low Poverty Quartile Schools ","99.6","0520311","201415"
"School ","100","0520311","201516"
"State High Poverty Quartile Schools ","97.6","0520311","201516"
"State Low Poverty Quartile Schools ","99.6","0520311","201516"
"School ","100","0520411","201314"
"State High Poverty Quartile Schools ","97.8","0520411","201314"
"State Low Poverty Quartile Schools ","99.5","0520411","201314"
"School ","100","0520411","201415"
"State High Poverty Quartile Schools ","97.9","0520411","201415"
"State Low Poverty Quartile Schools ","99.6","0520411","201415"
"School ","100","0520411","201516"
"State High Poverty Quartile Schools ","97.6","0520411","201516"
"State Low Poverty Quartile Schools ","99.6","0520411","201516"
"School ","95.9","0520511","201314"
"State High Poverty Quartile Schools ","97.8","0520511","201314"
"State Low Poverty Quartile Schools ","99.5","0520511","201314"
"School ","100","0520511","201415"
"State High Poverty Quartile Schools ","97.9","0520511","201415"
"State Low Poverty Quartile Schools ","99.6","0520511","201415"
"School ","100","0520511","201516"
"State High Poverty Quartile Schools ","97.6","0520511","201516"
"State Low Poverty Quartile Schools ","99.6","0520511","201516"
"School ","97.4","0525111","201314"
"State High Poverty Quartile Schools ","97.8","0525111","201314"
"State Low Poverty Quartile Schools ","99.5","0525111","201314"
"School ","99.3","0525111","201415"
"State High Poverty Quartile Schools ","97.9","0525111","201415"
"State Low Poverty Quartile Schools ","99.6","0525111","201415"
"School ","100","0525111","201516"
"State High Poverty Quartile Schools ","97.6","0525111","201516"
"State Low Poverty Quartile Schools ","99.6","0525111","201516"
"School ","98.8","0526111","201314"
"State High Poverty Quartile Schools ","97.8","0526111","201314"
"State Low Poverty Quartile Schools ","99.5","0526111","201314"
"School ","100","0526111","201415"
"State High Poverty Quartile Schools ","97.9","0526111","201415"
"State Low Poverty Quartile Schools ","99.6","0526111","201415"
"School ","100","0526111","201516"
"State High Poverty Quartile Schools ","97.6","0526111","201516"
"State Low Poverty Quartile Schools ","99.6","0526111","201516"
"School ","100","0530111","201314"
"State High Poverty Quartile Schools ","97.8","0530111","201314"
"State Low Poverty Quartile Schools ","99.5","0530111","201314"
"School ","100","0530111","201415"
"State High Poverty Quartile Schools ","97.9","0530111","201415"
"State Low Poverty Quartile Schools ","99.6","0530111","201415"
"School ","100","0530111","201516"
"State High Poverty Quartile Schools ","97.6","0530111","201516"
"State Low Poverty Quartile Schools ","99.6","0530111","201516"
"School ","94.1","0540211","201314"
"State High Poverty Quartile Schools ","97.8","0540211","201314"
"State Low Poverty Quartile Schools ","99.5","0540211","201314"
"School ","100","0540211","201415"
"State High Poverty Quartile Schools ","97.9","0540211","201415"
"State Low Poverty Quartile Schools ","99.6","0540211","201415"
"School ","100","0540211","201516"
"State High Poverty Quartile Schools ","97.6","0540211","201516"
"State Low Poverty Quartile Schools ","99.6","0540211","201516"
"School ","100","0540311","201314"
"State High Poverty Quartile Schools ","97.8","0540311","201314"
"State Low Poverty Quartile Schools ","99.5","0540311","201314"
"School ","100","0540311","201415"
"State High Poverty Quartile Schools ","97.9","0540311","201415"
"State Low Poverty Quartile Schools ","99.6","0540311","201415"
"School ","100","0540311","201516"
"State High Poverty Quartile Schools ","97.6","0540311","201516"
"State Low Poverty Quartile Schools ","99.6","0540311","201516"
"School ","100","0540411","201314"
"State High Poverty Quartile Schools ","97.8","0540411","201314"
"State Low Poverty Quartile Schools ","99.5","0540411","201314"
"School ","100","0540411","201415"
"State High Poverty Quartile Schools ","97.9","0540411","201415"
"State Low Poverty Quartile Schools ","99.6","0540411","201415"
"School ","90.6","0540411","201516"
"State High Poverty Quartile Schools ","97.6","0540411","201516"
"State Low Poverty Quartile Schools ","99.6","0540411","201516"
"School ","100","0540611","201314"
"State High Poverty Quartile Schools ","97.8","0540611","201314"
"State Low Poverty Quartile Schools ","99.5","0540611","201314"
"School ","98.4","0540611","201415"
"State High Poverty Quartile Schools ","97.9","0540611","201415"
"State Low Poverty Quartile Schools ","99.6","0540611","201415"
"School ","100","0540611","201516"
"State High Poverty Quartile Schools ","97.6","0540611","201516"
"State Low Poverty Quartile Schools ","99.6","0540611","201516"
"School ","99.4","0540711","201314"
"State High Poverty Quartile Schools ","97.8","0540711","201314"
"State Low Poverty Quartile Schools ","99.5","0540711","201314"
"School ","100","0540711","201415"
"State High Poverty Quartile Schools ","97.9","0540711","201415"
"State Low Poverty Quartile Schools ","99.6","0540711","201415"
"School ","95.4","0540711","201516"
"State High Poverty Quartile Schools ","97.6","0540711","201516"
"State Low Poverty Quartile Schools ","99.6","0540711","201516"
"School ","100","0540811","201314"
"State High Poverty Quartile Schools ","97.8","0540811","201314"
"State Low Poverty Quartile Schools ","99.5","0540811","201314"
"School ","100","0540811","201415"
"State High Poverty Quartile Schools ","97.9","0540811","201415"
"State Low Poverty Quartile Schools ","99.6","0540811","201415"
"School ","100","0540811","201516"
"State High Poverty Quartile Schools ","97.6","0540811","201516"
"State Low Poverty Quartile Schools ","99.6","0540811","201516"
"School ","98.9","0540911","201314"
"State High Poverty Quartile Schools ","97.8","0540911","201314"
"State Low Poverty Quartile Schools ","99.5","0540911","201314"
"School ","100","0540911","201415"
"State High Poverty Quartile Schools ","97.9","0540911","201415"
"State Low Poverty Quartile Schools ","99.6","0540911","201415"
"School ","100","0540911","201516"
"State High Poverty Quartile Schools ","97.6","0540911","201516"
"State Low Poverty Quartile Schools ","99.6","0540911","201516"
"School ","96.8","0545211","201314"
"State High Poverty Quartile Schools ","97.8","0545211","201314"
"State Low Poverty Quartile Schools ","99.5","0545211","201314"
"School ","100","0545211","201415"
"State High Poverty Quartile Schools ","97.9","0545211","201415"
"State Low Poverty Quartile Schools ","99.6","0545211","201415"
"School ","100","0545211","201516"
"State High Poverty Quartile Schools ","97.6","0545211","201516"
"State Low Poverty Quartile Schools ","99.6","0545211","201516"
"School ","100","0546111","201314"
"State High Poverty Quartile Schools ","97.8","0546111","201314"
"State Low Poverty Quartile Schools ","99.5","0546111","201314"
"School ","97.9","0546111","201415"
"State High Poverty Quartile Schools ","97.9","0546111","201415"
"State Low Poverty Quartile Schools ","99.6","0546111","201415"
"School ","100","0546111","201516"
"State High Poverty Quartile Schools ","97.6","0546111","201516"
"State Low Poverty Quartile Schools ","99.6","0546111","201516"
"School ","100","0560111","201314"
"State High Poverty Quartile Schools ","97.8","0560111","201314"
"State Low Poverty Quartile Schools ","99.5","0560111","201314"
"School ","100","0560111","201415"
"State High Poverty Quartile Schools ","97.9","0560111","201415"
"State Low Poverty Quartile Schools ","99.6","0560111","201415"
"School ","100","0560111","201516"
"State High Poverty Quartile Schools ","97.6","0560111","201516"
"State Low Poverty Quartile Schools ","99.6","0560111","201516"
"School ","100","0560311","201314"
"State High Poverty Quartile Schools ","97.8","0560311","201314"
"State Low Poverty Quartile Schools ","99.5","0560311","201314"
"School ","100","0560311","201415"
"State High Poverty Quartile Schools ","97.9","0560311","201415"
"State Low Poverty Quartile Schools ","99.6","0560311","201415"
"School ","100","0560311","201516"
"State High Poverty Quartile Schools ","97.6","0560311","201516"
"State Low Poverty Quartile Schools ","99.6","0560311","201516"
"School ","100","0560411","201314"
"State High Poverty Quartile Schools ","97.8","0560411","201314"
"State Low Poverty Quartile Schools ","99.5","0560411","201314"
"School ","100","0560411","201415"
"State High Poverty Quartile Schools ","97.9","0560411","201415"
"State Low Poverty Quartile Schools ","99.6","0560411","201415"
"School ","100","0560411","201516"
"State High Poverty Quartile Schools ","97.6","0560411","201516"
"State Low Poverty Quartile Schools ","99.6","0560411","201516"
"School ","100","0565111","201314"
"State High Poverty Quartile Schools ","97.8","0565111","201314"
"State Low Poverty Quartile Schools ","99.5","0565111","201314"
"School ","100","0565111","201415"
"State High Poverty Quartile Schools ","97.9","0565111","201415"
"State Low Poverty Quartile Schools ","99.6","0565111","201415"
"School ","100","0565111","201516"
"State High Poverty Quartile Schools ","97.6","0565111","201516"
"State Low Poverty Quartile Schools ","99.6","0565111","201516"
"School ","100","0566111","201314"
"State High Poverty Quartile Schools ","97.8","0566111","201314"
"State Low Poverty Quartile Schools ","99.5","0566111","201314"
"School ","100","0566111","201415"
"State High Poverty Quartile Schools ","97.9","0566111","201415"
"State Low Poverty Quartile Schools ","99.6","0566111","201415"
"School ","97.9","0566111","201516"
"State High Poverty Quartile Schools ","97.6","0566111","201516"
"State Low Poverty Quartile Schools ","99.6","0566111","201516"
"School ","100","0570211","201314"
"State High Poverty Quartile Schools ","97.8","0570211","201314"
"State Low Poverty Quartile Schools ","99.5","0570211","201314"
"School ","100","0570211","201415"
"State High Poverty Quartile Schools ","97.9","0570211","201415"
"State Low Poverty Quartile Schools ","99.6","0570211","201415"
"School ","97","0570211","201516"
"State High Poverty Quartile Schools ","97.6","0570211","201516"
"State Low Poverty Quartile Schools ","99.6","0570211","201516"
"School ","100","0570311","201314"
"State High Poverty Quartile Schools ","97.8","0570311","201314"
"State Low Poverty Quartile Schools ","99.5","0570311","201314"
"School ","97.6","0570311","201415"
"State High Poverty Quartile Schools ","97.9","0570311","201415"
"State Low Poverty Quartile Schools ","99.6","0570311","201415"
"School ","100","0570311","201516"
"State High Poverty Quartile Schools ","97.6","0570311","201516"
"State Low Poverty Quartile Schools ","99.6","0570311","201516"
"School ","97.2","0570411","201314"
"State High Poverty Quartile Schools ","97.8","0570411","201314"
"State Low Poverty Quartile Schools ","99.5","0570411","201314"
"School ","100","0570411","201415"
"State High Poverty Quartile Schools ","97.9","0570411","201415"
"State Low Poverty Quartile Schools ","99.6","0570411","201415"
"School ","100","0570411","201516"
"State High Poverty Quartile Schools ","97.6","0570411","201516"
"State Low Poverty Quartile Schools ","99.6","0570411","201516"
"School ","98.9","0570511","201314"
"State High Poverty Quartile Schools ","97.8","0570511","201314"
"State Low Poverty Quartile Schools ","99.5","0570511","201314"
"School ","94.1","0570511","201415"
"State High Poverty Quartile Schools ","97.9","0570511","201415"
"State Low Poverty Quartile Schools ","99.6","0570511","201415"
"School ","100","0570511","201516"
"State High Poverty Quartile Schools ","97.6","0570511","201516"
"State Low Poverty Quartile Schools ","99.6","0570511","201516"
"School ","100","0570611","201314"
