"school_code","year","category","cohort","count"
"0456111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0456111","201415","English Language Learners ","cohort.target.2013-14",". "
"0456111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14",". "
"0456111","201415","Students with Disabilities ","cohort.target.2013-14","94.0 "
"0456111","201415","School ","cohort.target.2013-14","94.0 "
"0456111","201415","District ","cohort.target.2013-14","94.0 "
"0456111","201415","Black or African American ","target.achieved.2013-14",""
"0456111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0456111","201415","English Language Learners ","target.achieved.2013-14",""
"0456111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14",""
"0456111","201415","Students with Disabilities ","target.achieved.2013-14","No "
"0456111","201415","School ","target.achieved.2013-14","Yes "
"0456111","201415","District ","target.achieved.2013-14","No "
"0456111","201415","Black or African American ","target.percent.2014-15","."
"0456111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0456111","201415","English Language Learners ","target.percent.2014-15","."
"0456111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","."
"0456111","201415","Students with Disabilities ","target.percent.2014-15","94.0"
"0456111","201415","School ","target.percent.2014-15","94.0"
"0456111","201415","District ","target.percent.2014-15","94.0"
"0456111","201516","Black or African American ","cohort.count.2014-15","* "
"0456111","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0456111","201516","English Language Learners ","cohort.count.2014-15","* "
"0456111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","36 "
"0456111","201516","Students with Disabilities ","cohort.count.2014-15","25 "
"0456111","201516","School ","cohort.count.2014-15","264 "
"0456111","201516","District ","cohort.count.2014-15",""
"0456111","201516","Black or African American ","cohort.rate.2014-15","* "
"0456111","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0456111","201516","English Language Learners ","cohort.rate.2014-15","* "
"0456111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","91.7 "
"0456111","201516","Students with Disabilities ","cohort.rate.2014-15","96.0 "
"0456111","201516","School ","cohort.rate.2014-15","97.7 "
"0456111","201516","District ","cohort.rate.2014-15","94.9 "
"0456111","201516","Black or African American ","cohort.target.2014-15",". "
"0456111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0456111","201516","English Language Learners ","cohort.target.2014-15",". "
"0456111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15",". "
"0456111","201516","Students with Disabilities ","cohort.target.2014-15","94.0 "
"0456111","201516","School ","cohort.target.2014-15","94.0 "
"0456111","201516","District ","cohort.target.2014-15","94.0 "
"0456111","201516","Black or African American ","target.achieved.2014-15",""
"0456111","201516","Hispanic or Latino ","target.achieved.2014-15",""
"0456111","201516","English Language Learners ","target.achieved.2014-15",""
"0456111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15",""
"0456111","201516","Students with Disabilities ","target.achieved.2014-15","Yes "
"0456111","201516","School ","target.achieved.2014-15","Yes "
"0456111","201516","District ","target.achieved.2014-15","Yes "
"0456111","201516","Black or African American ","target.percent.2015-16","."
"0456111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0456111","201516","English Language Learners ","target.percent.2015-16","."
"0456111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","."
"0456111","201516","Students with Disabilities ","target.percent.2015-16","94.0"
"0456111","201516","School ","target.percent.2015-16","94.0"
"0456111","201516","District ","target.percent.2015-16","94.0"
"0476111","201314","Black or African American ","cohort.count.2012-13","* "
"0476111","201314","Hispanic or Latino ","cohort.count.2012-13","* "
"0476111","201314","English Language Learners ","cohort.count.2012-13","* "
"0476111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","38 "
"0476111","201314","Students with Disabilities ","cohort.count.2012-13","* "
"0476111","201314","School ","cohort.count.2012-13","95 "
"0476111","201314","District ","cohort.count.2012-13",""
"0476111","201314","Black or African American ","cohort.rate.2012-13","* "
"0476111","201314","Hispanic or Latino ","cohort.rate.2012-13","* "
"0476111","201314","English Language Learners ","cohort.rate.2012-13","0.0 "
"0476111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","76.3 "
"0476111","201314","Students with Disabilities ","cohort.rate.2012-13","* "
"0476111","201314","School ","cohort.rate.2012-13","83.2 "
"0476111","201314","District ","cohort.rate.2012-13","82.3 "
"0476111","201314","Black or African American ","cohort.target.2012-13",". "
"0476111","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0476111","201314","English Language Learners ","cohort.target.2012-13",". "
"0476111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13","73.1 "
"0476111","201314","Students with Disabilities ","cohort.target.2012-13",". "
"0476111","201314","School ","cohort.target.2012-13","83.7 "
"0476111","201314","District ","cohort.target.2012-13","83.7 "
"0476111","201314","Black or African American ","target.achieved.2012-13",""
"0476111","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0476111","201314","English Language Learners ","target.achieved.2012-13",""
"0476111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","Yes "
"0476111","201314","Students with Disabilities ","target.achieved.2012-13",""
"0476111","201314","School ","target.achieved.2012-13","No "
"0476111","201314","District ","target.achieved.2012-13","No "
"0476111","201314","Black or African American ","target.percent.2013-14","."
"0476111","201314","Hispanic or Latino ","target.percent.2013-14","."
"0476111","201314","English Language Learners ","target.percent.2013-14","."
"0476111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","75.2"
"0476111","201314","Students with Disabilities ","target.percent.2013-14","."
"0476111","201314","School ","target.percent.2013-14","84.7"
"0476111","201314","District ","target.percent.2013-14","84.7"
"0476111","201415","Black or African American ","cohort.count.2013-14","* "
"0476111","201415","Hispanic or Latino ","cohort.count.2013-14","* "
"0476111","201415","English Language Learners ","cohort.count.2013-14","* "
"0476111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","44 "
"0476111","201415","Students with Disabilities ","cohort.count.2013-14","* "
"0476111","201415","School ","cohort.count.2013-14","107 "
"0476111","201415","District ","cohort.count.2013-14",""
"0476111","201415","Black or African American ","cohort.rate.2013-14","* "
"0476111","201415","Hispanic or Latino ","cohort.rate.2013-14","* "
"0476111","201415","English Language Learners ","cohort.rate.2013-14","* "
"0476111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","86.4 "
"0476111","201415","Students with Disabilities ","cohort.rate.2013-14","* "
"0476111","201415","School ","cohort.rate.2013-14","89.7 "
"0476111","201415","District ","cohort.rate.2013-14","89.0 "
"0476111","201415","Black or African American ","cohort.target.2013-14",". "
"0476111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0476111","201415","English Language Learners ","cohort.target.2013-14",". "
"0476111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","75.2 "
"0476111","201415","Students with Disabilities ","cohort.target.2013-14",". "
"0476111","201415","School ","cohort.target.2013-14","84.7 "
"0476111","201415","District ","cohort.target.2013-14","84.7 "
"0476111","201415","Black or African American ","target.achieved.2013-14",""
"0476111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0476111","201415","English Language Learners ","target.achieved.2013-14",""
"0476111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","Yes "
"0476111","201415","Students with Disabilities ","target.achieved.2013-14",""
"0476111","201415","School ","target.achieved.2013-14","Yes "
"0476111","201415","District ","target.achieved.2013-14","Yes "
"0476111","201415","Black or African American ","target.percent.2014-15","."
"0476111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0476111","201415","English Language Learners ","target.percent.2014-15","."
"0476111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","77.3"
"0476111","201415","Students with Disabilities ","target.percent.2014-15","."
"0476111","201415","School ","target.percent.2014-15","85.8"
"0476111","201415","District ","target.percent.2014-15","85.8"
"0476111","201516","Black or African American ","cohort.count.2014-15","* "
"0476111","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0476111","201516","English Language Learners ","cohort.count.2014-15","* "
"0476111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","43 "
"0476111","201516","Students with Disabilities ","cohort.count.2014-15","* "
"0476111","201516","School ","cohort.count.2014-15","87 "
"0476111","201516","District ","cohort.count.2014-15",""
"0476111","201516","Black or African American ","cohort.rate.2014-15","* "
"0476111","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0476111","201516","English Language Learners ","cohort.rate.2014-15","* "
"0476111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","86.0 "
"0476111","201516","Students with Disabilities ","cohort.rate.2014-15","* "
"0476111","201516","School ","cohort.rate.2014-15","88.5 "
"0476111","201516","District ","cohort.rate.2014-15","86.7 "
"0476111","201516","Black or African American ","cohort.target.2014-15",". "
"0476111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0476111","201516","English Language Learners ","cohort.target.2014-15",". "
"0476111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","77.3 "
"0476111","201516","Students with Disabilities ","cohort.target.2014-15",". "
"0476111","201516","School ","cohort.target.2014-15","85.8 "
"0476111","201516","District ","cohort.target.2014-15","85.8 "
"0476111","201516","Black or African American ","target.achieved.2014-15",""
"0476111","201516","Hispanic or Latino ","target.achieved.2014-15",""
"0476111","201516","English Language Learners ","target.achieved.2014-15",""
"0476111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","Yes "
"0476111","201516","Students with Disabilities ","target.achieved.2014-15",""
"0476111","201516","School ","target.achieved.2014-15","Yes "
"0476111","201516","District ","target.achieved.2014-15","Yes "
"0476111","201516","Black or African American ","target.percent.2015-16","."
"0476111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0476111","201516","English Language Learners ","target.percent.2015-16","."
"0476111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","79.3"
"0476111","201516","Students with Disabilities ","target.percent.2015-16","."
"0476111","201516","School ","target.percent.2015-16","86.8"
"0476111","201516","District ","target.percent.2015-16","86.8"
"0486111","201314","Black or African American ","cohort.count.2012-13","* "
"0486111","201314","Hispanic or Latino ","cohort.count.2012-13","* "
"0486111","201314","English Language Learners ","cohort.count.2012-13","* "
"0486111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","20 "
"0486111","201314","Students with Disabilities ","cohort.count.2012-13","* "
"0486111","201314","School ","cohort.count.2012-13","197 "
"0486111","201314","District ","cohort.count.2012-13",""
"0486111","201314","Black or African American ","cohort.rate.2012-13","* "
"0486111","201314","Hispanic or Latino ","cohort.rate.2012-13","* "
"0486111","201314","English Language Learners ","cohort.rate.2012-13","* "
"0486111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","75 "
"0486111","201314","Students with Disabilities ","cohort.rate.2012-13","* "
"0486111","201314","School ","cohort.rate.2012-13","91.9 "
"0486111","201314","District ","cohort.rate.2012-13","91.9 "
"0486111","201314","Black or African American ","cohort.target.2012-13",". "
"0486111","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0486111","201314","English Language Learners ","cohort.target.2012-13",". "
"0486111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13",". "
"0486111","201314","Students with Disabilities ","cohort.target.2012-13",". "
"0486111","201314","School ","cohort.target.2012-13","94.0 "
"0486111","201314","District ","cohort.target.2012-13","94.0 "
"0486111","201314","Black or African American ","target.achieved.2012-13",""
"0486111","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0486111","201314","English Language Learners ","target.achieved.2012-13",""
"0486111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13",""
"0486111","201314","Students with Disabilities ","target.achieved.2012-13",""
"0486111","201314","School ","target.achieved.2012-13","No "
"0486111","201314","District ","target.achieved.2012-13","No "
"0486111","201314","Black or African American ","target.percent.2013-14","."
"0486111","201314","Hispanic or Latino ","target.percent.2013-14","."
"0486111","201314","English Language Learners ","target.percent.2013-14","."
"0486111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","."
"0486111","201314","Students with Disabilities ","target.percent.2013-14","."
"0486111","201314","School ","target.percent.2013-14","94.0"
"0486111","201314","District ","target.percent.2013-14","94.0"
"0486111","201415","Black or African American ","cohort.count.2013-14","* "
"0486111","201415","Hispanic or Latino ","cohort.count.2013-14","* "
"0486111","201415","English Language Learners ","cohort.count.2013-14","* "
"0486111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","22 "
"0486111","201415","Students with Disabilities ","cohort.count.2013-14","21 "
"0486111","201415","School ","cohort.count.2013-14","193 "
"0486111","201415","District ","cohort.count.2013-14",""
"0486111","201415","Black or African American ","cohort.rate.2013-14","* "
"0486111","201415","Hispanic or Latino ","cohort.rate.2013-14","* "
"0486111","201415","English Language Learners ","cohort.rate.2013-14","* "
"0486111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","95.5 "
"0486111","201415","Students with Disabilities ","cohort.rate.2013-14","85.7 "
"0486111","201415","School ","cohort.rate.2013-14","95.9 "
"0486111","201415","District ","cohort.rate.2013-14","95.4 "
"0486111","201415","Black or African American ","cohort.target.2013-14",". "
"0486111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0486111","201415","English Language Learners ","cohort.target.2013-14",". "
"0486111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14",". "
"0486111","201415","Students with Disabilities ","cohort.target.2013-14",". "
"0486111","201415","School ","cohort.target.2013-14","94.0 "
"0486111","201415","District ","cohort.target.2013-14","94.0 "
"0486111","201415","Black or African American ","target.achieved.2013-14",""
"0486111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0486111","201415","English Language Learners ","target.achieved.2013-14",""
"0486111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14",""
"0486111","201415","Students with Disabilities ","target.achieved.2013-14",""
"0486111","201415","School ","target.achieved.2013-14","Yes "
"0486111","201415","District ","target.achieved.2013-14","Yes "
"0486111","201415","Black or African American ","target.percent.2014-15","."
"0486111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0486111","201415","English Language Learners ","target.percent.2014-15","."
"0486111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","."
"0486111","201415","Students with Disabilities ","target.percent.2014-15","."
"0486111","201415","School ","target.percent.2014-15","94.0"
"0486111","201415","District ","target.percent.2014-15","94.0"
"0486111","201516","Black or African American ","cohort.count.2014-15","* "
"0486111","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0486111","201516","English Language Learners ","cohort.count.2014-15","* "
"0486111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","26 "
"0486111","201516","Students with Disabilities ","cohort.count.2014-15","34 "
"0486111","201516","School ","cohort.count.2014-15","205 "
"0486111","201516","District ","cohort.count.2014-15",""
"0486111","201516","Black or African American ","cohort.rate.2014-15","* "
"0486111","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0486111","201516","English Language Learners ","cohort.rate.2014-15","* "
"0486111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","100.0 "
"0486111","201516","Students with Disabilities ","cohort.rate.2014-15","85.3 "
"0486111","201516","School ","cohort.rate.2014-15","97.6 "
"0486111","201516","District ","cohort.rate.2014-15","97.1 "
"0486111","201516","Black or African American ","cohort.target.2014-15",". "
"0486111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0486111","201516","English Language Learners ","cohort.target.2014-15",". "
"0486111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15",". "
"0486111","201516","Students with Disabilities ","cohort.target.2014-15",". "
"0486111","201516","School ","cohort.target.2014-15","94.0 "
"0486111","201516","District ","cohort.target.2014-15","94.0 "
"0486111","201516","Black or African American ","target.achieved.2014-15",""
"0486111","201516","Hispanic or Latino ","target.achieved.2014-15",""
"0486111","201516","English Language Learners ","target.achieved.2014-15",""
"0486111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15",""
"0486111","201516","Students with Disabilities ","target.achieved.2014-15",""
"0486111","201516","School ","target.achieved.2014-15","Yes "
"0486111","201516","District ","target.achieved.2014-15","Yes "
"0486111","201516","Black or African American ","target.percent.2015-16","."
"0486111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0486111","201516","English Language Learners ","target.percent.2015-16","."
"0486111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","."
"0486111","201516","Students with Disabilities ","target.percent.2015-16","."
"0486111","201516","School ","target.percent.2015-16","94.0"
"0486111","201516","District ","target.percent.2015-16","94.0"
"0496111","201314","Black or African American ","cohort.count.2012-13","* "
"0496111","201314","Hispanic or Latino ","cohort.count.2012-13","* "
"0496111","201314","English Language Learners ","cohort.count.2012-13","* "
"0496111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","68 "
"0496111","201314","Students with Disabilities ","cohort.count.2012-13","30 "
"0496111","201314","School ","cohort.count.2012-13","183 "
"0496111","201314","District ","cohort.count.2012-13",""
"0496111","201314","Black or African American ","cohort.rate.2012-13","* "
"0496111","201314","Hispanic or Latino ","cohort.rate.2012-13","* "
"0496111","201314","English Language Learners ","cohort.rate.2012-13","* "
"0496111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","69.1 "
"0496111","201314","Students with Disabilities ","cohort.rate.2012-13","60 "
"0496111","201314","School ","cohort.rate.2012-13","82 "
"0496111","201314","District ","cohort.rate.2012-13","87.4 "
"0496111","201314","Black or African American ","cohort.target.2012-13",". "
"0496111","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0496111","201314","English Language Learners ","cohort.target.2012-13",". "
"0496111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13","58.0 "
"0496111","201314","Students with Disabilities ","cohort.target.2012-13","62.8 "
"0496111","201314","School ","cohort.target.2012-13","82.4 "
"0496111","201314","District ","cohort.target.2012-13","83.4 "
"0496111","201314","Black or African American ","target.achieved.2012-13",""
"0496111","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0496111","201314","English Language Learners ","target.achieved.2012-13",""
"0496111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","Yes "
"0496111","201314","Students with Disabilities ","target.achieved.2012-13","No "
"0496111","201314","School ","target.achieved.2012-13","No "
"0496111","201314","District ","target.achieved.2012-13","Yes "
"0496111","201314","Black or African American ","target.percent.2013-14","."
"0496111","201314","Hispanic or Latino ","target.percent.2013-14","."
"0496111","201314","English Language Learners ","target.percent.2013-14","."
"0496111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","61.6"
"0496111","201314","Students with Disabilities ","target.percent.2013-14","66.0"
"0496111","201314","School ","target.percent.2013-14","83.6"
"0496111","201314","District ","target.percent.2013-14","84.5"
"0496111","201415","Black or African American ","cohort.count.2013-14","* "
"0496111","201415","Hispanic or Latino ","cohort.count.2013-14","* "
"0496111","201415","English Language Learners ","cohort.count.2013-14","* "
"0496111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","75 "
"0496111","201415","Students with Disabilities ","cohort.count.2013-14","* "
"0496111","201415","School ","cohort.count.2013-14","190 "
"0496111","201415","District ","cohort.count.2013-14",""
"0496111","201415","Black or African American ","cohort.rate.2013-14","* "
"0496111","201415","Hispanic or Latino ","cohort.rate.2013-14","* "
"0496111","201415","English Language Learners ","cohort.rate.2013-14","* "
"0496111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","66.7 "
"0496111","201415","Students with Disabilities ","cohort.rate.2013-14","* "
"0496111","201415","School ","cohort.rate.2013-14","82.6 "
"0496111","201415","District ","cohort.rate.2013-14","86.3 "
"0496111","201415","Black or African American ","cohort.target.2013-14",". "
"0496111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0496111","201415","English Language Learners ","cohort.target.2013-14",". "
"0496111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","61.6 "
"0496111","201415","Students with Disabilities ","cohort.target.2013-14","66.0 "
"0496111","201415","School ","cohort.target.2013-14","83.6 "
"0496111","201415","District ","cohort.target.2013-14","84.5 "
"0496111","201415","Black or African American ","target.achieved.2013-14",""
"0496111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0496111","201415","English Language Learners ","target.achieved.2013-14",""
"0496111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","Yes "
"0496111","201415","Students with Disabilities ","target.achieved.2013-14","No "
"0496111","201415","School ","target.achieved.2013-14","No "
"0496111","201415","District ","target.achieved.2013-14","Yes "
"0496111","201415","Black or African American ","target.percent.2014-15","."
"0496111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0496111","201415","English Language Learners ","target.percent.2014-15","."
"0496111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","65.2"
"0496111","201415","Students with Disabilities ","target.percent.2014-15","69.1"
"0496111","201415","School ","target.percent.2014-15","84.7"
"0496111","201415","District ","target.percent.2014-15","85.5"
"0496111","201516","Black or African American ","cohort.count.2014-15","* "
"0496111","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0496111","201516","English Language Learners ","cohort.count.2014-15","0 "
"0496111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","68 "
"0496111","201516","Students with Disabilities ","cohort.count.2014-15","* "
"0496111","201516","School ","cohort.count.2014-15","160 "
"0496111","201516","District ","cohort.count.2014-15",""
"0496111","201516","Black or African American ","cohort.rate.2014-15","* "
"0496111","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0496111","201516","English Language Learners ","cohort.rate.2014-15","0.0 "
"0496111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","77.9 "
"0496111","201516","Students with Disabilities ","cohort.rate.2014-15","* "
"0496111","201516","School ","cohort.rate.2014-15","86.3 "
"0496111","201516","District ","cohort.rate.2014-15","86.7 "
"0496111","201516","Black or African American ","cohort.target.2014-15",". "
"0496111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0496111","201516","English Language Learners ","cohort.target.2014-15",". "
"0496111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","65.2 "
"0496111","201516","Students with Disabilities ","cohort.target.2014-15","69.1 "
"0496111","201516","School ","cohort.target.2014-15","84.7 "
"0496111","201516","District ","cohort.target.2014-15","85.5 "
"0496111","201516","Black or African American ","target.achieved.2014-15",""
"0496111","201516","Hispanic or Latino ","target.achieved.2014-15",""
"0496111","201516","English Language Learners ","target.achieved.2014-15",""
"0496111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","Yes "
"0496111","201516","Students with Disabilities ","target.achieved.2014-15","Yes "
"0496111","201516","School ","target.achieved.2014-15","Yes "
"0496111","201516","District ","target.achieved.2014-15","Yes "
"0496111","201516","Black or African American ","target.percent.2015-16","."
"0496111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0496111","201516","English Language Learners ","target.percent.2015-16","."
"0496111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","68.8"
"0496111","201516","Students with Disabilities ","target.percent.2015-16","72.2"
"0496111","201516","School ","target.percent.2015-16","85.9"
"0496111","201516","District ","target.percent.2015-16","86.6"
"0516011","201314","Black or African American ","cohort.count.2012-13","* "
"0516011","201314","Hispanic or Latino ","cohort.count.2012-13","28 "
"0516011","201314","English Language Learners ","cohort.count.2012-13","* "
"0516011","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","45 "
"0516011","201314","Students with Disabilities ","cohort.count.2012-13","41 "
"0516011","201314","School ","cohort.count.2012-13","383 "
"0516011","201314","District ","cohort.count.2012-13",""
"0516011","201314","Black or African American ","cohort.rate.2012-13","* "
"0516011","201314","Hispanic or Latino ","cohort.rate.2012-13","89.3 "
"0516011","201314","English Language Learners ","cohort.rate.2012-13","* "
"0516011","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","84.4 "
"0516011","201314","Students with Disabilities ","cohort.rate.2012-13","82.9 "
"0516011","201314","School ","cohort.rate.2012-13","95.3 "
"0516011","201314","District ","cohort.rate.2012-13","92.7 "
"0516011","201314","Black or African American ","cohort.target.2012-13",". "
"0516011","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0516011","201314","English Language Learners ","cohort.target.2012-13",". "
"0516011","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13",". "
"0516011","201314","Students with Disabilities ","cohort.target.2012-13","79.5 "
"0516011","201314","School ","cohort.target.2012-13","94.0 "
"0516011","201314","District ","cohort.target.2012-13","93.4 "
"0516011","201314","Black or African American ","target.achieved.2012-13",""
"0516011","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0516011","201314","English Language Learners ","target.achieved.2012-13",""
"0516011","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13",""
"0516011","201314","Students with Disabilities ","target.achieved.2012-13","Yes "
"0516011","201314","School ","target.achieved.2012-13","Yes "
"0516011","201314","District ","target.achieved.2012-13","No "
"0516011","201314","Black or African American ","target.percent.2013-14","."
"0516011","201314","Hispanic or Latino ","target.percent.2013-14","."
"0516011","201314","English Language Learners ","target.percent.2013-14","."
"0516011","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","."
"0516011","201314","Students with Disabilities ","target.percent.2013-14","81.0"
"0516011","201314","School ","target.percent.2013-14","94.0"
"0516011","201314","District ","target.percent.2013-14","93.4"
"0516011","201415","Black or African American ","cohort.count.2013-14","* "
"0516011","201415","Hispanic or Latino ","cohort.count.2013-14","* "
"0516011","201415","English Language Learners ","cohort.count.2013-14","* "
"0516011","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","34 "
"0516011","201415","Students with Disabilities ","cohort.count.2013-14","45 "
"0516011","201415","School ","cohort.count.2013-14","366 "
"0516011","201415","District ","cohort.count.2013-14",""
"0516011","201415","Black or African American ","cohort.rate.2013-14","* "
"0516011","201415","Hispanic or Latino ","cohort.rate.2013-14","* "
"0516011","201415","English Language Learners ","cohort.rate.2013-14","* "
"0516011","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","73.5 "
"0516011","201415","Students with Disabilities ","cohort.rate.2013-14","75.6 "
"0516011","201415","School ","cohort.rate.2013-14","94.3 "
"0516011","201415","District ","cohort.rate.2013-14","93.8 "
"0516011","201415","Black or African American ","cohort.target.2013-14",". "
"0516011","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0516011","201415","English Language Learners ","cohort.target.2013-14",". "
"0516011","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14",". "
"0516011","201415","Students with Disabilities ","cohort.target.2013-14","81.0 "
"0516011","201415","School ","cohort.target.2013-14","94.0 "
"0516011","201415","District ","cohort.target.2013-14","93.4 "
"0516011","201415","Black or African American ","target.achieved.2013-14",""
"0516011","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0516011","201415","English Language Learners ","target.achieved.2013-14",""
"0516011","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14",""
"0516011","201415","Students with Disabilities ","target.achieved.2013-14","No "
"0516011","201415","School ","target.achieved.2013-14","Yes "
"0516011","201415","District ","target.achieved.2013-14","Yes "
"0516011","201415","Black or African American ","target.percent.2014-15","."
"0516011","201415","Hispanic or Latino ","target.percent.2014-15","."
"0516011","201415","English Language Learners ","target.percent.2014-15","."
"0516011","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","."
"0516011","201415","Students with Disabilities ","target.percent.2014-15","82.4"
"0516011","201415","School ","target.percent.2014-15","94.0"
"0516011","201415","District ","target.percent.2014-15","93.5"
"0516011","201516","Black or African American ","cohort.count.2014-15","* "
"0516011","201516","Hispanic or Latino ","cohort.count.2014-15","36 "
"0516011","201516","English Language Learners ","cohort.count.2014-15","* "
