"category","Count","SPI","Target","Achieved","type","school_code","year"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0480111","201314"
"Students with Disabilities ","",".",". ","","CMT","0480111","201314"
"","","","","","CMT","0480211","201314"
"Black or African American ","",".",". ","","CMT","0480211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0480211","201314"
"English Language Learners ","",".",". ","","CMT","0480211","201314"
"","","","","","CMT","0480211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0480211","201314"
"Students with Disabilities ","",".",". ","","CMT","0480211","201314"
"","","","","","CMT","0480611","201314"
"Black or African American ","",".",". ","","CMT","0480611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0480611","201314"
"English Language Learners ","",".",". ","","CMT","0480611","201314"
"","","","","","CMT","0480611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0480611","201314"
"Students with Disabilities ","",".",". ","","CMT","0480611","201314"
"","","","","","CMT","0480711","201314"
"Black or African American ","",".",". ","","CMT","0480711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0480711","201314"
"English Language Learners ","",".",". ","","CMT","0480711","201314"
"","","","","","CMT","0480711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0480711","201314"
"Students with Disabilities ","",".",". ","","CMT","0480711","201314"
"","","","","","CMT","0485111","201314"
"Black or African American ","",".",". ","","CMT","0485111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0485111","201314"
"English Language Learners ","",".",". ","","CMT","0485111","201314"
"","","","","","CMT","0485111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0485111","201314"
"Students with Disabilities ","",".",". ","","CMT","0485111","201314"
"","","","","","CAPT","0486111","201314"
"Black or African American ","",".",". ","","CAPT","0486111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0486111","201314"
"English Language Learners ","",".",". ","","CAPT","0486111","201314"
"","","","","","CAPT","0486111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0486111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0486111","201314"
"","","","","","CMT","0490211","201314"
"Black or African American ","",".",". ","","CMT","0490211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0490211","201314"
"English Language Learners ","",".",". ","","CMT","0490211","201314"
"","","","","","CMT","0490211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0490211","201314"
"Students with Disabilities ","",".",". ","","CMT","0490211","201314"
"","","","","","CMT","0490411","201314"
"Black or African American ","",".",". ","","CMT","0490411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0490411","201314"
"English Language Learners ","",".",". ","","CMT","0490411","201314"
"","","","","","CMT","0490411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0490411","201314"
"Students with Disabilities ","",".",". ","","CMT","0490411","201314"
"","","","","","CMT","0491111","201314"
"Black or African American ","",".",". ","","CMT","0491111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0491111","201314"
"English Language Learners ","",".",". ","","CMT","0491111","201314"
"","","","","","CMT","0491111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0491111","201314"
"Students with Disabilities ","",".",". ","","CMT","0491111","201314"
"","","","","","CMT","0491311","201314"
"Black or African American ","",".",". ","","CMT","0491311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0491311","201314"
"English Language Learners ","",".",". ","","CMT","0491311","201314"
"","","","","","CMT","0491311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0491311","201314"
"Students with Disabilities ","",".",". ","","CMT","0491311","201314"
"","","","","","CMT","0491511","201314"
"Black or African American ","",".",". ","","CMT","0491511","201314"
"Hispanic or Latino ","",".",". ","","CMT","0491511","201314"
"English Language Learners ","",".",". ","","CMT","0491511","201314"
"","","","","","CMT","0491511","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0491511","201314"
"Students with Disabilities ","",".",". ","","CMT","0491511","201314"
"","","","","","CMT","0491611","201314"
"Black or African American ","",".",". ","","CMT","0491611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0491611","201314"
"English Language Learners ","",".",". ","","CMT","0491611","201314"
"","","","","","CMT","0491611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0491611","201314"
"Students with Disabilities ","",".",". ","","CMT","0491611","201314"
"","","","","","CMT","0491811","201314"
"Black or African American ","",".",". ","","CMT","0491811","201314"
"Hispanic or Latino ","",".",". ","","CMT","0491811","201314"
"English Language Learners ","",".",". ","","CMT","0491811","201314"
"","","","","","CMT","0491811","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0491811","201314"
"Students with Disabilities ","",".",". ","","CMT","0491811","201314"
"","","","","","CMT","0495211","201314"
"Black or African American ","",".",". ","","CMT","0495211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0495211","201314"
"English Language Learners ","",".",". ","","CMT","0495211","201314"
"","","","","","CMT","0495211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0495211","201314"
"Students with Disabilities ","",".",". ","","CMT","0495211","201314"
"","","","","","CAPT","0496111","201314"
"Black or African American ","",".",". ","","CAPT","0496111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0496111","201314"
"English Language Learners ","",".",". ","","CAPT","0496111","201314"
"","","","","","CAPT","0496111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0496111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0496111","201314"
"","","","","","CMT","0500111","201314"
"Black or African American ","",".",". ","","CMT","0500111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0500111","201314"
"English Language Learners ","",".",". ","","CMT","0500111","201314"
"","","","","","CMT","0500111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0500111","201314"
"Students with Disabilities ","",".",". ","","CMT","0500111","201314"
"","","","","","CMT","0510111","201314"
"Black or African American ","",".",". ","","CMT","0510111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0510111","201314"
"English Language Learners ","",".",". ","","CMT","0510111","201314"
"","","","","","CMT","0510111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0510111","201314"
"Students with Disabilities ","",".",". ","","CMT","0510111","201314"
"","","","","","CMT","0510211","201314"
"Black or African American ","",".",". ","","CMT","0510211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0510211","201314"
"English Language Learners ","",".",". ","","CMT","0510211","201314"
"","","","","","CMT","0510211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0510211","201314"
"Students with Disabilities ","",".",". ","","CMT","0510211","201314"
"","","","","","CMT","0510411","201314"
"Black or African American ","",".",". ","","CMT","0510411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0510411","201314"
"English Language Learners ","",".",". ","","CMT","0510411","201314"
"","","","","","CMT","0510411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0510411","201314"
"Students with Disabilities ","",".",". ","","CMT","0510411","201314"
"","","","","","CMT","0510611","201314"
"Black or African American ","",".",". ","","CMT","0510611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0510611","201314"
"English Language Learners ","",".",". ","","CMT","0510611","201314"
"","","","","","CMT","0510611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0510611","201314"
"Students with Disabilities ","",".",". ","","CMT","0510611","201314"
"","","","","","CMT","0510711","201314"
"Black or African American ","",".",". ","","CMT","0510711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0510711","201314"
"English Language Learners ","",".",". ","","CMT","0510711","201314"
"","","","","","CMT","0510711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0510711","201314"
"Students with Disabilities ","",".",". ","","CMT","0510711","201314"
"","","","","","CMT","0511211","201314"
"Black or African American ","",".",". ","","CMT","0511211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0511211","201314"
"English Language Learners ","",".",". ","","CMT","0511211","201314"
"","","","","","CMT","0511211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0511211","201314"
"Students with Disabilities ","",".",". ","","CMT","0511211","201314"
"","","","","","CMT","0511311","201314"
"Black or African American ","",".",". ","","CMT","0511311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0511311","201314"
"English Language Learners ","",".",". ","","CMT","0511311","201314"
"","","","","","CMT","0511311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0511311","201314"
"Students with Disabilities ","",".",". ","","CMT","0511311","201314"
"","","","","","CMT","0511411","201314"
"Black or African American ","",".",". ","","CMT","0511411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0511411","201314"
"English Language Learners ","",".",". ","","CMT","0511411","201314"
"","","","","","CMT","0511411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0511411","201314"
"Students with Disabilities ","",".",". ","","CMT","0511411","201314"
"","","","","","CMT","0511611","201314"
"Black or African American ","",".",". ","","CMT","0511611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0511611","201314"
"English Language Learners ","",".",". ","","CMT","0511611","201314"
"","","","","","CMT","0511611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0511611","201314"
"Students with Disabilities ","",".",". ","","CMT","0511611","201314"
"","","","","","CMT","0511711","201314"
"Black or African American ","",".",". ","","CMT","0511711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0511711","201314"
"English Language Learners ","",".",". ","","CMT","0511711","201314"
"","","","","","CMT","0511711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0511711","201314"
"Students with Disabilities ","",".",". ","","CMT","0511711","201314"
"","","","","","CMT","0511811","201314"
"Black or African American ","",".",". ","","CMT","0511811","201314"
"Hispanic or Latino ","",".",". ","","CMT","0511811","201314"
"English Language Learners ","",".",". ","","CMT","0511811","201314"
"","","","","","CMT","0511811","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0511811","201314"
"Students with Disabilities ","",".",". ","","CMT","0511811","201314"
"","","","","","CMT","0515111","201314"
"Black or African American ","",".",". ","","CMT","0515111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0515111","201314"
"English Language Learners ","",".",". ","","CMT","0515111","201314"
"","","","","","CMT","0515111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0515111","201314"
"Students with Disabilities ","",".",". ","","CMT","0515111","201314"
"","","","","","CMT","0515211","201314"
"Black or African American ","",".",". ","","CMT","0515211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0515211","201314"
"English Language Learners ","",".",". ","","CMT","0515211","201314"
"","","","","","CMT","0515211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0515211","201314"
"Students with Disabilities ","",".",". ","","CMT","0515211","201314"
"","","","","","CMT","0515311","201314"
"Black or African American ","",".",". ","","CMT","0515311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0515311","201314"
"English Language Learners ","",".",". ","","CMT","0515311","201314"
"","","","","","CMT","0515311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0515311","201314"
"Students with Disabilities ","",".",". ","","CMT","0515311","201314"
"","","","","","CAPT","0516011","201314"
"Black or African American ","",".",". ","","CAPT","0516011","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0516011","201314"
"English Language Learners ","",".",". ","","CAPT","0516011","201314"
"","","","","","CAPT","0516011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0516011","201314"
"Students with Disabilities ","",".",". ","","CAPT","0516011","201314"
"","","","","","CAPT","0516211","201314"
"Black or African American ","",".",". ","","CAPT","0516211","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0516211","201314"
"English Language Learners ","",".",". ","","CAPT","0516211","201314"
"","","","","","CAPT","0516211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0516211","201314"
"Students with Disabilities ","",".",". ","","CAPT","0516211","201314"
"","","","","","CMT","0520111","201314"
"Black or African American ","",".",". ","","CMT","0520111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0520111","201314"
"English Language Learners ","",".",". ","","CMT","0520111","201314"
"","","","","","CMT","0520111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0520111","201314"
"Students with Disabilities ","",".",". ","","CMT","0520111","201314"
"","","","","","CMT","0520211","201314"
"Black or African American ","",".",". ","","CMT","0520211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0520211","201314"
"English Language Learners ","",".",". ","","CMT","0520211","201314"
"","","","","","CMT","0520211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0520211","201314"
"Students with Disabilities ","",".",". ","","CMT","0520211","201314"
"","","","","","CMT","0520311","201314"
"Black or African American ","",".",". ","","CMT","0520311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0520311","201314"
"English Language Learners ","",".",". ","","CMT","0520311","201314"
"","","","","","CMT","0520311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0520311","201314"
"Students with Disabilities ","",".",". ","","CMT","0520311","201314"
"","","","","","CMT","0520411","201314"
"Black or African American ","",".",". ","","CMT","0520411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0520411","201314"
"English Language Learners ","",".",". ","","CMT","0520411","201314"
"","","","","","CMT","0520411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0520411","201314"
"Students with Disabilities ","",".",". ","","CMT","0520411","201314"
"","","","","","CMT","0520511","201314"
"Black or African American ","",".",". ","","CMT","0520511","201314"
"Hispanic or Latino ","",".",". ","","CMT","0520511","201314"
"English Language Learners ","",".",". ","","CMT","0520511","201314"
"","","","","","CMT","0520511","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0520511","201314"
"Students with Disabilities ","",".",". ","","CMT","0520511","201314"
"","","","","","CMT","0525111","201314"
"Black or African American ","",".",". ","","CMT","0525111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0525111","201314"
"English Language Learners ","",".",". ","","CMT","0525111","201314"
"","","","","","CMT","0525111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0525111","201314"
"Students with Disabilities ","",".",". ","","CMT","0525111","201314"
"","","","","","CAPT","0526111","201314"
"Black or African American ","",".",". ","","CAPT","0526111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0526111","201314"
"English Language Learners ","",".",". ","","CAPT","0526111","201314"
"","","","","","CAPT","0526111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0526111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0526111","201314"
"","","","","","CMT","0530111","201314"
"Black or African American ","",".",". ","","CMT","0530111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0530111","201314"
"English Language Learners ","",".",". ","","CMT","0530111","201314"
"","","","","","CMT","0530111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0530111","201314"
"Students with Disabilities ","",".",". ","","CMT","0530111","201314"
"","","","","","CMT","0540211","201314"
"Black or African American ","",".",". ","","CMT","0540211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0540211","201314"
"English Language Learners ","",".",". ","","CMT","0540211","201314"
"","","","","","CMT","0540211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0540211","201314"
"Students with Disabilities ","",".",". ","","CMT","0540211","201314"
"","","","","","CMT","0540311","201314"
"Black or African American ","",".",". ","","CMT","0540311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0540311","201314"
"English Language Learners ","",".",". ","","CMT","0540311","201314"
"","","","","","CMT","0540311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0540311","201314"
"Students with Disabilities ","",".",". ","","CMT","0540311","201314"
"","","","","","CMT","0540411","201314"
"Black or African American ","",".",". ","","CMT","0540411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0540411","201314"
"English Language Learners ","",".",". ","","CMT","0540411","201314"
"","","","","","CMT","0540411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0540411","201314"
"Students with Disabilities ","",".",". ","","CMT","0540411","201314"
"","","","","","CMT","0540611","201314"
"Black or African American ","",".",". ","","CMT","0540611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0540611","201314"
"English Language Learners ","",".",". ","","CMT","0540611","201314"
"","","","","","CMT","0540611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0540611","201314"
"Students with Disabilities ","",".",". ","","CMT","0540611","201314"
"","","","","","CMT","0540711","201314"
"Black or African American ","",".",". ","","CMT","0540711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0540711","201314"
"English Language Learners ","",".",". ","","CMT","0540711","201314"
"","","","","","CMT","0540711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0540711","201314"
"Students with Disabilities ","",".",". ","","CMT","0540711","201314"
"","","","","","CMT","0540811","201314"
"Black or African American ","",".",". ","","CMT","0540811","201314"
"Hispanic or Latino ","",".",". ","","CMT","0540811","201314"
"English Language Learners ","",".",". ","","CMT","0540811","201314"
"","","","","","CMT","0540811","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0540811","201314"
"Students with Disabilities ","",".",". ","","CMT","0540811","201314"
"","","","","","CMT","0540911","201314"
"Black or African American ","",".",". ","","CMT","0540911","201314"
"Hispanic or Latino ","",".",". ","","CMT","0540911","201314"
"English Language Learners ","",".",". ","","CMT","0540911","201314"
"","","","","","CMT","0540911","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0540911","201314"
"Students with Disabilities ","",".",". ","","CMT","0540911","201314"
"","","","","","CMT","0545211","201314"
"Black or African American ","",".",". ","","CMT","0545211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0545211","201314"
"English Language Learners ","",".",". ","","CMT","0545211","201314"
"","","","","","CMT","0545211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0545211","201314"
"Students with Disabilities ","",".",". ","","CMT","0545211","201314"
"","","","","","CAPT","0546111","201314"
"Black or African American ","",".",". ","","CAPT","0546111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0546111","201314"
"English Language Learners ","",".",". ","","CAPT","0546111","201314"
"","","","","","CAPT","0546111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0546111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0546111","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0560111","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0560111","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0560111","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0560111","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0560111","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0560111","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0560111","201314"
"","","","","","CMT","0560311","201314"
"Black or African American ","",".",". ","","CMT","0560311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0560311","201314"
"English Language Learners ","",".",". ","","CMT","0560311","201314"
"","","","","","CMT","0560311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0560311","201314"
"Students with Disabilities ","",".",". ","","CMT","0560311","201314"
"","","","","","CMT","0560411","201314"
"Black or African American ","",".",". ","","CMT","0560411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0560411","201314"
"English Language Learners ","",".",". ","","CMT","0560411","201314"
"","","","","","CMT","0560411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0560411","201314"
"Students with Disabilities ","",".",". ","","CMT","0560411","201314"
"","","","","","CMT","0565111","201314"
"Black or African American ","",".",". ","","CMT","0565111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0565111","201314"
"English Language Learners ","",".",". ","","CMT","0565111","201314"
"","","","","","CMT","0565111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0565111","201314"
"Students with Disabilities ","",".",". ","","CMT","0565111","201314"
"","","","","","CAPT","0566111","201314"
"Black or African American ","",".",". ","","CAPT","0566111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0566111","201314"
"English Language Learners ","",".",". ","","CAPT","0566111","201314"
"","","","","","CAPT","0566111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0566111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0566111","201314"
"","","","","","CMT","0570211","201314"
"Black or African American ","",".",". ","","CMT","0570211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0570211","201314"
"English Language Learners ","",".",". ","","CMT","0570211","201314"
"","","","","","CMT","0570211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0570211","201314"
"Students with Disabilities ","",".",". ","","CMT","0570211","201314"
"","","","","","CMT","0570311","201314"
"Black or African American ","",".",". ","","CMT","0570311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0570311","201314"
"English Language Learners ","",".",". ","","CMT","0570311","201314"
"","","","","","CMT","0570311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0570311","201314"
"Students with Disabilities ","",".",". ","","CMT","0570311","201314"
"","","","","","CMT","0570411","201314"
"Black or African American ","",".",". ","","CMT","0570411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0570411","201314"
"English Language Learners ","",".",". ","","CMT","0570411","201314"
"","","","","","CMT","0570411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0570411","201314"
"Students with Disabilities ","",".",". ","","CMT","0570411","201314"
"","","","","","CMT","0570511","201314"
"Black or African American ","",".",". ","","CMT","0570511","201314"
"Hispanic or Latino ","",".",". ","","CMT","0570511","201314"
"English Language Learners ","",".",". ","","CMT","0570511","201314"
"","","","","","CMT","0570511","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0570511","201314"
"Students with Disabilities ","",".",". ","","CMT","0570511","201314"
"","","","","","CMT","0570611","201314"
"Black or African American ","",".",". ","","CMT","0570611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0570611","201314"
"English Language Learners ","",".",". ","","CMT","0570611","201314"
"","","","","","CMT","0570611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0570611","201314"
"Students with Disabilities ","",".",". ","","CMT","0570611","201314"
"","","","","","CMT","0570711","201314"
"Black or African American ","",".",". ","","CMT","0570711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0570711","201314"
"English Language Learners ","",".",". ","","CMT","0570711","201314"
"","","","","","CMT","0570711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0570711","201314"
"Students with Disabilities ","",".",". ","","CMT","0570711","201314"
"","","","","","CMT","0570811","201314"
"Black or African American ","",".",". ","","CMT","0570811","201314"
"Hispanic or Latino ","",".",". ","","CMT","0570811","201314"
"English Language Learners ","",".",". ","","CMT","0570811","201314"
"","","","","","CMT","0570811","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0570811","201314"
"Students with Disabilities ","",".",". ","","CMT","0570811","201314"
"","","","","","CMT","0570911","201314"
"Black or African American ","",".",". ","","CMT","0570911","201314"
"Hispanic or Latino ","",".",". ","","CMT","0570911","201314"
"English Language Learners ","",".",". ","","CMT","0570911","201314"
"","","","","","CMT","0570911","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0570911","201314"
"Students with Disabilities ","",".",". ","","CMT","0570911","201314"
"","","","","","CMT","0571011","201314"
"Black or African American ","",".",". ","","CMT","0571011","201314"
"Hispanic or Latino ","",".",". ","","CMT","0571011","201314"
"English Language Learners ","",".",". ","","CMT","0571011","201314"
"","","","","","CMT","0571011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0571011","201314"
"Students with Disabilities ","",".",". ","","CMT","0571011","201314"
"","","","","","CMT","0571111","201314"
"Black or African American ","",".",". ","","CMT","0571111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0571111","201314"
"English Language Learners ","",".",". ","","CMT","0571111","201314"
"","","","","","CMT","0571111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0571111","201314"
"Students with Disabilities ","",".",". ","","CMT","0571111","201314"
"","","","","","CMT","0571311","201314"
"Black or African American ","",".",". ","","CMT","0571311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0571311","201314"
"English Language Learners ","",".",". ","","CMT","0571311","201314"
"","","","","","CMT","0571311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0571311","201314"
"Students with Disabilities ","",".",". ","","CMT","0571311","201314"
"","","","","","CMT","0575111","201314"
"Black or African American ","",".",". ","","CMT","0575111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0575111","201314"
"English Language Learners ","",".",". ","","CMT","0575111","201314"
"","","","","","CMT","0575111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0575111","201314"
"Students with Disabilities ","",".",". ","","CMT","0575111","201314"
"","","","","","CMT","0575211","201314"
"Black or African American ","",".",". ","","CMT","0575211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0575211","201314"
"English Language Learners ","",".",". ","","CMT","0575211","201314"
"","","","","","CMT","0575211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0575211","201314"
"Students with Disabilities ","",".",". ","","CMT","0575211","201314"
"","","","","","CMT","0575311","201314"
"Black or African American ","",".",". ","","CMT","0575311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0575311","201314"
"English Language Learners ","",".",". ","","CMT","0575311","201314"
"","","","","","CMT","0575311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0575311","201314"
"Students with Disabilities ","",".",". ","","CMT","0575311","201314"
"","","","","","CAPT","0576111","201314"
"Black or African American ","",".",". ","","CAPT","0576111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0576111","201314"
"English Language Learners ","",".",". ","","CAPT","0576111","201314"
"","","","","","CAPT","0576111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0576111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0576111","201314"
"","","","","","CMT","0580311","201314"
"Black or African American ","",".",". ","","CMT","0580311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0580311","201314"
"English Language Learners ","",".",". ","","CMT","0580311","201314"
"","","","","","CMT","0580311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0580311","201314"
"Students with Disabilities ","",".",". ","","CMT","0580311","201314"
"","","","","","CMT","0585111","201314"
"Black or African American ","",".",". ","","CMT","0585111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0585111","201314"
"English Language Learners ","",".",". ","","CMT","0585111","201314"
"","","","","","CMT","0585111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0585111","201314"
"Students with Disabilities ","",".",". ","","CMT","0585111","201314"
"","","","","","CAPT","0586211","201314"
"Black or African American ","",".",". ","","CAPT","0586211","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0586211","201314"
"English Language Learners ","",".",". ","","CAPT","0586211","201314"
"","","","","","CAPT","0586211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0586211","201314"
"Students with Disabilities ","",".",". ","","CAPT","0586211","201314"
"","","","","","CMT","0590111","201314"
"Black or African American ","",".",". ","","CMT","0590111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0590111","201314"
"English Language Learners ","",".",". ","","CMT","0590111","201314"
