"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Eligible for Free or Reduced-Price Meals",32,16.7,23,11.4,15,7.3,7,3.3,24,11.8
"Shelton School District","=""1260011""","Life Skills","=""1260311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Eligible for Free or Reduced-Price Meals","*","*",12,5.8,7,3.8,10,5.6,6,3.3
"Shelton School District","=""1260011""","Pre-Kindergarten","=""1260111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Eligible for Free or Reduced-Price Meals",83,25.5,99,27.0,76,21.9,83,23.9,79,23.4
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A",9,10.3,7,8.2,"*","*"
"Shelton School District","=""1260011""","Work Experience","=""1260711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Eligible for Free or Reduced-Price Meals",6,5.5,10,9.3,8,6.8,6,5.2,"*","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Eligible for Free or Reduced-Price Meals",6,12.5,"*","*",10,17.5,12,16.2,12,16.2
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Eligible for Free or Reduced-Price Meals",32,24.8,19,14.7,8,6.7,13,10.0,8,6.7
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Eligible for Free or Reduced-Price Meals",6,11.3,"*","*",7,10.9,"*","*","*","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","N/A","N/A","*","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Eligible for Free or Reduced-Price Meals",11,35.5,9,24.3,9,22.5,7,28.0,"*","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A","*","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A","*","*"
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Eligible for Free or Reduced-Price Meals",26,19.3,22,16.7,30,20.3,32,19.8,30,19.9
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Eligible for Free or Reduced-Price Meals",22,15.4,15,11.0,14,10.6,16,11.0,27,16.8
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Achieve","=""1311711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Southington School District","=""1310011""","Alta","=""1310111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*",13,43.3
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","EASE","=""1310511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Eligible for Free or Reduced-Price Meals",11,9.8,10,9.0,15,11.7,9,8.1,7,6.0
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Eligible for Free or Reduced-Price Meals",18,15.1,20,17.4,15,13.4,9,7.9,7,5.4
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Southington School District","=""1310011""","Preschool/ABA-Hatton School","=""1310311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Southington School District","=""1310011""","Preschool/ABA-South End School","=""1311911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Eligible for Free or Reduced-Price Meals",50,17.5,59,20.3,44,13.9,42,13.5,36,13.1
"Southington School District","=""1310011""","Southington Public Schools Preschool Program","=""1312111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Southington School District","=""1310011""","Southington Public Schools Preschool Program at Hatton School","=""1312011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*","N/A","N/A","*","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Eligible for Free or Reduced-Price Meals",18,11.6,19,12.4,20,11.5,23,12.2,22,13.3
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Eligible for Free or Reduced-Price Meals",43,33.1,30,24.2,30,28.6,36,30.5,34,30.1
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Eligible for Free or Reduced-Price Meals",34,26.8,23,18.1,7,6.5,21,17.4,14,10.5
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Eligible for Free or Reduced-Price Meals","*","*",35,23.6,52,41.3,41,30.4,32,21.8
"Stamford Charter School for Excellence District","=""2960013""","Stamford Charter School for Excellence","=""2960113""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Stamford School District","=""1350011""","Apples PreK","=""1350111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Eligible for Free or Reduced-Price Meals",20,6.9,15,4.6,32,9.4,16,4.6,54,16.3
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Eligible for Free or Reduced-Price Meals",14,5.3,6,2.2,"*","*","N/A","N/A","N/A","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Eligible for Free or Reduced-Price Meals",20,6.7,26,7.6,17,5.3,35,11.9,20,7.5
"Stamford School District","=""1350011""","Hart School","=""1352211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","Individuals Achieving Independence","=""1350211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","*","*",9,2.6
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*",6,1.9,"*","*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Eligible for Free or Reduced-Price Meals",18,5.8,13,3.7,7,2.0,8,2.2,7,1.9
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A",8,2.2,"*","*"
"Stamford School District","=""1350011""","Preschool Team","=""1358011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","*"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Eligible for Free or Reduced-Price Meals",38,11.0,50,14.0,46,12.5,24,5.7,60,12.8
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*",21,5.5,17,4.3
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Eligible for Free or Reduced-Price Meals",6,2.1,"*","*","*","*","*","*",23,6.3
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*",10,2.5,"*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Eligible for Free or Reduced-Price Meals",118,12.3,95,9.3,106,10.3,71,7.0,153,15.4
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","Eligible for Free or Reduced-Price Meals",6,1.6,"*","*",9,2.3,"*","*","*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*",12,4.7,9,3.5
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","Eligible for Free or Reduced-Price Meals",10,3.2,"*","*",16,5.3,21,6.3,9,2.6
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Eligible for Free or Reduced-Price Meals",175,16.0,102,9.6,108,9.9,87,8.3,98,9.0
"Stamford School District","=""1350011""","Westover School","=""1351411""","Eligible for Free or Reduced-Price Meals","*","*",6,1.6,6,1.8,"*","*","*","*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","Eligible for Free or Reduced-Price Meals",20,11.1,"N/A","N/A",20,11.6,16,9.5,6,3.8
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","Eligible for Free or Reduced-Price Meals",14,23.0,8,14.5,"*","*","*","*","*","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","Eligible for Free or Reduced-Price Meals",14,14.1,10,10.0,12,11.0,10,9.9,8,8.2
"Stonington School District","=""1370011""","SAILS","=""1370711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Eligible for Free or Reduced-Price Meals",37,24.8,33,23.9,41,24.0,39,25.0,39,30.0
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Stratford School District","=""1380011""","ABA Nichols","=""1382511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","ABA Second Hill Lane","=""1380611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","ABA Whitney","=""1382411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",17,51.5,12,34.3
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Eligible for Free or Reduced-Price Meals",49,12.4,74,17.0,45,9.8,76,17.0,50,11.0
"Stratford School District","=""1380011""","Chapel School","=""1380311""","Eligible for Free or Reduced-Price Meals",15,6.1,18,7.2,11,3.6,10,3.4,9,3.1
"Stratford School District","=""1380011""","DLC Whitney","=""1382311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","Eligible for Free or Reduced-Price Meals",59,22.7,58,26.2,49,18.6,58,22.5,62,24.9
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","Eligible for Free or Reduced-Price Meals",6,2.9,15,7.3,"*","*","*","*",8,4.9
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","Eligible for Free or Reduced-Price Meals",7,3.2,14,6.5,12,5.4,11,5.2,6,3.1
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","Eligible for Free or Reduced-Price Meals",33,12.2,39,13.7,51,16.7,31,10.3,42,15.2
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stratford School District","=""1380011""","High School Sails","=""1380711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Stratford School District","=""1380011""","IPP Classroom - Johnson","=""1381111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stratford School District","=""1380011""","Intensive Need Classroom","=""1381711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","Eligible for Free or Reduced-Price Meals",9,6.9,13,9.5,15,12.1,8,5.7,6,4.6
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stratford School District","=""1380011""","Middle School Sails","=""1381811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","Eligible for Free or Reduced-Price Meals",15,6.7,8,3.3,13,5.4,12,4.8,8,4.0
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","Eligible for Free or Reduced-Price Meals",16,4.3,13,3.9,17,4.6,11,2.9,13,3.8
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""","Eligible for Free or Reduced-Price Meals",7,"*",9,"*",7,"*","N/A","N/A","N/A","N/A"
"Stratford School District","=""1380011""","Steps K-2 Nichols","=""1382611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","Straford Academy - Victoria Soto School","=""1382211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","Eligible for Free or Reduced-Price Meals",21,11.1,13,7.2,17,10.4,13,8.8,6,4.5
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Eligible for Free or Reduced-Price Meals",85,17.5,100,20.2,75,16.0,62,12.7,76,15.7
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Eligible for Free or Reduced-Price Meals",11,7.6,14,9.8,10,6.9,12,8.6,"*","*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A",7,10.6
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Eligible for Free or Reduced-Price Meals",33,31.4,17,16.5,9,9.6,8,9.9,24,24.7
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","Eligible for Free or Reduced-Price Meals",11,17.2,6,8.1,8,10.4,"*","*",10,14.9
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Eligible for Free or Reduced-Price Meals",50,24.5,50,23.0,30,14.0,46,20.3,48,20.5
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Eligible for Free or Reduced-Price Meals",61,26.4,66,30.3,96,38.9,117,42.4,56,22.4
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Eligible for Free or Reduced-Price Meals",31,28.4,21,20.6,14,15.9,12,14.1,15,16.9
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","Eligible for Free or Reduced-Price Meals","*","*",8,4.5,10,6.4,"*","*",8,6.0
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Eligible for Free or Reduced-Price Meals",27,18.9,15,11.5,15,13.3,9,7.4,11,9.0
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Eligible for Free or Reduced-Price Meals",19,23.8,13,15.1,12,14.6,15,16.7,25,26.0
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Tolland School District","=""1420011""","TALC","=""1420311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Eligible for Free or Reduced-Price Meals",13,23.6,14,20.0,8,11.3,"*","*",9,12.5
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Eligible for Free or Reduced-Price Meals",7,12.5,6,14.6,"*","*","*","*",9,14.5
"Torrington School District","=""1430011""","ABC / Forbes School","=""1431511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Torrington School District","=""1430011""","East - The Learning Center","=""1431811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Torrington School District","=""1430011""","East School","=""1430111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Torrington School District","=""1430011""","East TPS - PreK - Reg Ed","=""1432211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Eligible for Free or Reduced-Price Meals",22,10.0,31,12.9,14,6.0,14,5.4,8,3.2
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Torrington School District","=""1430011""","Pre-K SpEd","=""1431611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Eligible for Free or Reduced-Price Meals",8,4.3,8,4.3,6,3.1,"*","*",9,4.2
"Torrington School District","=""1430011""","Torringford / ABC","=""1432411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Torrington School District","=""1430011""","Torringford Community Outreach","=""1432311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*",6,2.5,7,2.7
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Eligible for Free or Reduced-Price Meals",165,36.4,110,23.7,97,21.0,109,24.7,94,21.5
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Eligible for Free or Reduced-Price Meals",104,20.4,113,21.6,122,22.4,87,16.6,103,18.5
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Eligible for Free or Reduced-Price Meals","*","*",11,3.1,24,5.8,6,1.5,"*","*"
"Torrington School District","=""1430011""","Vogel-Wetmore/Outreach PreK","=""1431911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Eligible for Free or Reduced-Price Meals","*","*",7,4.6,13,9.9,18,13.2,37,29.6
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","N/A","N/A"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","N/A","*","*","*","*","N/A","N/A"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","*","*","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Eligible for Free or Reduced-Price Meals","*","*",7,7.9,"*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","*","*","*","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","*","N/A","*","N/A","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
