"District","District Code","School","School Code","Special Education Status","Count","%"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Students with Disabilities",9,16.1
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Students with Disabilities","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Students with Disabilities",23,37.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Students with Disabilities",11,16.7
"Ellington School District","=""0480011""","Center School","=""0480111""","Students with Disabilities","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Students with Disabilities","N/A","N/A"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Students with Disabilities",22,25.0
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Students with Disabilities","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Students with Disabilities","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Students with Disabilities","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Students with Disabilities",54,46.2
"New London School District","=""0950011""","Jennings School","=""0950311""","Students with Disabilities",9,13.4
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Students with Disabilities",24,28.9
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","Students with Disabilities","N/A","N/A"
"New London School District","=""0950011""","New London High School","=""0956111""","Students with Disabilities",70,38.5
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Students with Disabilities",20,15.9
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","Students with Disabilities","N/A","N/A"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Students with Disabilities","N/A","N/A"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","Students with Disabilities","*","*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","Students with Disabilities","N/A","N/A"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Students with Disabilities","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Students with Disabilities",6,4.2
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""","Students with Disabilities","N/A","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Students with Disabilities","N/A","N/A"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","Students with Disabilities","*","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Students with Disabilities","*","*"
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","Students with Disabilities",6,7.3
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","Students with Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Students with Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Students with Disabilities","N/A","N/A"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Students with Disabilities",12,18.2
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Students with Disabilities","N/A","N/A"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Students with Disabilities","*","*"
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","Students with Disabilities","N/A","N/A"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Students with Disabilities",11,16.9
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Students with Disabilities","*","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Students with Disabilities",9,10.5
"Regional School District 07","=""2070012""","AIM","=""2079112""","Students with Disabilities","N/A","*"
"Regional School District 07","=""2070012""","FLEX","=""2079012""","Students with Disabilities","N/A","*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","Students with Disabilities","N/A","*"
"Regional School District 07","=""2070012""","LINKS","=""2079212""","Students with Disabilities","N/A","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Students with Disabilities",6,15.0
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","Students with Disabilities","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Students with Disabilities","N/A","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Students with Disabilities",31,23.0
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","Students with Disabilities",13,16.9
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Students with Disabilities","*","*"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","Students with Disabilities",18,18.4
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","Students with Disabilities","N/A","N/A"
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","Students with Disabilities","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Students with Disabilities",8,10.7
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Students with Disabilities",7,11.1
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Students with Disabilities","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Students with Disabilities",12,22.6
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Students with Disabilities",13,27.1
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Students with Disabilities",12,18.5
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Students with Disabilities",9,20.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Students with Disabilities",8,19.0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Students with Disabilities",12,28.6
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Students with Disabilities",21,24.7
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Students with Disabilities",15,30.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Students with Disabilities",8,16.3
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Students with Disabilities",7,15.2
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Students with Disabilities",9,19.6
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Students with Disabilities",39,41.1
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Students with Disabilities","N/A","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Students with Disabilities",12,23.1
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""","Students with Disabilities","*","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Students with Disabilities","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Students with Disabilities","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Students with Disabilities",66,24.7
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Students with Disabilities",26,34.2
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Students with Disabilities","*","*"
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","Students with Disabilities","*","*"
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","Students with Disabilities","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Students with Disabilities",9,18.8
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","Students with Disabilities","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Students with Disabilities",12,14.3
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","Students with Disabilities","*","*"
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","Students with Disabilities","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Students with Disabilities",15,9.3
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""","Students with Disabilities","N/A","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","Students with Disabilities","N/A","N/A"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","Students with Disabilities","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Students with Disabilities",12,15.4
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","Students with Disabilities","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","Students with Disabilities","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""","Students with Disabilities","N/A","*"
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""","Students with Disabilities",24,68.6
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Students with Disabilities","N/A","N/A"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Students with Disabilities",28,34.6
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","Students with Disabilities",10,18.5
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","Students with Disabilities",9,11.8
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""","Students with Disabilities","*","*"
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""","Students with Disabilities","*","*"
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""","Students with Disabilities",38,27.1
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Students with Disabilities",62,35.2
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""","Students with Disabilities","N/A","N/A"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","Students with Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Students with Disabilities",16,23.9
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""","Students with Disabilities",9,18.0
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","Students with Disabilities","*","*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","Students with Disabilities",6,18.2
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","Students with Disabilities",10,15.9
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","Students with Disabilities","N/A","N/A"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Students with Disabilities",13,16.5
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","Students with Disabilities","*","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Students with Disabilities","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Students with Disabilities","*","*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Students with Disabilities","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Students with Disabilities",24,46.2
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Students with Disabilities","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Students with Disabilities",42,55.3
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""","Students with Disabilities","N/A","N/A"
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","Students with Disabilities","N/A","N/A"
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""","Students with Disabilities","N/A","*"
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""","Students with Disabilities","N/A","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Students with Disabilities",18,28.6
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Students with Disabilities",19,41.3
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Students with Disabilities","*","*"
"Windham School District","=""1630011""","Natchaug School","=""1630111""","Students with Disabilities",18,28.1
"Windham School District","=""1630011""","North Windham School","=""1630311""","Students with Disabilities","*","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","Students with Disabilities","*","*"
"Windham School District","=""1630011""","Windham Center School","=""1630511""","Students with Disabilities","*","*"
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""","Students with Disabilities","N/A","N/A"
"Windham School District","=""1630011""","Windham High School","=""1636111""","Students with Disabilities",70,53.0
"Windham School District","=""1630011""","Windham Middle School","=""1635111""","Students with Disabilities",64,50.8
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Students with Disabilities","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Students with Disabilities",28,17.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Students with Disabilities",19,23.2
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Students with Disabilities","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Students with Disabilities",22,18.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Students with Disabilities",47,46.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Students with Disabilities","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Students with Disabilities","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Students with Disabilities",12,32.4
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","Learn Special Education","=""2459014""","Students with Disabilities","N/A","N/A"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Students with Disabilities","*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","Students with Disabilities",7,10.9
"Learn","=""2450014""","The Friendship School","=""2450214""","Students with Disabilities","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Students with Disabilities","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Adolescent Principal Referred Expulsion Program","=""2539214""","Students with Disabilities","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Students with Disabilities","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Students with Disabilities",9,9.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Students with Disabilities","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Students with Disabilities","*","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Students with Disabilities","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","Students with Disabilities","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","Students with Disabilities",6,16.7
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Students with Disabilities","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","Students with Disabilities",6,16.7
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","Students with Disabilities",8,36.4
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Students with Disabilities",10,22.7
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","Students with Disabilities","*","*"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","Students with Disabilities","N/A","N/A"
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","Students with Disabilities","N/A","N/A"
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","Students with Disabilities","*","*"
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","Students with Disabilities","*","*"
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","Students with Disabilities",14,19.7
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Students with Disabilities",19,17.0
"Willington School District","=""1600011""","Center School","=""1600111""","Students with Disabilities","*","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","Students with Disabilities","*","*"
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","Students with Disabilities","N/A","N/A"
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","Students with Disabilities","*","*"
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","Students with Disabilities","N/A","N/A"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Students with Disabilities",8,5.6
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","Students with Disabilities","N/A","N/A"
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","Students with Disabilities","*","*"
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","Students with Disabilities","*","*"
"Winchester School District","=""1620011""","WISE Academy","=""1620111""","Students with Disabilities","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Students with Disabilities",21,36.2
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","CREC Discovery Academy","=""2418114""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Students with Disabilities",15,42.9
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Students with Disabilities","*","*"
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Students with Disabilities",20,32.3
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Students with Disabilities","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Students with Disabilities","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Students with Disabilities",8,13.6
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Students with Disabilities","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Students with Disabilities",17,27.4
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Students with Disabilities","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Students with Disabilities",26,34.2
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Students with Disabilities","N/A","N/A"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Students with Disabilities",7,19.4
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""","Students with Disabilities","N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","Students with Disabilities","N/A","N/A"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","Students with Disabilities","N/A","N/A"
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","Students with Disabilities","N/A","*"
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""","Students with Disabilities","N/A","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Students with Disabilities","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Students with Disabilities",32,18.6
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","Students with Disabilities","N/A","N/A"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Students with Disabilities","*","*"
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","Students with Disabilities","N/A","N/A"
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","Students with Disabilities",7,12.3
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","Students with Disabilities","*","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","Students with Disabilities","*","*"
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","Students with Disabilities","*","*"
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","Students with Disabilities","N/A","N/A"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","Students with Disabilities","N/A","N/A"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","Students with Disabilities","N/A","N/A"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","Students with Disabilities","N/A","N/A"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Students with Disabilities",7,3.5
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""","Students with Disabilities","N/A","N/A"
"Regional School District 18","=""2180012""","Center School","=""2180312""","Students with Disabilities","N/A","N/A"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","Students with Disabilities","N/A","N/A"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Students with Disabilities",6,15.4
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","Students with Disabilities","*","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","Students with Disabilities","N/A","N/A"
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","Students with Disabilities","N/A","N/A"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","Students with Disabilities","N/A","N/A"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Students with Disabilities",14,16.3
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Students with Disabilities",16,12.4
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","Students with Disabilities","N/A","N/A"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Students with Disabilities",28,14.7
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","Students with Disabilities","N/A","N/A"
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Students with Disabilities",8,5.4
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","Students with Disabilities","*","*"
"West Haven School District","=""1560011""","Forest School","=""1560311""","Students with Disabilities","N/A","N/A"
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","Students with Disabilities",21,20.0
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","Students with Disabilities","*","*"
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","Students with Disabilities","N/A","N/A"
"West Haven School District","=""1560011""","Washington School","=""1561211""","Students with Disabilities","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Students with Disabilities",62,37.1
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","Students with Disabilities","N/A","N/A"
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","Students with Disabilities","*","*"
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","Students with Disabilities","*","*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","Students with Disabilities","N/A","N/A"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Students with Disabilities",23,15.0
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","Students with Disabilities","N/A","N/A"
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","Students with Disabilities","N/A","N/A"
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""","Students with Disabilities","N/A","N/A"
"Regional School District 16","=""2160012""","Community School","=""2160212""","Students with Disabilities","*","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Students with Disabilities","N/A","N/A"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","Students with Disabilities",8,12.7
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Students with Disabilities","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Students with Disabilities",19,26.8

