school_code,district_code,school,type,district,street,city,state,zip,phone,fax,website,education_program,program_type,inter_district_magnet,pre_kindergarten,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12
1381111,1380011,IPP Classroom - Johnson,Program,Stratford School District,719 Birdseye Street,Stratford,CT,06615,203-385-4192,203-381-6964,sajohnson.stratfordk12.org/,,Special Education,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1381211,1380011,Johnson House STEPS 3-6,Program,Stratford School District,719 Birdseye Street,Stratford,CT,06615,203-385-4180,203-385-4185,,,Special Education,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1380811,1380011,Lordship School,Public Schools,Stratford School District,254 Crown St.,Stratford,CT,06615-7511,203-385-4170,,lordship.stratfordk12.org/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1381911,1380011,Middle School STEPS 7-8,Program,Stratford School District,150 Lincoln Street,Stratford,CT,06614,203-385-4275,203-381-6918,,,Special Education,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1381811,1380011,Middle School Sails,Program,Stratford School District,490 Chapel Street,Stratford,CT,06614,203-385-4280,203-381-2033,,,Special Education,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1380911,1380011,Nichols School,Public Schools,Stratford School District,396 Nichols Ave.,Stratford,CT,06614-3906,203-385-4294,,nichols.stratfordk12.org/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1381011,1380011,Second Hill Lane School,Public Schools,Stratford School District,65 Second Hill Ln.,Stratford,CT,06614,203-385-4292,,secondhilllane.stratfordk12.org/,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1382611,1380011,Steps K-2 Nichols,Program,Stratford School District,396 Nichols Avenue,Stratford,CT,06614,203-385-4294,,nichols.stratfordk12.org/,,Special Education,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381511,1380011,Stratford Academy - Johnson House,Public Schools,Stratford School District,719 Birdseye Street,Stratford,CT,06615-6827,203-385-4180,,sajohnson.stratfordk12.org,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1382211,1380011,Stratford Academy - Victoria Soto School,Public Schools,Stratford School District,699 Birdseye Street,Stratford,CT,06615,203-375-2206,,TBD,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380117,1380011,Stratford Adult Education,Adult Education Providers,Stratford School District,45 North Parade,Stratford,CT,06615,203-385-4270,203-386-3163,www.stratfordk12.org,,,,,,,,,,,,,,,,,
1386111,1380011,Stratford High School,Public Schools,Stratford School District,45 North Parade,Stratford,CT,06615-5822,203-385-4230,,stratfordhigh.stratfordk12.org/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1380011,1380011,Stratford School District,Public School Districts,Stratford School District,1000 East Broadway,Stratford,CT,06615,203-385-4210,,www.stratfordk12.org/,,,,,,,,,,,,,,,,,
1389011,1380011,Strive-Stratford,Program,Stratford School District,55 Sutton Ave.,Stratford,CT,06615-5916,203-380-6728,,,,Transition Community-Based,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1381411,1380011,Wilcoxson School,Public Schools,Stratford School District,600 Wilcoxson Ave.,Stratford,CT,06615-4238,203-385-4196,,wilcoxson.stratfordk12.org/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1390411,1390011,A. Ward Spaulding School,Public Schools,Suffield School District,945 Mountain Rd.,Suffield,CT,06078-2014,860-668-3826,,www.suffield.org/spaulding/Default.htm,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390311,1390011,McAlister Intermediate School,Public Schools,Suffield School District,260 Mountain Road,Suffield,CT,06078,860-668-3830,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396111,1390011,Suffield High School,Public Schools,Suffield School District,1060 Sheldon Street,West Suffield,CT,06093,860-668-3810,,www.suffield.org/highschool/Default.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1395111,1390011,Suffield Middle School,Public Schools,Suffield School District,350 Mountain Rd.,Suffield,CT,06078-2078,860-668-3820,,www.suffield.org/mcalister/Default.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1390011,1390011,Suffield School District,Public School Districts,Suffield School District,350 Mountain Road,Suffield,CT,06078,860-668-3800,,www.suffield.org/,,,,,,,,,,,,,,,,,
2696113,2690013,The Bridge Academy,Public Charter Schools,The Bridge Academy District,160 Pulaski Street,Bridgeport,CT,06608,203-336-9999,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2690013,2690013,The Bridge Academy District,Public Charter School Districts,The Bridge Academy District,160 Pulaski Street,Bridgeport,CT,06608,203-336-9999,,www.bridgeacademy.org,,,,,,,,,,,,,,,,,
9026122,9020022,The Gilbert School,Endowed and Incorporated Academies Schools,The Gilbert School District,200 Williams Ave.,Winsted,CT,06098-1190,860-379-8521,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9020022,9020022,The Gilbert School District,Endowed and Incorporated Academies Districts,The Gilbert School District,200 Williams Avenue,Winsted,CT,06098,860-379-6163,,,,,,,,,,,,,,,,,,,
1400111,1400011,Black Rock School,Public Schools,Thomaston School District,57 Branch Rd.,Thomaston,CT,06787-1916,860-283-3040,,www.thomastonschools.org,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400211,1400011,Thomaston Center School,Public Schools,Thomaston School District,1 Thomas Ave.,Thomaston,CT,06787-1502,860-283-3036,,www.thomastonschools.org,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1406211,1400011,Thomaston High School,Public Schools,Thomaston School District,185 Branch Rd.,Thomaston,CT,06787-1984,860-283-3030,,www.thomastonschools.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1400011,1400011,Thomaston School District,Public School Districts,Thomaston School District,"158 Main Street, Box 166",Thomaston,CT,06787,860-283-4796,,www.thomastonschools.org,,,,,,,,,,,,,,,,,
1410211,1410011,District Autism Program,Program,Thompson School District,785 Riverside Drive,North Grosvenordale,CT,06255,860-923-9581,860-923-9638,www.thompsonk12.org,,Special Education,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1410111,1410011,Mary R. Fisher Elementary School,Public Schools,Thompson School District,785 Riverside Dr.,North Grosvenordale,CT,06255-0835,860-923-9142,,www.thompsonk12.org,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415111,1410011,Thompson Middle School,Public Schools,Thompson School District,785 Riverside Dr.,North Grosvenordale,CT,06255-0835,860-923-9380,,www.thompsonk12.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1410011,1410011,Thompson School District,Public School Districts,Thompson School District,785 Riverside Drive,North Grosvenor,CT,06255,860-923-9581,,www.thompsonk12.org,,,,,,,,,,,,,,,,,
1416111,1410011,Tourtellotte Memorial High School,Public Schools,Thompson School District,785 Riverside Dr.,North Grosvenordale,CT,06255-0835,860-923-9303,,www.thompsonk12.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
5860038,5860038,Three Rivers Community College,Colleges and Universities,Three Rivers Community College,7 Mahan Dr.,Norwich,CT,06360,860-886-0177,,,,,,,,,,,,,,,,,,,
1420111,1420011,Birch Grove Primary School,Public Schools,Tolland School District,247 Rhodes RD,Tolland,CT,06084-3568,860-870-6750,860-870-6754,www.bgp.tolland.k12.ct.us,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420311,1420011,TALC,Program,Tolland School District,1 Eagle Hill,Tolland,CT,06084-3323,860-870-6818,860-870-6826,www.tolland.k12.ct.us,,Alternative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1426111,1420011,Tolland High School,Public Schools,Tolland School District,1 Eagle Hill,Tolland,CT,06084-3323,860-870-6818,860-870-6826,www.ths.tolland.k12.ct.us,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1420211,1420011,Tolland Intermediate School,Public Schools,Tolland School District,96 Old Post RD,Tolland,CT,06084-3325,860-870-6885,860-872-7126,www.tis.tolland.k12.ct.us,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425111,1420011,Tolland Middle School,Public Schools,Tolland School District,1 Falcon Way,Tolland,CT,06084-3048,860-870-6860,860-870-5737,www.tms.tolland.k12.ct.us,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1420011,1420011,Tolland School District,Public School Districts,Tolland School District,51 Tolland Grn,Tolland,CT,06084-3030,860-870-6850,860-870-7737,www.tolland.k12.ct.us,,,,,,,,,,,,,,,,,
1431511,1430011,ABC / Forbes School,Program,Torrington School District,500 Migeon Ave,Torrington,CT,06790,860-489-2327 x1614,,,,Special Education,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432411,1430011,ABC / Torringford,Program,Torrington School District,837 Charles St,Torrington,CT,06790,860-489-2327 x1618,,www.torrington.org,,Alternative,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430111,1430011,East School,Public Schools,Torrington School District,215 Hogan Dr.,Torrington,CT,06790-4109,860-489-2303,,www.torrington.org/our_schools/east_school/index.html,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432211,1430011,East TPS - PreK - Reg Ed,Program,Torrington School District,215 Hogan Drive,Torrington,CT,06790,860-489-2327 x1618,,www.torrington.org,,Pre-Kindergarten,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431011,1430011,Even Start Young Parent,Program,Torrington School District,355 Migeon Ave,Torrington,CT,06790,860-489-2327 x1618,860-428-6314,,,Alternative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1430211,1430011,Forbes School,Public Schools,Torrington School District,500 Migeon Ave.,Torrington,CT,06790,860-489-2500,,www.torrington.org/our_schools/forbes_school/index.html,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431611,1430011,Pre-K SpEd,Program,Torrington School District,215 Hogan Drive,Torrington,CT,06790,860-489-2327 x1614,,,,Special Education,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430811,1430011,Southwest School,Public Schools,Torrington School District,340 Litchfield St.,Torrington,CT,06790,860-489-2311,,www.torrington.org/our_schools/southwest__school/index.html,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432311,1430011,Torringford Community Outreach,Program,Torrington School District,800 Charles St,Torrington,CT,06790,860-489-2327 x1618,,www.torrington.org,,Pre-Kindergarten,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430911,1430011,Torringford School,Public Schools,Torrington School District,800 Charles St.,Torrington,CT,06790,860-489-2300,,www.torrington.org/our_schools/torringford_school/index.html,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431411,1430011,Torrington Expulsion Program,Program,Torrington School District,355 Migeon Ave,Torrington,CT,06790,860-489-2327 x1618,860-482-6314,,,Expulsion Program,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1436111,1430011,Torrington High School,Public Schools,Torrington School District,50 Major Besse Dr.,Torrington,CT,06790-3793,860-489-2294,,www.torrington.org/our_schools/torrington_high_school/index.html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1435111,1430011,Torrington Middle School,Public Schools,Torrington School District,200 Middle School Rd.,Torrington,CT,06790-3168,860-496-4050,,www.torrington.org/our_schools/torrington_middle_school/index.html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1430011,1430011,Torrington School District,Public School Districts,Torrington School District,355 Migeon Avenue,Torrington,CT,06790,860-489-2327,,www.torrington.org/,,,,,,,,,,,,,,,,,
1431311,1430011,Vogel-Wetmore School,Public Schools,Torrington School District,68 Church St.,Torrington,CT,06790-5217,860-489-2570,,www.torrington.org/our_schools/vogel_wetmore/index.html,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432011,1430011,Voices / Vogel-Wetmore,Program,Torrington School District,68 Church St,Torrington,CT,06790,860-489-2327 x1614,,,,Special Education,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785113,2780013,Trailblazers Academy,Public Charter Schools,Trailblazers Academy District,83 Lockwood Ave,Stamford,CT,06902,203-977-5690,,www.trailblazersacademy.org/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2780013,2780013,Trailblazers Academy District,Public Charter School Districts,Trailblazers Academy District,120 Bridge Street,Stamford,CT,06904,203-977-5690,,,,,,,,,,,,,,,,,,,
1440111,1440011,Booth Hill School,Public Schools,Trumbull School District,545 Booth Hill Rd.,Trumbull,CT,06611-4003,203-452-4377,,www.ctconnect.com/boothhill/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440811,1440011,Daniels Farm School,Public Schools,Trumbull School District,710 Daniels Farm Rd.,Trumbull,CT,06611-5539,203-452-4388,,www.trumbullps.org/df/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440611,1440011,Educating Learners in Transitional Environments (ELITE),Program,Trumbull School District,72 Strobel Rd,Trumbull,CT,06611,203-452-4217,,www.,,Transition Community-Based,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1441011,1440011,Frenchtown Elementary School,Public Schools,Trumbull School District,30 Frenchtown Rd.,Trumbull,CT,06611,203-452-4227,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445211,1440011,Hillcrest Middle School,Public Schools,Trumbull School District,530 Daniels Farm Rd.,Trumbull,CT,06611-5547,203-452-4466,,www.trumbullct.com/hillcrest.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1440411,1440011,Jane Ryan School,Public Schools,Trumbull School District,190 Park Ln.,Trumbull,CT,06611-2399,203-452-4400,,www.trumbullps.org/jane-ryan/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445111,1440011,Madison Middle School,Public Schools,Trumbull School District,4630 Madison Ave.,Trumbull,CT,06611-1732,203-452-4499,,www.trumbullps.org/mms/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1440311,1440011,Middlebrook School,Public Schools,Trumbull School District,220 Middlebrooks Ave.,Trumbull,CT,06611-3015,203-452-4411,,www.trumbullct.com/middlebrook.htm,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440511,1440011,REACH,Program,Trumbull School District,4630 Madison Ave,Trumbull,CT,06611,203-452-4318,,,,Special Education,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1440911,1440011,Tashua School,Public Schools,Trumbull School District,401 Stonehouse Rd.,Trumbull,CT,06611-1651,203-452-4433,,www.tashuaschool.com/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440117,1440011,Trumbull Adult Education,Adult Education Providers,Trumbull School District,72 Strobel Road,Trumbull,CT,06611,203-452-4554,203-452-4595,www.trumbullconted.org,,,,,,,,,,,,,,,,,
1440211,1440011,Trumbull Alternative School,Program,Trumbull School District,72 Strobel Road,Trumbull,CT,06611-5510,203-452-4318,,,,Alternative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1448011,1440011,Trumbull Early Childhood Education Center,Program,Trumbull School District,240 Middlebrooks Ave.,Trumbull,CT,06611,203-452-4422,,www.,,Pre-Kindergarten,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446111,1440011,Trumbull High School,Public Schools,Trumbull School District,72 Strobel Rd.,Trumbull,CT,06611-5510,203-452-4555,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1440011,1440011,Trumbull School District,Public School Districts,Trumbull School District,6254 Main Street,Trumbull,CT,06611,203-452-4301,,www.trumbullps.org/,,,,,,,,,,,,,,,,,
5850038,5850038,Tunxis Community College,Colleges and Universities,Tunxis Community College,271 Scott Swamp Rd.,Farmington,CT,06032,860-255-3500,,,,,,,,,,,,,,,,,,,
6000038,6000038,U. S. Coast Guard Academy,Colleges and Universities,U. S. Coast Guard Academy,31 Mohegan Ave.,New London,CT,06320,860-444-8444,,,,,,,,,,,,,,,,,,,
3360115,3360015,Bridgeport Correctional Center,State Agency Facilities,Unified School District #1,1106 North Ave.,Bridgeport,CT,06604-2710,475-225-9000,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3360215,3360015,Brooklyn Correctional Institution,State Agency Facilities,Unified School District #1,"59 Hartford Rd, P.O. Box 297 Route 6",Brooklyn,CT,06234-9801,860-779-2600,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3360315,3360015,Cheshire Correctional Institution,State Agency Facilities,Unified School District #1,900 Highland Ave.,Cheshire,CT,06410-1668,203-651-6247,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3362415,3360015,Corrigan/Radgowski Correctional Institution,State Agency Facilities,Unified School District #1,986 Norwich-New London Tpke.,Uncasville,CT,06382,860-848-5729,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3360415,3360015,Enfield Correctional Institution,State Agency Facilities,Unified School District #1,P.O. Box 1500,Enfield,CT,06083-1500,860-814-4339,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3361915,3360015,Garner Correctional Institution,State Agency Facilities,Unified School District #1,50 Nunnawauk Road,Newtown,CT,06470-2319,203-270-2897,,www.,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3360615,3360015,Hartford Correctional Center,State Agency Facilities,Unified School District #1,177 Weston St.,Hartford,CT,06120-1514,860-240-1865,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3362215,3360015,MacDougall/Walker Correctional Institution,State Agency Facilities,Unified School District #1,1153 East St. South,Suffield,CT,06078-2447,860-627-2127,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3361115,3360015,Manson Youth Institution,State Agency Facilities,Unified School District #1,42 Jarvis St.,Cheshire,CT,06410-1503,203-806-2570,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3360915,3360015,New Haven Correctional Center,State Agency Facilities,Unified School District #1,245 Whalley Ave.,New Haven,CT,06530,203-974-4111 x2057,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3362615,3360015,Northern Correctional Institution,State Agency Facilities,Unified School District #1,287 Bilton Rd.,Somers,CT,06071,860-763-8694,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3361215,3360015,Osborn Correctional Institution,State Agency Facilities,Unified School District #1,P.O. Box 100,Somers,CT,06071,860-814-4783,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3361315,3360015,Robinson Correctional Institution,State Agency Facilities,Unified School District #1,P.O. Box 1400,Enfield,CT,06083-1400,860-253-8392,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3360015,3360015,Unified School District #1,State Agencies,Unified School District #1,24 Wolcott Hill Road,Wethersfield,CT,06109,860-692-7537,,,,,,,,,,,,,,,,,,,
3361515,3360015,Willard/Cybulski Correctional Institution,State Agency Facilities,Unified School District #1,391 Shaker Rd.,Enfield,CT,06082-2329,860-763-6190,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3362515,3360015,York Correctional Institution,State Agency Facilities,Unified School District #1,201 West Main St.,Niantic,CT,06357,860-451-3228,,https://,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3470115,3470015,Children's Place School,State Agency Facilities,Unified School District #2,36 Gardner St.,East Windsor,CT,06088,860-292-4048,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3470315,3470015,Riverview School,State Agency Facilities,Unified School District #2,915 River Rd.,Middletown,CT,06457,860-704-4020,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3470015,3470015,Unified School District #2,State Agencies,Unified School District #2,505 Hudson Street,Hartford,CT,06106,860-550-6416,,ct.gov/dcf,,,,,,,,,,,,,,,,,
3470215,3470015,Virtual Academy,Program,Unified School District #2,505 Hudson St,Hartford,CT,06106,860-550-6300,,www.ct.gov,,Dropout Diversion/Credit Recovery,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3476715,3470015,Walter G. Cady School,State Agency Facilities,Unified School District #2,1225 Silver St.,Middletown,CT,06457,860-638-2700,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1450111,1450011,Union Elementary School,Public Schools,Union School District,18 Kinney Hollow Rd.,Union,CT,06076-4922,860-684-3146,,www.unionconnecticut.org,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1450011,1450011,Union School District,Public School Districts,Union School District,18 Kinney Hollow Road,Union,CT,06076,860-684-3146,,www.unionconnecticut.org,,,,,,,,,,,,,,,,,
9470038,9470038,University of Connecticut,Colleges and Universities,University of Connecticut,"2131 Hillside Rd.,   Unit #3088",Storrs,CT,06269,860-486-2000,,,,,,,,,,,,,,,,,,,
1461411,1460011,Center Road School,Public Schools,Vernon School District,20 Center Rd.,Vernon,CT,06066-5102,860-870-6300,,www.vernonschools.com/L1/Elements/CRS/CRS.htm,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460111,1460011,Lake Street School,Public Schools,Vernon School District,201 Lake St.,Vernon,CT,06066-6245,860-870-6085,,www.vernonschools.com/L1/Elements/LSS/LSS.htm,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460211,1460011,Maple Street School,Public Schools,Vernon School District,20 Maple St.,Rockville,CT,06066-3026,860-870-6175,,www.vernonschools.com/L1/Elements/MSS/MSS.htm,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469011,1460011,Next Step Program (AACBP),Program,Vernon School District,33 West Main St.,Rockville,CT,06066,860-870-3073,,,,Transition Community-Based,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1460311,1460011,Northeast School,Public Schools,Vernon School District,69 East St.,Rockville,CT,06066-3837,860-870-6080,,www.vernonschools.com/L1/Elements/NES/NES.htm,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466111,1460011,Rockville High School,Public Schools,Vernon School District,70 Loveland Hill,Vernon,CT,06066-2304,860-870-6050,,www.rockvillehighschool.org/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1461011,1460011,Skinner Road School,Public Schools,Vernon School District,90 Skinner Rd.,Vernon,CT,06066-2723,860-870-6180,,www.vernonschools.com/SRS/srs.htm,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460117,1460011,Vernon Adult Education,Adult Education Providers,Vernon School District,30 Park Street,Vernon,CT,06066,860-870-6000,860-870-6583,www.vrabe.org,,,,,,,,,,,,,,,,,
1465111,1460011,Vernon Center Middle School,Public Schools,Vernon School District,777 Hartford Tpke.,Vernon,CT,06066-5126,860-870-6070,,www.vernonschools.com/vps/vcms/vcms_files/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1460011,1460011,Vernon School District,Public School Districts,Vernon School District,"30 Park Street, Box 600",Vernon,CT,06066,860-870-6000,,www.vernonschools.com/,,,,,,,,,,,,,,,,,
