"gap.indicators","non.high.needs.rate","high.needs.rate","size.of.gap","state.gap.mean.sd","is.gap.outlier","school_id","year"
"Science Performance Index Gap ","58.5","50.2","8.3","17.3","","1100211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1100211","201516"
"ELA Performance Index Gap ","74.5 ","68.3","6.1","16.6","","1100211","201516"
NA,NA,NA,NA,NA,NA,"1100211","201516"
"ELA Performance Index Gap ","75","64.3 ","10.7 ","16.8","","1100411","201415"
"Math Performance Index Gap ","72.4","61.5 ","10.8 ","19.5","","1100411","201415"
"Science Performance Index Gap ","61.1","N/A ",". ","17.3","","1100411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1100411","201516"
"ELA Performance Index Gap ","75.0 ","64.8","10.2","16.6","","1100411","201516"
NA,NA,NA,NA,NA,NA,"1100411","201516"
"ELA Performance Index Gap ","75","69.3","5.7","16.8","","1100511","201415"
"Math Performance Index Gap ","73.7","63.4","10.3","19.5","","1100511","201415"
"Science Performance Index Gap ","63.4","53.3","10.1","17.3","","1100511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1100511","201516"
"ELA Performance Index Gap ","75.0 ","67.7","7.3","16.6","","1100511","201516"
NA,NA,NA,NA,NA,NA,"1100511","201516"
"ELA Performance Index Gap ","72.7","56.7","16","16.8","","1105211","201415"
"Math Performance Index Gap ","59.5","45.5","14","19.5","","1105211","201415"
"Science Performance Index Gap ","63.9","51.9","12","17.3","","1105211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1105211","201516"
"ELA Performance Index Gap ","74.8 ","59.3","15.5","16.6","","1105211","201516"
NA,NA,NA,NA,NA,NA,"1105211","201516"
"ELA Performance Index Gap ","72.6","57.8","14.8 ","16.8","","1106111","201415"
"Math Performance Index Gap ","59.5","40.5","19.0 ","19.5","","1106111","201415"
"Science Performance Index Gap ","62.9","50.9","12.0 ","17.3","","1106111","201415"
"Graduation Rate Gap ","94.0%","88.2%","5.8% ","12.6% ","N","1106111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","1106111","201516"
"ELA Performance Index Gap ","60.9 ","48.3 ","12.7 ","16.6","","1106111","201516"
"Math Performance Index Gap ","58.1 ","47.0 ","11.1 ","19.1","","1106111","201516"
"Science Performance Index Gap ","65.2 ","45.4 ","19.9 ","17.3","","1106111","201516"
"ELA Performance Index Gap ","75","62.9","12.1","16.8","","1110211","201415"
"Math Performance Index Gap ","66.5","55.1","11.5","19.5","","1110211","201415"
"Science Performance Index Gap ","60.6","46.6","14.1","17.3","","1110211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1110211","201516"
"ELA Performance Index Gap ","75.0 ","72.9","2.1","16.6","","1110211","201516"
NA,NA,NA,NA,NA,NA,"1110211","201516"
"ELA Performance Index Gap ","75","65.1 ","9.9 ","16.8","","1110411","201415"
"Math Performance Index Gap ","68.3","58.9 ","9.4 ","19.5","","1110411","201415"
"Science Performance Index Gap ","61","N/A ",". ","17.3","","1110411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1110411","201516"
"ELA Performance Index Gap ","74.6 ","63.5","11.2","16.6","","1110411","201516"
NA,NA,NA,NA,NA,NA,"1110411","201516"
"ELA Performance Index Gap ","68.3","54.6","13.7","16.8","","1115111","201415"
"Math Performance Index Gap ","60.4","45.9","14.5","19.5","","1115111","201415"
"Science Performance Index Gap ","56.9","48.7","8.2","17.3","","1115111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1115111","201516"
"ELA Performance Index Gap ","70.5 ","53.6","16.9","16.6","","1115111","201516"
NA,NA,NA,NA,NA,NA,"1115111","201516"
"ELA Performance Index Gap ","75.0","50.3","24.7 ","16.8","","1116111","201415"
"Math Performance Index Gap ","57.2","40.2","17.0 ","19.5","","1116111","201415"
"Science Performance Index Gap ","59.8","43.8","16.0 ","17.3","","1116111","201415"
"Graduation Rate Gap ","94.0%","82.7%","11.3% ","12.6% ","N","1116111","201415"
"Achievement Gap Size Outlier? ","","","","","N","1116111","201516"
"ELA Performance Index Gap ","58.4 ","46.3 ","12.1 ","16.6","","1116111","201516"
"Math Performance Index Gap ","57.0 ","40.1 ","16.9 ","19.1","","1116111","201516"
"Science Performance Index Gap ","57.8 ","41.4 ","16.4 ","17.3","","1116111","201516"
"ELA Performance Index Gap ",".","N/A",". ",".",NA,"1117111","201415"
"Math Performance Index Gap ",".","N/A",". ",".",NA,"1117111","201415"
"Science Performance Index Gap ",".","N/A",". ",".",NA,"1117111","201415"
"Graduation Rate Gap ",".",".",". ",".",NA,"1117111","201415"
"Achievement Gap Size Outlier?","","","","","","1117111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","1117111","201516"
"Math Performance Index Gap ",". ","N/A ",". ",".","","1117111","201516"
"Science Performance Index Gap ",". ","N/A ",". ",".","","1117111","201516"
"ELA Performance Index Gap ","75","67.3 ","7.7 ","16.8","","1120111","201415"
"Math Performance Index Gap ","73.2","61.0 ","12.1 ","19.5","","1120111","201415"
"Science Performance Index Gap ","67.3","N/A ",". ","17.3","","1120111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1120111","201516"
"ELA Performance Index Gap ","75.0 ","65.5","9.5","16.6","","1120111","201516"
NA,NA,NA,NA,NA,NA,"1120111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"1130211","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"1130211","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"1130211","201415"
"Achievement Gap Size Outlier?","","","","","","1130211","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","1130211","201516"
NA,NA,NA,NA,NA,NA,"1130211","201516"
"ELA Performance Index Gap ","75.0 ","66.4 ","8.6 ","16.8","","1130411","201415"
"Math Performance Index Gap ","73.8 ","56.4 ","17.4 ","19.5","","1130411","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","1130411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1130411","201516"
"ELA Performance Index Gap ","75.0 ","71.5","3.5","16.6","","1130411","201516"
NA,NA,NA,NA,NA,NA,"1130411","201516"
"ELA Performance Index Gap ","75","70.6","4.4","16.8","","1130511","201415"
"Math Performance Index Gap ","75","62.9","12.1","19.5","","1130511","201415"
"Science Performance Index Gap ","61.9","54.6","7.3","17.3","","1130511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1130511","201516"
"ELA Performance Index Gap ","75.0 ","70.6","4.4","16.6","","1130511","201516"
NA,NA,NA,NA,NA,NA,"1130511","201516"
"ELA Performance Index Gap ","75","68.5","6.5","16.8","","1135111","201415"
"Math Performance Index Gap ","72.7","56.8","15.9","19.5","","1135111","201415"
"Science Performance Index Gap ","68.6","57.4","11.2","17.3","","1135111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1135111","201516"
"ELA Performance Index Gap ","75.0 ","59.9","15.1","16.6","","1135111","201516"
NA,NA,NA,NA,NA,NA,"1135111","201516"
"ELA Performance Index Gap ","72.8","N/A",". ","16.8","","1136111","201415"
"Math Performance Index Gap ","63.6","N/A",". ","19.5","","1136111","201415"
"Science Performance Index Gap ","70.6","N/A",". ","17.3","","1136111","201415"
"Graduation Rate Gap ","94.0%","80.8%","13.2% ","12.6% ","Y","1136111","201415"
"Achievement Gap Size Outlier? ","","","","","N","1136111","201516"
"ELA Performance Index Gap ","70.6 ","N/A ",". ","16.6","","1136111","201516"
"Math Performance Index Gap ","66.8 ","N/A ",". ","19.1","","1136111","201516"
"Science Performance Index Gap ","66.6 ","56.1 ","10.5 ","17.3","","1136111","201516"
"ELA Performance Index Gap ","75","65.0 ","10.0 ","16.8","","1140411","201415"
"Math Performance Index Gap ","75","60.1 ","14.9 ","19.5","","1140411","201415"
"Science Performance Index Gap ","63.7","N/A ",". ","17.3","","1140411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1140411","201516"
"ELA Performance Index Gap ","75.0 ","70.7","4.3","16.6","","1140411","201516"
NA,NA,NA,NA,NA,NA,"1140411","201516"
"ELA Performance Index Gap ","75","58.4 ","16.6 ","16.8","","1145111","201415"
"Math Performance Index Gap ","74.1","55.8 ","18.3 ","19.5","","1145111","201415"
"Science Performance Index Gap ","65.9","N/A ",". ","17.3","","1145111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1145111","201516"
"ELA Performance Index Gap ","75.0 ","60.9","14.1","16.6","","1145111","201516"
NA,NA,NA,NA,NA,NA,"1145111","201516"
"ELA Performance Index Gap ","75","61.5","13.5","16.8","","1160311","201415"
"Math Performance Index Gap ","67.6","55.8","11.8","19.5","","1160311","201415"
"Science Performance Index Gap ","59.6","52.3","7.3","17.3","","1160311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1160311","201516"
"ELA Performance Index Gap ","75.0 ","60.2","14.8","16.6","","1160311","201516"
NA,NA,NA,NA,NA,NA,"1160311","201516"
"ELA Performance Index Gap ","71.5","56.4","15.2","16.8","","1165111","201415"
"Math Performance Index Gap ","59.9","44.5","15.3","19.5","","1165111","201415"
"Science Performance Index Gap ","55.9","47.4","8.5","17.3","","1165111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1165111","201516"
"ELA Performance Index Gap ","74.5 ","61","13.5","16.6","","1165111","201516"
NA,NA,NA,NA,NA,NA,"1165111","201516"
"ELA Performance Index Gap ","55.8","43.4","12.5 ","16.8","","1166111","201415"
"Math Performance Index Gap ","50.1","37.8","12.2 ","19.5","","1166111","201415"
"Science Performance Index Gap ","56.1","40.2","15.9 ","17.3","","1166111","201415"
"Graduation Rate Gap ","94.0%","85.0%","9.0% ","12.6% ","N","1166111","201415"
"Achievement Gap Size Outlier? ","","","","","N","1166111","201516"
"ELA Performance Index Gap ","61.0 ","45.2 ","15.8 ","16.6","","1166111","201516"
"Math Performance Index Gap ","53.2 ","42.2 ","11.0 ","19.1","","1166111","201516"
"Science Performance Index Gap ","56.0 ","41.9 ","14.2 ","17.3","","1166111","201516"
"ELA Performance Index Gap ","75.0 ","74.2 ","0.8 ","16.8","","1170111","201415"
"Math Performance Index Gap ","75.0 ","65.7 ","9.3 ","19.5","","1170111","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","1170111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1170111","201516"
"ELA Performance Index Gap ","75.0 ","71.4","3.6","16.6","","1170111","201516"
NA,NA,NA,NA,NA,NA,"1170111","201516"
"ELA Performance Index Gap ","75","57.6","17.4","16.8","","1175111","201415"
"Math Performance Index Gap ","74.4","56.2","18.2","19.5","","1175111","201415"
"Science Performance Index Gap ","65.6","54.4","11.2","17.3","","1175111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1175111","201516"
"ELA Performance Index Gap ","75.0 ","58","17","16.6","","1175111","201516"
NA,NA,NA,NA,NA,NA,"1175111","201516"
"ELA Performance Index Gap ","75","N/A ",". ","16.8","","1180211","201415"
"Math Performance Index Gap ","72.9","N/A ",". ","19.5","","1180211","201415"
"Science Performance Index Gap ","70.1","N/A ",". ","17.3","","1180211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1180211","201516"
"ELA Performance Index Gap ","75.0 ","72.8","2.2","16.6","","1180211","201516"
NA,NA,NA,NA,NA,NA,"1180211","201516"
"ELA Performance Index Gap ","75","53.6 ","21.4 ","16.8","","1180311","201415"
"Math Performance Index Gap ","75","49.4 ","25.6 ","19.5","","1180311","201415"
"Science Performance Index Gap ","67","N/A ",". ","17.3","","1180311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1180311","201516"
"ELA Performance Index Gap ","75.0 ","69.3","5.7","16.6","","1180311","201516"
NA,NA,NA,NA,NA,NA,"1180311","201516"
"ELA Performance Index Gap ","75","68.4 ","6.6 ","16.8","","1180411","201415"
"Math Performance Index Gap ","73.8","55.3 ","18.5 ","19.5","","1180411","201415"
"Science Performance Index Gap ","60.9","N/A ",". ","17.3","","1180411","201415"
"Achievement Gap Size Outlier? ","","","","","N","1180411","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.6","","1180411","201516"
NA,NA,NA,NA,NA,NA,"1180411","201516"
"ELA Performance Index Gap ","75","62.1 ","12.9 ","16.8","","1180511","201415"
"Math Performance Index Gap ","75","52.7 ","22.3 ","19.5","","1180511","201415"
"Science Performance Index Gap ","73.9","N/A ",". ","17.3","","1180511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1180511","201516"
"ELA Performance Index Gap ","75.0 ","70.3","4.7","16.6","","1180511","201516"
NA,NA,NA,NA,NA,NA,"1180511","201516"
"ELA Performance Index Gap ","75","67.8 ","7.2 ","16.8","","1180611","201415"
"Math Performance Index Gap ","75","57.5 ","17.5 ","19.5","","1180611","201415"
"Science Performance Index Gap ","69.8","N/A ",". ","17.3","","1180611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1180611","201516"
"ELA Performance Index Gap ","75.0 ","72.3","2.7","16.6","","1180611","201516"
NA,NA,NA,NA,NA,NA,"1180611","201516"
"ELA Performance Index Gap ","75","65.5 ","9.5 ","16.8","","1180811","201415"
"Math Performance Index Gap ","75","58.7 ","16.3 ","19.5","","1180811","201415"
"Science Performance Index Gap ","72.3","N/A ",". ","17.3","","1180811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1180811","201516"
"ELA Performance Index Gap ","75.0 ","62.4","12.6","16.6","","1180811","201516"
NA,NA,NA,NA,NA,NA,"1180811","201516"
"ELA Performance Index Gap ","75","61","14","16.8","","1185111","201415"
"Math Performance Index Gap ","75","52.9","22.1","19.5","","1185111","201415"
"Science Performance Index Gap ","69.2","50.4","18.8","17.3","","1185111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1185111","201516"
"ELA Performance Index Gap ","75.0 ","63.4","11.6","16.6","","1185111","201516"
NA,NA,NA,NA,NA,NA,"1185111","201516"
"ELA Performance Index Gap ","75","60","15","16.8","","1185211","201415"
"Math Performance Index Gap ","74.4","52","22.4","19.5","","1185211","201415"
"Science Performance Index Gap ","66.8","50.8","16","17.3","","1185211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1185211","201516"
"ELA Performance Index Gap ","75.0 ","59.9","15.1","16.6","","1185211","201516"
NA,NA,NA,NA,NA,NA,"1185211","201516"
"ELA Performance Index Gap ","75.0","68.1","6.9 ","16.8","","1186111","201415"
"Math Performance Index Gap ","75.0","N/A",". ","19.5","","1186111","201415"
"Science Performance Index Gap ","73.3","55.5","17.8 ","17.3","","1186111","201415"
"Graduation Rate Gap ","94.0%","100.0%","-6.0% ","12.6% ","N","1186111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","1186111","201516"
"ELA Performance Index Gap ","75.0 ","59.0 ","16.0 ","16.6","","1186111","201516"
"Math Performance Index Gap ","75.0 ","54.8 ","20.2 ","19.1","","1186111","201516"
"Science Performance Index Gap ","75.0 ","56.5 ","18.5 ","17.3","","1186111","201516"
"ELA Performance Index Gap ","75","69.5","5.5","16.8","","1190411","201415"
"Math Performance Index Gap ","72.5","61","11.5","19.5","","1190411","201415"
"Science Performance Index Gap ","63.8","55","8.7","17.3","","1190411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1190411","201516"
"ELA Performance Index Gap ","75.0 ","63.8","11.2","16.6","","1190411","201516"
NA,NA,NA,NA,NA,NA,"1190411","201516"
"ELA Performance Index Gap ","75","67.1 ","7.9 ","16.8","","1190511","201415"
"Math Performance Index Gap ","75","59.8 ","15.2 ","19.5","","1190511","201415"
"Science Performance Index Gap ","61.8","N/A ",". ","17.3","","1190511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1190511","201516"
"ELA Performance Index Gap ","75.0 ","66.5","8.5","16.6","","1190511","201516"
NA,NA,NA,NA,NA,NA,"1190511","201516"
"ELA Performance Index Gap ","75","60.6","14.4","16.8","","1195111","201415"
"Math Performance Index Gap ","70.2","49.9","20.3","19.5","","1195111","201415"
"Science Performance Index Gap ","69","53.1","15.9","17.3","","1195111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1195111","201516"
"ELA Performance Index Gap ","75.0 ","60.2","14.8","16.6","","1195111","201516"
NA,NA,NA,NA,NA,NA,"1195111","201516"
"ELA Performance Index Gap ","70.4","N/A",". ","16.8","","1196111","201415"
"Math Performance Index Gap ","66.4","N/A",". ","19.5","","1196111","201415"
"Science Performance Index Gap ","67.3","54.5","12.8 ","17.3","","1196111","201415"
"Graduation Rate Gap ","94.0%","86.4%","7.6% ","12.6% ","N","1196111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","1196111","201516"
"ELA Performance Index Gap ","66.4 ","48.4 ","18.0 ","16.6","","1196111","201516"
"Math Performance Index Gap ","65.1 ","46.1 ","19.0 ","19.1","","1196111","201516"
"Science Performance Index Gap ","70.5 ","50.9 ","19.5 ","17.3","","1196111","201516"
"ELA Performance Index Gap ","75","63.9","11.1","16.8","","1210111","201415"
"Math Performance Index Gap ","75","59.4","15.6","19.5","","1210111","201415"
"Science Performance Index Gap ","66.4","48","18.4","17.3","","1210111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1210111","201516"
"ELA Performance Index Gap ","75.0 ","64.9","10.1","16.6","","1210111","201516"
NA,NA,NA,NA,NA,NA,"1210111","201516"
"ELA Performance Index Gap ","75","74.2 ","0.8 ","16.8","","1220111","201415"
"Math Performance Index Gap ","75","57.9 ","17.1 ","19.5","","1220111","201415"
"Science Performance Index Gap ","68.1","N/A ",". ","17.3","","1220111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1220111","201516"
"ELA Performance Index Gap ","75.0 ","67.3","7.7","16.6","","1220111","201516"
NA,NA,NA,NA,NA,NA,"1220111","201516"
"ELA Performance Index Gap ","75.0 ","67.7 ","7.3 ","16.8","","1230111","201415"
"Math Performance Index Gap ","74.1 ","56.3 ","17.8 ","19.5","","1230111","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","1230111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1230111","201516"
"ELA Performance Index Gap ","75.0 ","67.8","7.2","16.6","","1230111","201516"
NA,NA,NA,NA,NA,NA,"1230111","201516"
"ELA Performance Index Gap ","75","61.7","13.3","16.8","","1240111","201415"
"Math Performance Index Gap ","70.9","54.9","16.1","19.5","","1240111","201415"
"Science Performance Index Gap ","57.3","46.3","10.9","17.3","","1240111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1240111","201516"
"ELA Performance Index Gap ","75.0 ","62.4","12.6","16.6","","1240111","201516"
NA,NA,NA,NA,NA,NA,"1240111","201516"
"ELA Performance Index Gap ","75","62.9","12.1","16.8","","1240211","201415"
"Math Performance Index Gap ","70.3","58.5","11.8","19.5","","1240211","201415"
"Science Performance Index Gap ","62.9","53.8","9.1","17.3","","1240211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1240211","201516"
"ELA Performance Index Gap ","75.0 ","62.7","12.3","16.6","","1240211","201516"
NA,NA,NA,NA,NA,NA,"1240211","201516"
"ELA Performance Index Gap ","75","61.5","13.5","16.8","","1245111","201415"
"Math Performance Index Gap ","69.2","52.7","16.5","19.5","","1245111","201415"
"Science Performance Index Gap ","60.7","48.8","12","17.3","","1245111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1245111","201516"
"ELA Performance Index Gap ","73.0 ","57.5","15.5","16.6","","1245111","201516"
NA,NA,NA,NA,NA,NA,"1245111","201516"
"ELA Performance Index Gap ","55.4","53.5","1.9 ","16.8","","1246111","201415"
"Math Performance Index Gap ","53.0","42.5","10.4 ","19.5","","1246111","201415"
"Science Performance Index Gap ","58.6","46.7","11.8 ","17.3","","1246111","201415"
"Graduation Rate Gap ","94.0%","80.9%","13.1% ","12.6% ","Y","1246111","201415"
"Achievement Gap Size Outlier? ","","","","","N","1246111","201516"
"ELA Performance Index Gap ","59.2 ","48.1 ","11.2 ","16.6","","1246111","201516"
"Math Performance Index Gap ","57.3 ","48.6 ","8.7 ","19.1","","1246111","201516"
"Science Performance Index Gap ","61.6 ","46.2 ","15.5 ","17.3","","1246111","201516"
"ELA Performance Index Gap ","69","51.7 ","17.4 ","16.8","","1250111","201415"
"Math Performance Index Gap ","63.1","43.7 ","19.5 ","19.5","","1250111","201415"
"Science Performance Index Gap ","61.1","N/A ",". ","17.3","","1250111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1250111","201516"
"ELA Performance Index Gap ","72.6 ","59.5","13.1","16.6","","1250111","201516"
NA,NA,NA,NA,NA,NA,"1250111","201516"
"ELA Performance Index Gap ","75.0 ","66.4 ","8.6 ","16.8","","1260511","201415"
"Math Performance Index Gap ","72.8 ","56.4 ","16.4 ","19.5","","1260511","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","1260511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1260511","201516"
"ELA Performance Index Gap ","75.0 ","66.7","8.3","16.6","","1260511","201516"
NA,NA,NA,NA,NA,NA,"1260511","201516"
"ELA Performance Index Gap ","75.0 ","64.5 ","10.5 ","16.8","","1260611","201415"
"Math Performance Index Gap ","71.1 ","57.2 ","13.9 ","19.5","","1260611","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","1260611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1260611","201516"
"ELA Performance Index Gap ","75.0 ","70.8","4.2","16.6","","1260611","201516"
NA,NA,NA,NA,NA,NA,"1260611","201516"
"ELA Performance Index Gap ","75.0 ","66.9 ","8.1 ","16.8","","1260811","201415"
"Math Performance Index Gap ","69.9 ","58.0 ","11.8 ","19.5","","1260811","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","1260811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1260811","201516"
"ELA Performance Index Gap ","75.0 ","72.7","2.3","16.6","","1260811","201516"
NA,NA,NA,NA,NA,NA,"1260811","201516"
"ELA Performance Index Gap ","75.0 ","67.1 ","7.9 ","16.8","","1260911","201415"
"Math Performance Index Gap ","75.0 ","56.3 ","18.7 ","19.5","","1260911","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","1260911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1260911","201516"
"ELA Performance Index Gap ","75.0 ","68.8","6.2","16.6","","1260911","201516"
NA,NA,NA,NA,NA,NA,"1260911","201516"
"ELA Performance Index Gap ","75.0 ","70.0 ","5.0 ","16.8","","1261011","201415"
"Math Performance Index Gap ","74.0 ","59.0 ","15.0 ","19.5","","1261011","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","1261011","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1261011","201516"
"ELA Performance Index Gap ","75.0 ","69.1","5.9","16.6","","1261011","201516"
NA,NA,NA,NA,NA,NA,"1261011","201516"
"ELA Performance Index Gap ","75","65.5","9.5","16.8","","1261111","201415"
"Math Performance Index Gap ","71.6","55.1","16.5","19.5","","1261111","201415"
"Science Performance Index Gap ","66.5","55.1","11.4","17.3","","1261111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1261111","201516"
"ELA Performance Index Gap ","75.0 ","67.1","7.9","16.6","","1261111","201516"
NA,NA,NA,NA,NA,NA,"1261111","201516"
"ELA Performance Index Gap ","75","62.2","12.8","16.8","","1265111","201415"
"Math Performance Index Gap ","71.3","53","18.2","19.5","","1265111","201415"
"Science Performance Index Gap ","64.9","53","11.9","17.3","","1265111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1265111","201516"
"ELA Performance Index Gap ","75.0 ","59.8","15.2","16.6","","1265111","201516"
NA,NA,NA,NA,NA,NA,"1265111","201516"
"ELA Performance Index Gap ","66.6","51.1","15.5 ","16.8","","1266111","201415"
"Math Performance Index Gap ","61.9","49.7","12.2 ","19.5","","1266111","201415"
"Science Performance Index Gap ","62.9","50.1","12.8 ","17.3","","1266111","201415"
"Graduation Rate Gap ","94.0%","85.0%","9.0% ","12.6% ","N","1266111","201415"
"Achievement Gap Size Outlier? ","","","","","N","1266111","201516"
"ELA Performance Index Gap ","66.2 ","51.5 ","14.8 ","16.6","","1266111","201516"
"Math Performance Index Gap ","63.3 ","48.5 ","14.9 ","19.1","","1266111","201516"
"Science Performance Index Gap ","64.7 ","53.6 ","11.1 ","17.3","","1266111","201516"
"ELA Performance Index Gap ","75","55.5 ","19.5 ","16.8","","1270111","201415"
"Math Performance Index Gap ","69.3","50.9 ","18.3 ","19.5","","1270111","201415"
"Science Performance Index Gap ","64.9","N/A ",". ","17.3","","1270111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1270111","201516"
"ELA Performance Index Gap ","75.0 ","57.6","17.4","16.6","","1270111","201516"
NA,NA,NA,NA,NA,NA,"1270111","201516"
"ELA Performance Index Gap ","75","73.7 ","1.3 ","16.8","","1280111","201415"
"Math Performance Index Gap ","75","62.2 ","12.8 ","19.5","","1280111","201415"
"Science Performance Index Gap ","70.7","N/A ",". ","17.3","","1280111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1280111","201516"
"ELA Performance Index Gap ","75.0 ","76","-1","16.6","","1280111","201516"
NA,NA,NA,NA,NA,NA,"1280111","201516"
"ELA Performance Index Gap ","75","70.1 ","4.9 ","16.8","","1280311","201415"
"Math Performance Index Gap ","75","62.6 ","12.4 ","19.5","","1280311","201415"
"Science Performance Index Gap ","73.9","N/A ",". ","17.3","","1280311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1280311","201516"
"ELA Performance Index Gap ","75.0 ","67.8","7.2","16.6","","1280311","201516"
NA,NA,NA,NA,NA,NA,"1280311","201516"
"ELA Performance Index Gap ","75","69.4 ","5.6 ","16.8","","1280411","201415"
"Math Performance Index Gap ","75","57.7 ","17.3 ","19.5","","1280411","201415"
"Science Performance Index Gap ","75","N/A ",". ","17.3","","1280411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1280411","201516"
"ELA Performance Index Gap ","75.0 ","70.4","4.6","16.6","","1280411","201516"
NA,NA,NA,NA,NA,NA,"1280411","201516"
"ELA Performance Index Gap ","75","62.5 ","12.5 ","16.8","","1280611","201415"
"Math Performance Index Gap ","74.9","50.4 ","24.5 ","19.5","","1280611","201415"
"Science Performance Index Gap ","72.1","N/A ",". ","17.3","","1280611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1280611","201516"
"ELA Performance Index Gap ","75.0 ","63.3","11.7","16.6","","1280611","201516"
NA,NA,NA,NA,NA,NA,"1280611","201516"
"ELA Performance Index Gap ","75","64.1","10.9","16.8","","1280711","201415"
"Math Performance Index Gap ","75","54.9","20.1","19.5","","1280711","201415"
"Science Performance Index Gap ","68.8","50.6","18.1","17.3","","1280711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1280711","201516"
"ELA Performance Index Gap ","75.0 ","64.4","10.6","16.6","","1280711","201516"
NA,NA,NA,NA,NA,NA,"1280711","201516"
"ELA Performance Index Gap ","75","55.4","19.6","16.8","","1285111","201415"
"Math Performance Index Gap ","74.9","50.2","24.7","19.5","","1285111","201415"
"Science Performance Index Gap ","72.7","55.5","17.3","17.3","","1285111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1285111","201516"
"ELA Performance Index Gap ","75.0 ","63.1","11.9","16.6","","1285111","201516"
NA,NA,NA,NA,NA,NA,"1285111","201516"
"ELA Performance Index Gap ","75.0","63.1","11.9 ","16.8","","1286111","201415"
"Math Performance Index Gap ","75.0","51.5","23.5 ","19.5","","1286111","201415"
