"category","chron_abs_count","chron_abs_rate","susp_exp_count","susp_exp_rate","school_id","year"
"District ","","10.3 ","","6.9","1381411","201415"
"Male * ","* ",NA,"* ","*","1381411","201516"
"Black or African American * ","* ",NA,"* ","*","1381411","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","1381411","201516"
"White * ","* ",NA,"* ","*","1381411","201516"
"English Language Learners 0 ","* ",NA,"* ","*","1381411","201516"
"Eligible for Free or Reduced-Price Meals 7 ","5.7 ",NA,"* ","*","1381411","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1381411","201516"
"School 13 ","3.7 ",NA,"6 ","1.7","1381411","201516"
"District ","11.8 ",NA,"","6.7","1381411","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1381411","201516"
"Female ","15 ","7.1 ","* ","*","1381511","201314"
"Male ","12 ","5.5 ","* ","*","1381511","201314"
"Black or African American ","* ","* ","11 ","9.3","1381511","201314"
"Hispanic or Latino ","7 ","8.6 ","* ","*","1381511","201314"
"White ","12 ","5.8 ","7 ","3.3","1381511","201314"
"English Language Learners ","* ","* ","0 ","*","1381511","201314"
"Eligible for Free or Reduced-Price Meals ","15 ","10.9 ","17 ","10.3","1381511","201314"
"Students with Disabilities ","* ","* ","9 ","21.9","1381511","201314"
"School ","27 ","6.3 ","25 ","5.3","1381511","201314"
"District ","","11.3 ","","6.2","1381511","201314"
"Female ","12 ","6.1 ","* ","*","1381511","201415"
"Male ","13 ","6.7 ","* ","*","1381511","201415"
"Black or African American ","* ","* ","9 ","8.9","1381511","201415"
"Hispanic or Latino ","* ","* ","* ","*","1381511","201415"
"White ","15 ","7.9 ","* ","*","1381511","201415"
"English Language Learners ","0 ","* ","0 ","*","1381511","201415"
"Eligible for Free or Reduced-Price Meals ","15 ","12.7 ","13 ","8.8","1381511","201415"
"Students with Disabilities ","* ","* ","* ","*","1381511","201415"
"School ","25 ","6.4 ","18 ","4.1","1381511","201415"
"District ","","10.3 ","","6.9","1381511","201415"
"Male 8 ","4.0 ",NA,"14 ","7.0","1381511","201516"
"Black or African American * ","* ",NA,"* ","*","1381511","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","1381511","201516"
"White 7 ","3.8 ",NA,"* ","*","1381511","201516"
"English Language Learners * ","* ",NA,"0 ","*","1381511","201516"
"Eligible for Free or Reduced-Price Meals 8 ","6.8 ",NA,"6 ","4.5","1381511","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1381511","201516"
"School 15 ","3.7 ",NA,"14 ","3.4","1381511","201516"
"District ","11.8 ",NA,"","6.7","1381511","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1381511","201516"
"Female ","10 ","8.1 ","* ","*","1381611","201314"
"Male ","11 ","11.6 ","0 ","0.0","1381611","201314"
"Black or African American ","6 ","12.2 ","0 ","0.0","1381611","201314"
"Hispanic or Latino ","7 ","12.7 ","* ","*","1381611","201314"
"White ","* ","* ","0 ","0.0","1381611","201314"
"English Language Learners ","* ","* ","* ","*","1381611","201314"
"Eligible for Free or Reduced-Price Meals ","13 ","19.7 ","* ","*","1381611","201314"
"Students with Disabilities ","* ","* ","0 ","*","1381611","201314"
"School ","21 ","9.6 ","* ","*","1381611","201314"
"District ","","11.3 ","","6.2","1381611","201314"
"Female ","9 ","7.6 ","0 ","0.0","1381611","201415"
"Male ","8 ","9.2 ","* ","*","1381611","201415"
"Black or African American ","* ","* ","0 ","0.0","1381611","201415"
"Hispanic or Latino ","7 ","13.5 ","* ","*","1381611","201415"
"White ","* ","* ","0 ","0.0","1381611","201415"
"English Language Learners ","* ","* ","0 ","*","1381611","201415"
"Eligible for Free or Reduced-Price Meals ","11 ","16.2 ","0 ","0.0","1381611","201415"
"Students with Disabilities ","* ","* ","* ","*","1381611","201415"
"School ","17 ","8.3 ","* ","*","1381611","201415"
"District ","","10.3 ","","6.9","1381611","201415"
"Male * ","* ",NA,"* ","*","1382211","201516"
"Black or African American * ","* ",NA,"* ","*","1382211","201516"
"Hispanic or Latino 11 ","17.7 ",NA,"0 ","0.0","1382211","201516"
"White * ","* ",NA,"* ","*","1382211","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1382211","201516"
"Eligible for Free or Reduced-Price Meals 13 ","14.8 ",NA,"* ","*","1382211","201516"
"Students with Disabilities 0 ","* ",NA,"0 ","*","1382211","201516"
"School 15 ","6.4 ",NA,"* ","*","1382211","201516"
"District ","11.8 ",NA,"","6.7","1382211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1382211","201516"
"Female ","30","11.5 ","15 ","5.6","1385211","201314"
"Male ","27","10.0 ","50 ","18.5","1385211","201314"
"Black or African American ","12","10.7 ","23 ","21.2","1385211","201314"
"Hispanic or Latino ","19","13.9 ","26 ","18.8","1385211","201314"
"White ","22","8.7 ","* ","*","1385211","201314"
"English Language Learners ","0","* ","* ","*","1385211","201314"
"Eligible for Free or Reduced-Price Meals ","39","15.3 ","49 ","18.5","1385211","201314"
"Students with Disabilities ","17","30.4 ","16 ","26.2","1385211","201314"
"School ","57","10.7 ","65 ","12.1","1385211","201314"
"District ",NA,"11.3 ","","6.2","1385211","201314"
"Female ","31 ","12.3 ","23 ","9.1","1385211","201415"
"Male ","27 ","10.3 ","59 ","22.4","1385211","201415"
"Black or African American ","* ","* ","35 ","30.4","1385211","201415"
"Hispanic or Latino ","20 ","14.0 ","30 ","20.9","1385211","201415"
"White ","23 ","10.0 ","* ","*","1385211","201415"
"English Language Learners ","* ","* ","* ","*","1385211","201415"
"Eligible for Free or Reduced-Price Meals ","37 ","15.4 ","58 ","22.4","1385211","201415"
"Students with Disabilities ","10 ","22.7 ","17 ","37.7","1385211","201415"
"School ","58 ","11.3 ","82 ","15.9","1385211","201415"
"District ","","10.3 ","","6.9","1385211","201415"
"Male 40 ","14.4 ","58 ",NA,"20.9","1385211","201516"
"Black or African American * ","* ","30 ",NA,"24.0","1385211","201516"
"Hispanic or Latino 32 ","21.9 ","32 ",NA,"22.2","1385211","201516"
"White 28 ","11.0 ","20 ",NA,"7.8","1385211","201516"
"English Language Learners * ","* ","* ",NA,"*","1385211","201516"
"Eligible for Free or Reduced-Price Meals 55 ","25.5 ","62 ",NA,"24.9","1385211","201516"
"Students with Disabilities 12 ","26.7 ","12 ",NA,"24.5","1385211","201516"
"School 81 ","14.6 ","85 ",NA,"15.3","1385211","201516"
"District ","11.8 ","",NA,"6.7","1385211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","","",NA,"","1385211","201516"
"Female ","43 ","15.1 ","20 ","6.9","1385311","201314"
"Male ","27 ","9.0 ","42 ","13.9","1385311","201314"
"Black or African American ","15 ","10.3 ","27 ","18.6","1385311","201314"
"Hispanic or Latino ","24 ","15.3 ","18 ","11.6","1385311","201314"
"White ","26 ","10.4 ","* ","*","1385311","201314"
"English Language Learners ","* ","* ","* ","*","1385311","201314"
"Eligible for Free or Reduced-Price Meals ","52 ","18.2 ","51 ","16.6","1385311","201314"
"Students with Disabilities ","21 ","28.4 ","15 ","18.9","1385311","201314"
"School ","70 ","12.0 ","62 ","10.5","1385311","201314"
"District ","","11.3 ","","6.2","1385311","201314"
"Female ","37 ","13.5 ","7 ","2.5","1385311","201415"
"Male ","27 ","9.2 ","33 ","11.2","1385311","201415"
"Black or African American ","12 ","8.1 ","18 ","12.4","1385311","201415"
"Hispanic or Latino ","19 ","12.4 ","11 ","7.2","1385311","201415"
"White ","29 ","12.4 ","8 ","3.4","1385311","201415"
"English Language Learners ","* ","* ","* ","*","1385311","201415"
"Eligible for Free or Reduced-Price Meals ","48 ","17.1 ","31 ","10.2","1385311","201415"
"Students with Disabilities ","10 ","14.1 ","* ","*","1385311","201415"
"School ","64 ","11.3 ","40 ","7.0","1385311","201415"
"District ","","10.3 ","","6.9","1385311","201415"
"Male 34 ","11.8 ",NA,"41 ","14.1","1385311","201516"
"Black or African American * ","* ",NA,"23 ","17.6","1385311","201516"
"Hispanic or Latino 23 ","14.9 ",NA,"19 ","12.3","1385311","201516"
"White 28 ","11.6 ",NA,"* ","*","1385311","201516"
"English Language Learners 9 ","* ",NA,"* ","*","1385311","201516"
"Eligible for Free or Reduced-Price Meals 42 ","16.8 ",NA,"42 ","15.2","1385311","201516"
"Students with Disabilities 12 ","18.8 ",NA,"10 ","14.5","1385311","201516"
"School 64 ","11.5 ",NA,"58 ","10.4","1385311","201516"
"District ","11.8 ",NA,"","6.7","1385311","201516"
"Number of students in 2014-15 qualified as truant under state statute:  11","",NA,"","","1385311","201516"
"Female ","121","24.7","32","6.4","1386111","201314"
"Male ","113","20.4","84","15","1386111","201314"
"Black or African American ","46","18","52","19.7","1386111","201314"
"Hispanic or Latino ","77","26.2","37","12.5","1386111","201314"
"White ","101","22.4","24","5.2","1386111","201314"
"English Language Learners ","10","25.6","6","15.3","1386111","201314"
"Eligible for Free or Reduced-Price Meals ","130","30","75","15.9","1386111","201314"
"Students with Disabilities ","32","35.2","20","21","1386111","201314"
"School ","234","22.4","116","11","1386111","201314"
"District ",NA,"11.3",NA,"6.2","1386111","201314"
"Female ","97","20","33 ","6.7","1386111","201415"
"Male ","75","15.4","63 ","12.7","1386111","201415"
"Black or African American ","41","16.7","49 ","19.6","1386111","201415"
"Hispanic or Latino ","70","27.1","22 ","8.4","1386111","201415"
"White ","51","12.2","* ","*","1386111","201415"
"English Language Learners ","12","25.5","* ","*","1386111","201415"
"Eligible for Free or Reduced-Price Meals ","109","25.3","62 ","12.7","1386111","201415"
"Students with Disabilities ","30","32.6","18 ","18.0","1386111","201415"
"School ","172","17.7","96 ","9.7","1386111","201415"
"District ",NA,"10.3","","6.9","1386111","201415"
"Male 112 ","23","70 ",NA,"14.3","1386111","201516"
"Black or African American 50 ","20.9","59 ",NA,"24.4","1386111","201516"
"Hispanic or Latino 79 ","32.4","27 ",NA,"11.0","1386111","201516"
"White 79 ","19.2","* ",NA,"*","1386111","201516"
"English Language Learners 12 ","22.6","* ",NA,"*","1386111","201516"
"Eligible for Free or Reduced-Price Meals 126 ","29.1","76 ",NA,"15.7","1386111","201516"
"Students with Disabilities 46 ","43","34 ",NA,"30.9","1386111","201516"
"School 222 ","23.3","106 ",NA,"11.1","1386111","201516"
"District ","11.8","",NA,"6.7","1386111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6",NA,"",NA,"","1386111","201516"
"Female ","92 ","15.4 ","31 ","5.1","1386211","201314"
"Male ","64 ","11.3 ","52 ","9.1","1386211","201314"
"Black or African American ","24 ","10.8 ","21 ","9.3","1386211","201314"
"Hispanic or Latino ","62 ","20.5 ","31 ","10.2","1386211","201314"
"White ","65 ","11.3 ","29 ","5.0","1386211","201314"
"English Language Learners ","* ","* ","* ","*","1386211","201314"
"Eligible for Free or Reduced-Price Meals ","81 ","19.3 ","45 ","9.8","1386211","201314"
"Students with Disabilities ","19 ","21.3 ","15 ","16.3","1386211","201314"
"School ","156 ","13.4 ","83 ","7.1","1386211","201314"
"District ","","11.3 ","","6.2","1386211","201314"
"Female ","79 ","14.2 ","43 ","7.6","1386211","201415"
"Male ","50 ","10.1 ","76 ","15.0","1386211","201415"
"Black or African American ","22 ","10.2 ","40 ","18.0","1386211","201415"
"Hispanic or Latino ","40 ","14.7 ","46 ","16.4","1386211","201415"
"White ","62 ","12.4 ","28 ","5.5","1386211","201415"
"English Language Learners ","* ","* ","* ","*","1386211","201415"
"Eligible for Free or Reduced-Price Meals ","65 ","16.3 ","76 ","16.9","1386211","201415"
"Students with Disabilities ","17 ","22.4 ","23 ","27.0","1386211","201415"
"School ","129 ","12.3 ","119 ","11.1","1386211","201415"
"District ","","10.3 ","","6.9","1386211","201415"
"Male 70 ","13.6 ",NA,"54 ","10.4","1386211","201516"
"Black or African American 39 ","16.7 ",NA,"30 ","12.8","1386211","201516"
"Hispanic or Latino 45 ","16.1 ",NA,"22 ","7.8","1386211","201516"
"White 65 ","13.3 ",NA,"27 ","5.5","1386211","201516"
"English Language Learners * ","* ",NA,"* ","*","1386211","201516"
"Eligible for Free or Reduced-Price Meals 87 ","21.6 ",NA,"50 ","11.0","1386211","201516"
"Students with Disabilities 22 ","22.7 ",NA,"14 ","13.3","1386211","201516"
"School 157 ","14.8 ",NA,"85 ","8.0","1386211","201516"
"District ","11.8 ",NA,"","6.7","1386211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  6","",NA,"","","1386211","201516"
"Female ","20 ","8.2 ","* ","*","1390311","201314"
"Male ","21 ","8.2 ","* ","*","1390311","201314"
"Black or African American ","* ","* ","* ","*","1390311","201314"
"Hispanic or Latino ","* ","* ","* ","*","1390311","201314"
"White ","35 ","8.1 ","7 ","1.6","1390311","201314"
"English Language Learners ","0 ","* ","0 ","*","1390311","201314"
"Eligible for Free or Reduced-Price Meals ","11 ","19.6 ","* ","*","1390311","201314"
"Students with Disabilities ","6 ","10.9 ","* ","*","1390311","201314"
"School ","41 ","8.2 ","12 ","2.3","1390311","201314"
"District ","","6.8 ","","3.2","1390311","201314"
"Female ","0","0.0 ","0","0.0","1390311","201415"
"Male ","0","0.0 ","0","0.0","1390311","201415"
"Black or African American ","0","* ","0","*","1390311","201415"
"Hispanic or Latino ","0","0.0 ","0","0.0","1390311","201415"
"White ","0","0.0 ","0","0.0","1390311","201415"
"English Language Learners ","0","* ","0","*","1390311","201415"
"Eligible for Free or Reduced-Price Meals ","0","0.0 ","0","0.0","1390311","201415"
"Students with Disabilities ","0","0.0 ","0","0.0","1390311","201415"
"School ","0","0.0 ","0","0.0","1390311","201415"
"District ",NA,"1.2 ",NA,"2.2","1390311","201415"
"Male 6 ","2.7 ",NA,"* ","*","1390311","201516"
"Black or African American * ","* ",NA,"* ","*","1390311","201516"
"Hispanic or Latino 0 ","0.0 ",NA,"* ","*","1390311","201516"
"White * ","* ",NA,"9 ","2.3","1390311","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1390311","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"7 ","10.6","1390311","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1390311","201516"
"School 14 ","3.0 ",NA,"15 ","3.2","1390311","201516"
"District ","6.1 ",NA,"","6.0","1390311","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1390311","201516"
"Female ","39 ","16.8 ","0","0.0","1390411","201314"
"Male ","32 ","16.5 ","0","0.0","1390411","201314"
"Black or African American ","7 ","* ","0","0.0","1390411","201314"
"Hispanic or Latino ","* ","* ","0","0.0","1390411","201314"
"White ","50 ","13.9 ","0","0.0","1390411","201314"
"English Language Learners ","* ","* ","0","*","1390411","201314"
"Eligible for Free or Reduced-Price Meals ","17 ","37.0 ","0","0.0","1390411","201314"
"Students with Disabilities ","9 ","31.0 ","0","0.0","1390411","201314"
"School ","71 ","16.7 ","0","0.0","1390411","201314"
"District ","","6.8 ",NA,"3.2","1390411","201314"
"Female ","* ","* ","0 ","0.0","1390411","201415"
"Male ","0 ","0.0 ","* ","*","1390411","201415"
"Black or African American ","0 ","* ","0 ","0.0","1390411","201415"
"Hispanic or Latino ","0 ","0.0 ","0 ","0.0","1390411","201415"
"White ","* ","* ","* ","*","1390411","201415"
"English Language Learners ","0 ","* ","0 ","*","1390411","201415"
"Eligible for Free or Reduced-Price Meals ","0 ","0.0 ","* ","*","1390411","201415"
"Students with Disabilities ","0 ","0.0 ","0 ","0.0","1390411","201415"
"School ","* ","* ","* ","*","1390411","201415"
"District ","","1.2 ","","2.2","1390411","201415"
"Male 16 ","6.8 ",NA,"* ","*","1390411","201516"
"Black or African American 8 ","29.6 ",NA,"0 ","0.0","1390411","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","1390411","201516"
"White 6 ","1.7 ",NA,"* ","*","1390411","201516"
"English Language Learners * ","* ",NA,"0 ","*","1390411","201516"
"Eligible for Free or Reduced-Price Meals 13 ","21.7 ",NA,"* ","*","1390411","201516"
"Students with Disabilities 8 ","16.3 ",NA,"0 ","0.0","1390411","201516"
"School 23 ","5.3 ",NA,"* ","*","1390411","201516"
"District ","6.1 ",NA,"","6.0","1390411","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1390411","201516"
"Female ","23 ","7.5 ","* ","*","1395111","201314"
"Male ","8 ","2.8 ","* ","*","1395111","201314"
"Black or African American ","* ","* ","* ","*","1395111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1395111","201314"
"White ","24 ","4.5 ","* ","*","1395111","201314"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","1395111","201314"
"Eligible for Free or Reduced-Price Meals ","8 ","11.4 ","8 ","10.3","1395111","201314"
"Students with Disabilities ","6 ","10.2 ","* ","*","1395111","201314"
"School ","31 ","5.2 ","10 ","1.6","1395111","201314"
"District ","","6.8 ","","3.2","1395111","201314"
"Female ","0","0.0 ","* ","*","1395111","201415"
"Male ","0","0.0 ","* ","*","1395111","201415"
"Black or African American ","0","* ","* ","*","1395111","201415"
"Hispanic or Latino ","0","0.0 ","* ","*","1395111","201415"
"White ","0","0.0 ","11 ","2.1","1395111","201415"
"English Language Learners ","0","* ","0 ","*","1395111","201415"
"Eligible for Free or Reduced-Price Meals ","0","0.0 ","* ","*","1395111","201415"
"Students with Disabilities ","0","0.0 ","* ","*","1395111","201415"
"School ","0","0.0 ","15 ","2.6","1395111","201415"
"District ",NA,"1.2 ","","2.2","1395111","201415"
"Male 11 ","4.0 ",NA,"* ","*","1395111","201516"
"Black or African American * ","* ",NA,"* ","*","1395111","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","1395111","201516"
"White 14 ","2.8 ",NA,"22 ","4.5","1395111","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1395111","201516"
"Eligible for Free or Reduced-Price Meals 9 ","15.5 ",NA,"10 ","14.9","1395111","201516"
"Students with Disabilities 8 ","13.3 ",NA,"* ","*","1395111","201516"
"School 21 ","3.7 ",NA,"28 ","5.0","1395111","201516"
"District ","6.1 ",NA,"","6.0","1395111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1395111","201516"
"Female ","7 ","1.6 ","14 ","3.2","1396111","201314"
"Male ","8 ","2.0 ","43 ","10.7","1396111","201314"
"Black or African American ","0 ","0.0 ","* ","*","1396111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1396111","201314"
"White ","* ","* ","49 ","6.5","1396111","201314"
"English Language Learners ","* ","* ","0 ","*","1396111","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","9 ","9.5","1396111","201314"
"Students with Disabilities ","* ","* ","14 ","17.9","1396111","201314"
"School ","15 ","1.8 ","57 ","6.8","1396111","201314"
"District ","","6.8 ","","3.2","1396111","201314"
"Female ","14 ","3.5 ","7 ","1.7","1396111","201415"
"Male ","13 ","3.2 ","30 ","7.4","1396111","201415"
"Black or African American ","* ","* ","* ","*","1396111","201415"
"Hispanic or Latino ","0 ","0.0 ","* ","*","1396111","201415"
"White ","25 ","3.6 ","28 ","3.9","1396111","201415"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","1396111","201415"
"Eligible for Free or Reduced-Price Meals ","6 ","7.4 ","8 ","9.8","1396111","201415"
"Students with Disabilities ","* ","* ","10 ","11.4","1396111","201415"
"School ","27 ","3.4 ","37 ","4.6","1396111","201415"
"District ","","1.2 ","","2.2","1396111","201415"
"Male 35 ","8.7 ",NA,"66","16.3","1396111","201516"
"Black or African American * ","* ",NA,"7","29.2","1396111","201516"
"Hispanic or Latino 11 ","22.0 ",NA,"13","25.0","1396111","201516"
"White 59 ","8.3 ",NA,"72","10.1","1396111","201516"
"English Language Learners 0 ","* ",NA,"0","*","1396111","201516"
"Eligible for Free or Reduced-Price Meals 25 ","30.1 ",NA,"24","24.7","1396111","201516"
"Students with Disabilities 22 ","24.4 ",NA,"29","28.7","1396111","201516"
"School 79 ","9.7 ",NA,"96","11.6","1396111","201516"
"District ","6.1 ",NA,NA,"6.0","1396111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  59","",NA,NA,"","1396111","201516"
"Female ","8 ","6.1 ","0 ","0.0","1400111","201314"
"Male ","8 ","6.6 ","* ","*","1400111","201314"
"Black or African American ","0 ","* ","0 ","*","1400111","201314"
"Hispanic or Latino ","* ","* ","0 ","*","1400111","201314"
"White ","* ","* ","* ","*","1400111","201314"
"English Language Learners ","0 ","* ","0 ","*","1400111","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1400111","201314"
"Students with Disabilities ","* ","* ","* ","*","1400111","201314"
"School ","16 ","6.3 ","* ","*","1400111","201314"
"District ","","5.5 ","","5.5","1400111","201314"
"Female ","* ","* ","* ","*","1400111","201415"
"Male ","* ","* ","* ","*","1400111","201415"
"Black or African American ","0 ","* ","0 ","*","1400111","201415"
"Hispanic or Latino ","0 ","* ","0 ","*","1400111","201415"
"White ","* ","* ","* ","*","1400111","201415"
"English Language Learners ","0 ","* ","0 ","*","1400111","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1400111","201415"
"Students with Disabilities ","* ","* ","* ","*","1400111","201415"
"School ","11 ","4.7 ","8 ","2.9","1400111","201415"
"District ","","6.8 ","","5.8","1400111","201415"
"Male * ","* ",NA,"* ","*","1400111","201516"
"Black or African American * ","* ",NA,"0 ","*","1400111","201516"
"Hispanic or Latino * ","* ",NA,"0 ","*","1400111","201516"
"White 10 ","4.5 ",NA,"* ","*","1400111","201516"
"English Language Learners * ","* ",NA,"0 ","*","1400111","201516"
"Eligible for Free or Reduced-Price Meals 7 ","11.1 ",NA,"* ","*","1400111","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1400111","201516"
"School 12 ","5.0 ",NA,"* ","*","1400111","201516"
"District ","7.0 ",NA,"","7.2","1400111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  24","",NA,"","","1400111","201516"
"Female ","* ","* ","* ","*","1400211","201314"
"Male ","* ","* ","* ","*","1400211","201314"
"Black or African American ","0 ","* ","* ","*","1400211","201314"
"Hispanic or Latino ","* ","* ","0 ","*","1400211","201314"
"White ","* ","* ","* ","*","1400211","201314"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","1400211","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1400211","201314"
"Students with Disabilities ","* ","* ","6 ","17.6","1400211","201314"
"School ","10 ","4.3 ","10 ","4.2","1400211","201314"
"District ","","5.5 ","","5.5","1400211","201314"
"Female ","* ","* ","* ","*","1400211","201415"
"Male ","* ","* ","* ","*","1400211","201415"
"Black or African American ","0 ","* ","0 ","*","1400211","201415"
"Hispanic or Latino ","* ","* ","* ","*","1400211","201415"
"White ","* ","* ","* ","*","1400211","201415"
"English Language Learners ","0 ","* ","0 ","*","1400211","201415"
"Eligible for Free or Reduced-Price Meals ","6 ","9.7 ","* ","*","1400211","201415"
"Students with Disabilities ","0 ","0.0 ","* ","*","1400211","201415"
"School ","13 ","5.4 ","8 ","3.2","1400211","201415"
"District ","","6.8 ","","5.8","1400211","201415"
"Male * ","* ","* ",NA,"*","1400211","201516"
"Black or African American 0 ","* ","0 ",NA,"*","1400211","201516"
"Hispanic or Latino 0 ","* ","0 ",NA,"*","1400211","201516"
"White * ","* ","* ",NA,"*","1400211","201516"
"English Language Learners 0 ","* ","0 ",NA,"*","1400211","201516"
"Eligible for Free or Reduced-Price Meals 7 ","11.7 ","* ",NA,"*","1400211","201516"
"Students with Disabilities * ","* ","* ",NA,"*","1400211","201516"
"School 10 ","4.6 ","6 ",NA,"2.8","1400211","201516"
"District ","7.0 ","",NA,"7.2","1400211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","","",NA,"","1400211","201516"
"Female ","8 ","4.2 ","8 ","4.1","1406211","201314"
"Male ","13 ","6.0 ","33 ","15.1","1406211","201314"
"Black or African American ","* ","* ","0 ","*","1406211","201314"
"Hispanic or Latino ","* ","* ","* ","*","1406211","201314"
"White ","19 ","4.9 ","38 ","9.7","1406211","201314"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","1406211","201314"
"Eligible for Free or Reduced-Price Meals ","8 ","10.4 ","14 ","15.9","1406211","201314"
"Students with Disabilities ","* ","* ","13 ","22.8","1406211","201314"
"School ","21 ","5.1 ","41 ","10.0","1406211","201314"
"District ","","5.5 ","","5.5","1406211","201314"
"Female ","17 ","9.3 ","7 ","3.8","1406211","201415"
"Male ","15 ","7.5 ","30 ","14.9","1406211","201415"
"Black or African American ","* ","* ","0 ","*","1406211","201415"
"Hispanic or Latino ","* ","* ","* ","*","1406211","201415"
"White ","29 ","8.2 ","* ","*","1406211","201415"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","1406211","201415"
"Eligible for Free or Reduced-Price Meals ","12 ","14.5 ","13 ","15.1","1406211","201415"
"Students with Disabilities ","9 ","17.0 ","16 ","28.5","1406211","201415"
"School ","32 ","8.4 ","37 ","9.6","1406211","201415"
"District ","","6.8 ","","5.8","1406211","201415"
"Male 17 ","8.0 ",NA,"40 ","18.7","1406211","201516"
"Black or African American * ","* ",NA,"* ","*","1406211","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","1406211","201516"
"White 31 ","8.1 ",NA,"47 ","12.2","1406211","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1406211","201516"
"Eligible for Free or Reduced-Price Meals 15 ","16.9 ",NA,"15 ","16.9","1406211","201516"
"Students with Disabilities * ","* ",NA,"17 ","27.0","1406211","201516"
"School 37 ","9.0 ",NA,"55 ","13.3","1406211","201516"
"District ","7.0 ",NA,"","7.2","1406211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  39","",NA,"","","1406211","201516"
"Female ","* ","* ","* ","*","1410111","201314"
"Male ","* ","* ","* ","*","1410111","201314"
"Black or African American ","0 ","* ","0 ","*","1410111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1410111","201314"
"White ","8 ","2.2 ","* ","*","1410111","201314"
"English Language Learners ","0 ","* ","0 ","*","1410111","201314"
"Eligible for Free or Reduced-Price Meals ","6 ","4.2 ","10 ","6.4","1410111","201314"
"Students with Disabilities ","* ","* ","* ","*","1410111","201314"
"School ","10 ","2.5 ","13 ","2.9","1410111","201314"
"District ","","5.7 ","","6.2","1410111","201314"
"Female ","* ","* ","0 ","0.0","1410111","201415"
"Male ","* ","* ","7 ","3.0","1410111","201415"
"Black or African American ","N/A ","N/A ","N/A ","N/A","1410111","201415"
"Hispanic or Latino ","0 ","* ","0 ","*","1410111","201415"
"White ","* ","* ","* ","*","1410111","201415"
"English Language Learners ","0 ","* ","0 ","*","1410111","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1410111","201415"
"Students with Disabilities ","* ","* ","* ","*","1410111","201415"
"School ","10 ","2.6 ","7 ","1.6","1410111","201415"
"District ","","5.5 ","","4.5","1410111","201415"
"Male * ","* ","16 ",NA,"6.9","1410111","201516"
"Black or African American * ","* ","0 ",NA,"*","1410111","201516"
"Hispanic or Latino * ","* ","* ",NA,"*","1410111","201516"
"White * ","* ","* ",NA,"*","1410111","201516"
"English Language Learners 0 ","* ","0 ",NA,"*","1410111","201516"
"Eligible for Free or Reduced-Price Meals * ","* ","8 ",NA,"6.0","1410111","201516"
"Students with Disabilities * ","* ","6 ",NA,"7.8","1410111","201516"
"School 8 ","2.2 ","16 ",NA,"3.9","1410111","201516"
"District ","7.7 ","",NA,"7.7","1410111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","","",NA,"","1410111","201516"
"Female ","* ","* ","7 ","4.2","1415111","201314"
"Male ","* ","* ","22 ","12.3","1415111","201314"
"Black or African American ","* ","* ","* ","*","1415111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1415111","201314"
