"","category","count","rate","school_id","year"
"4645","Learning Disability ","26 ","100.0","0275111","201516"
"4646","Other Health Impairment ","12 ","","0275111","201516"
"4647","Other Disabilities "," ","","0275111","201516"
"4648","Speech/Language Impairment "," ","","0275111","201516"
"4649","School ","51 ","89.5","0275111","201516"
"4650","District ","","83.5","0275111","201516"
"4651","Autism "," ","","0276111","201314"
"4652","Emotional Disturbance "," ","","0276111","201314"
"4653","Intellectual Disability ","0 ","0.0","0276111","201314"
"4654","Learning Disability ","16 ","","0276111","201314"
"4655","Other Health Impairment ","10 ","50.0","0276111","201314"
"4656","Other Disabilities "," ","","0276111","201314"
"4657","Speech/Language Impairment "," ","","0276111","201314"
"4658","School ","34 ","65.3","0276111","201314"
"4659","District ","","60.1","0276111","201314"
"4660","Autism "," ","","0276111","201415"
"4661","Emotional Disturbance "," ","","0276111","201415"
"4662","Intellectual Disability ","0 ","0.0","0276111","201415"
"4663","Learning Disability ","15 ","","0276111","201415"
"4664","Other Health Impairment ","12 ","57.1","0276111","201415"
"4665","Other Disabilities "," ","","0276111","201415"
"4666","Speech/Language Impairment ","6 ","","0276111","201415"
"4667","School ","39 ","73.5","0276111","201415"
"4668","District ","","75.6","0276111","201415"
"4669","Autism "," ","","0276111","201516"
"4670","Emotional Disturbance "," ","","0276111","201516"
"4671","Intellectual Disability "," ","","0276111","201516"
"4672","Learning Disability ","15 ","","0276111","201516"
"4673","Other Health Impairment ","9 ","","0276111","201516"
"4674","Other Disabilities "," ","","0276111","201516"
"4675","Speech/Language Impairment ","6 ","","0276111","201516"
"4676","School ","38 ","80.9","0276111","201516"
"4677","District ","","83.5","0276111","201516"
"4678","Autism "," ","","0280211","201314"
"4679","Emotional Disturbance "," ","","0280211","201314"
"4680","Intellectual Disability "," ","","0280211","201314"
"4681","Learning Disability ","38 ","100.0","0280211","201314"
"4682","Other Health Impairment ","17 ","","0280211","201314"
"4683","Other Disabilities "," ","","0280211","201314"
"4684","Speech/Language Impairment ","24 ","100.0","0280211","201314"
"4685","School ","93 ","98.9","0280211","201314"
"4686","District ","","90.5","0280211","201314"
"4687","Autism ","8 ","","0280211","201415"
"4688","Emotional Disturbance "," ","","0280211","201415"
"4689","Intellectual Disability "," ","","0280211","201415"
"4690","Learning Disability ","29 ","100.0","0280211","201415"
"4691","Other Health Impairment ","16 ","","0280211","201415"
"4692","Other Disabilities "," ","","0280211","201415"
"4693","Speech/Language Impairment ","28 ","100.0","0280211","201415"
"4694","School ","85 ","98.8","0280211","201415"
"4695","District ","","87.6","0280211","201415"
"4696","Autism ","8 ","","0280211","201415"
"4697","Emotional Disturbance "," ","","0280211","201415"
"4698","Intellectual Disability "," ","","0280211","201415"
"4699","Learning Disability ","29 ","100.0","0280211","201415"
"4700","Other Health Impairment ","16 ","","0280211","201415"
"4701","Other Disabilities "," ","","0280211","201415"
"4702","Speech/Language Impairment ","28 ","100.0","0280211","201415"
"4703","School ","85 ","98.8","0280211","201415"
"4704","District ","","87.6","0280211","201415"
"4705","Autism ","10 ","","0280211","201516"
"4706","Emotional Disturbance "," ","","0280211","201516"
"4707","Intellectual Disability "," ","","0280211","201516"
"4708","Learning Disability ","16 ","","0280211","201516"
"4709","Other Health Impairment ","15 ","","0280211","201516"
"4710","Other Disabilities ","0 ","0.0","0280211","201516"
"4711","Speech/Language Impairment ","27 ","100.0","0280211","201516"
"4712","School ","72 ","98.6","0280211","201516"
"4713","District ","","84.3","0280211","201516"
"4714","Autism ","10 ","","0280211","201516"
"4715","Emotional Disturbance "," ","","0280211","201516"
"4716","Intellectual Disability "," ","","0280211","201516"
"4717","Learning Disability ","16 ","","0280211","201516"
"4718","Other Health Impairment ","15 ","","0280211","201516"
"4719","Other Disabilities ","0 ","0.0","0280211","201516"
"4720","Speech/Language Impairment ","27 ","100.0","0280211","201516"
"4721","School ","72 ","98.6","0280211","201516"
"4722","District ","","84.3","0280211","201516"
"4723","Autism "," ","","0280411","201314"
"4724","Emotional Disturbance "," ","","0280411","201314"
"4725","Intellectual Disability "," ","","0280411","201314"
"4726","Learning Disability "," ","","0280411","201314"
"4727","Other Health Impairment "," ","","0280411","201314"
"4728","Other Disabilities ","0 ","0.0","0280411","201314"
"4729","Speech/Language Impairment ","16 ","","0280411","201314"
"4730","School ","28 ","93.3","0280411","201314"
"4731","District ","","90.5","0280411","201314"
"4732","Autism "," ","","0280411","201415"
"4733","Emotional Disturbance "," ","","0280411","201415"
"4734","Intellectual Disability "," ","","0280411","201415"
"4735","Learning Disability "," ","","0280411","201415"
"4736","Other Health Impairment "," ","","0280411","201415"
"4737","Other Disabilities "," ","","0280411","201415"
"4738","Speech/Language Impairment ","26 ","100.0","0280411","201415"
"4739","School ","34 ","94.4","0280411","201415"
"4740","District ","","87.6","0280411","201415"
"4741","Autism "," ","","0280411","201415"
"4742","Emotional Disturbance "," ","","0280411","201415"
"4743","Intellectual Disability "," ","","0280411","201415"
"4744","Learning Disability "," ","","0280411","201415"
"4745","Other Health Impairment "," ","","0280411","201415"
"4746","Other Disabilities "," ","","0280411","201415"
"4747","Speech/Language Impairment ","26 ","100.0","0280411","201415"
"4748","School ","34 ","94.4","0280411","201415"
"4749","District ","","87.6","0280411","201415"
"4750","Autism "," ","","0280411","201516"
"4751","Emotional Disturbance "," ","","0280411","201516"
"4752","Intellectual Disability "," ","","0280411","201516"
"4753","Learning Disability "," ","","0280411","201516"
"4754","Other Health Impairment "," ","","0280411","201516"
"4755","Other Disabilities "," ","","0280411","201516"
"4756","Speech/Language Impairment ","31 ","96.9","0280411","201516"
"4757","School ","40 ","95.2","0280411","201516"
"4758","District ","","84.3","0280411","201516"
"4759","Autism "," ","","0280411","201516"
"4760","Emotional Disturbance "," ","","0280411","201516"
"4761","Intellectual Disability "," ","","0280411","201516"
"4762","Learning Disability "," ","","0280411","201516"
"4763","Other Health Impairment "," ","","0280411","201516"
"4764","Other Disabilities "," ","","0280411","201516"
"4765","Speech/Language Impairment ","31 ","96.9","0280411","201516"
"4766","School ","40 ","95.2","0280411","201516"
"4767","District ","","84.3","0280411","201516"
"4768","Autism "," ","","0285111","201314"
"4769","Emotional Disturbance "," ","","0285111","201314"
"4770","Intellectual Disability "," ","","0285111","201314"
"4771","Learning Disability ","34 ","100.0","0285111","201314"
"4772","Other Health Impairment ","19 ","","0285111","201314"
"4773","Other Disabilities "," ","","0285111","201314"
"4774","Speech/Language Impairment ","13 ","","0285111","201314"
"4775","School ","76 ","98.7","0285111","201314"
"4776","District ","","90.5","0285111","201314"
"4777","Autism "," ","","0285111","201415"
"4778","Emotional Disturbance ","7 ","","0285111","201415"
"4779","Intellectual Disability "," ","","0285111","201415"
"4780","Learning Disability ","30 ","100.0","0285111","201415"
"4781","Other Health Impairment ","14 ","","0285111","201415"
"4782","Other Disabilities "," ","","0285111","201415"
"4783","Speech/Language Impairment ","12 ","","0285111","201415"
"4784","School ","69 ","98.5","0285111","201415"
"4785","District ","","87.6","0285111","201415"
"4786","Autism "," ","","0285111","201415"
"4787","Emotional Disturbance ","7 ","","0285111","201415"
"4788","Intellectual Disability "," ","","0285111","201415"
"4789","Learning Disability ","30 ","100.0","0285111","201415"
"4790","Other Health Impairment ","14 ","","0285111","201415"
"4791","Other Disabilities "," ","","0285111","201415"
"4792","Speech/Language Impairment ","12 ","","0285111","201415"
"4793","School ","69 ","98.5","0285111","201415"
"4794","District ","","87.6","0285111","201415"
"4795","Autism ","6 ","","0285111","201516"
"4796","Emotional Disturbance "," ","","0285111","201516"
"4797","Intellectual Disability "," ","","0285111","201516"
"4798","Learning Disability ","40 ","100.0","0285111","201516"
"4799","Other Health Impairment ","15 ","","0285111","201516"
"4800","Other Disabilities "," ","","0285111","201516"
"4801","Speech/Language Impairment ","16 ","","0285111","201516"
"4802","School ","84 ","98.8","0285111","201516"
"4803","District ","","84.3","0285111","201516"
"4804","Autism ","6 ","","0285111","201516"
"4805","Emotional Disturbance "," ","","0285111","201516"
"4806","Intellectual Disability "," ","","0285111","201516"
"4807","Learning Disability ","40 ","100.0","0285111","201516"
"4808","Other Health Impairment ","15 ","","0285111","201516"
"4809","Other Disabilities "," ","","0285111","201516"
"4810","Speech/Language Impairment ","16 ","","0285111","201516"
"4811","School ","84 ","98.8","0285111","201516"
"4812","District ","","84.3","0285111","201516"
"4813","Autism ","8 ","","0286111","201314"
"4814","Emotional Disturbance ","9 ","","0286111","201314"
"4815","Intellectual Disability "," ","","0286111","201314"
"4816","Learning Disability ","48 ","97.9","0286111","201314"
"4817","Other Health Impairment ","15 ","","0286111","201314"
"4818","Other Disabilities "," ","","0286111","201314"
"4819","Speech/Language Impairment ","10 ","","0286111","201314"
"4820","School ","97 ","88.1","0286111","201314"
"4821","District ","","90.5","0286111","201314"
"4822","Autism ","8 ","","0286111","201415"
"4823","Emotional Disturbance ","10 ","50.0","0286111","201415"
"4824","Intellectual Disability "," ","","0286111","201415"
"4825","Learning Disability ","49 ","96.0","0286111","201415"
"4826","Other Health Impairment ","15 ","","0286111","201415"
"4827","Other Disabilities "," ","","0286111","201415"
"4828","Speech/Language Impairment ","9 ","","0286111","201415"
"4829","School ","97 ","84.3","0286111","201415"
"4830","District ","","87.6","0286111","201415"
"4831","Autism "," ","","0286111","201516"
"4832","Emotional Disturbance ","11 ","45.8","0286111","201516"
"4833","Intellectual Disability "," ","","0286111","201516"
"4834","Learning Disability ","40 ","97.6","0286111","201516"
"4835","Other Health Impairment ","14 ","","0286111","201516"
"4836","Other Disabilities "," ","","0286111","201516"
"4837","Speech/Language Impairment ","9 ","","0286111","201516"
"4838","School ","84 ","77.1","0286111","201516"
"4839","District ","","84.3","0286111","201516"
"4840","Autism "," ","","0290111","201314"
"4841","Emotional Disturbance "," ","","0290111","201314"
"4842","Intellectual Disability "," ","","0290111","201314"
"4843","Learning Disability "," ","","0290111","201314"
"4844","Other Health Impairment "," ","","0290111","201314"
"4845","Other Disabilities "," ","","0290111","201314"
"4846","Speech/Language Impairment "," ","","0290111","201314"
"4847","School ","13 ","","0290111","201314"
"4848","District ","","92.9","0290111","201314"
"4849","Autism "," ","","0290111","201415"
"4850","Emotional Disturbance "," ","","0290111","201415"
"4851","Intellectual Disability "," ","","0290111","201415"
"4852","Learning Disability "," ","","0290111","201415"
"4853","Other Health Impairment "," ","","0290111","201415"
"4854","Other Disabilities "," ","","0290111","201415"
"4855","Speech/Language Impairment "," ","","0290111","201415"
"4856","School ","16 ","","0290111","201415"
"4857","District ","","88.9","0290111","201415"
"4858","Autism "," ","","0290111","201415"
"4859","Emotional Disturbance "," ","","0290111","201415"
"4860","Intellectual Disability "," ","","0290111","201415"
"4861","Learning Disability "," ","","0290111","201415"
"4862","Other Health Impairment "," ","","0290111","201415"
"4863","Other Disabilities "," ","","0290111","201415"
"4864","Speech/Language Impairment "," ","","0290111","201415"
"4865","School ","16 ","","0290111","201415"
"4866","District ","","88.9","0290111","201415"
"4867","Autism "," ","","0290111","201516"
"4868","Emotional Disturbance "," ","","0290111","201516"
"4869","Intellectual Disability "," ","","0290111","201516"
"4870","Learning Disability "," ","","0290111","201516"
"4871","Other Health Impairment "," ","","0290111","201516"
"4872","Other Disabilities "," ","","0290111","201516"
"4873","Speech/Language Impairment "," ","","0290111","201516"
"4874","School ","11 ","","0290111","201516"
"4875","District ","","66.7","0290111","201516"
"4876","Autism "," ","","0290111","201516"
"4877","Emotional Disturbance "," ","","0290111","201516"
"4878","Intellectual Disability "," ","","0290111","201516"
"4879","Learning Disability "," ","","0290111","201516"
"4880","Other Health Impairment "," ","","0290111","201516"
"4881","Other Disabilities "," ","","0290111","201516"
"4882","Speech/Language Impairment "," ","","0290111","201516"
"4883","School ","11 ","","0290111","201516"
"4884","District ","","66.7","0290111","201516"
"4885","Autism "," ","","0300111","201314"
"4886","Emotional Disturbance "," ","","0300111","201314"
"4887","Intellectual Disability "," ","","0300111","201314"
"4888","Learning Disability ","19 ","","0300111","201314"
"4889","Other Health Impairment ","10 ","","0300111","201314"
"4890","Other Disabilities ","0 ","0.0","0300111","201314"
"4891","Speech/Language Impairment "," ","","0300111","201314"
"4892","School ","37 ","92.5","0300111","201314"
"4893","District ","","78.5","0300111","201314"
"4894","Autism "," ","","0300111","201415"
"4895","Emotional Disturbance "," ","","0300111","201415"
"4896","Intellectual Disability "," ","","0300111","201415"
"4897","Learning Disability ","22 ","100.0","0300111","201415"
"4898","Other Health Impairment ","12 ","","0300111","201415"
"4899","Other Disabilities "," ","","0300111","201415"
"4900","Speech/Language Impairment "," ","","0300111","201415"
"4901","School ","43 ","97.7","0300111","201415"
"4902","District ","","80.8","0300111","201415"
"4903","Autism "," ","","0300111","201415"
"4904","Emotional Disturbance "," ","","0300111","201415"
"4905","Intellectual Disability "," ","","0300111","201415"
"4906","Learning Disability ","22 ","100.0","0300111","201415"
"4907","Other Health Impairment ","12 ","","0300111","201415"
"4908","Other Disabilities "," ","","0300111","201415"
"4909","Speech/Language Impairment "," ","","0300111","201415"
"4910","School ","43 ","97.7","0300111","201415"
"4911","District ","","80.8","0300111","201415"
"4912","Autism "," ","","0300111","201516"
"4913","Emotional Disturbance "," ","","0300111","201516"
"4914","Intellectual Disability "," ","","0300111","201516"
"4915","Learning Disability ","21 ","100.0","0300111","201516"
"4916","Other Health Impairment ","15 ","","0300111","201516"
"4917","Other Disabilities "," ","","0300111","201516"
"4918","Speech/Language Impairment "," ","","0300111","201516"
"4919","School ","45 ","100.0","0300111","201516"
"4920","District ","","78.4","0300111","201516"
"4921","Autism "," ","","0300111","201516"
"4922","Emotional Disturbance "," ","","0300111","201516"
"4923","Intellectual Disability "," ","","0300111","201516"
"4924","Learning Disability ","21 ","100.0","0300111","201516"
"4925","Other Health Impairment ","15 ","","0300111","201516"
"4926","Other Disabilities "," ","","0300111","201516"
"4927","Speech/Language Impairment "," ","","0300111","201516"
"4928","School ","45 ","100.0","0300111","201516"
"4929","District ","","78.4","0300111","201516"
"4930","Autism "," ","","0310111","201314"
"4931","Emotional Disturbance "," ","","0310111","201314"
"4932","Intellectual Disability "," ","","0310111","201314"
"4933","Learning Disability "," ","","0310111","201314"
"4934","Other Health Impairment "," ","","0310111","201314"
"4935","Other Disabilities "," ","","0310111","201314"
"4936","Speech/Language Impairment ","0 ","0.0","0310111","201314"
"4937","School ","10 ","","0310111","201314"
"4938","District ","","58.8","0310111","201314"
"4939","Autism "," ","","0310111","201415"
"4940","Emotional Disturbance "," ","","0310111","201415"
"4941","Intellectual Disability "," ","","0310111","201415"
"4942","Learning Disability "," ","","0310111","201415"
"4943","Other Health Impairment "," ","","0310111","201415"
"4944","Other Disabilities "," ","","0310111","201415"
"4945","Speech/Language Impairment "," ","","0310111","201415"
"4946","School ","9 ","","0310111","201415"
"4947","District ","","60.0","0310111","201415"
"4948","Autism "," ","","0310111","201415"
"4949","Emotional Disturbance "," ","","0310111","201415"
"4950","Intellectual Disability "," ","","0310111","201415"
"4951","Learning Disability "," ","","0310111","201415"
"4952","Other Health Impairment "," ","","0310111","201415"
"4953","Other Disabilities "," ","","0310111","201415"
"4954","Speech/Language Impairment "," ","","0310111","201415"
"4955","School ","9 ","","0310111","201415"
"4956","District ","","60.0","0310111","201415"
"4957","Autism "," ","","0310111","201516"
"4958","Emotional Disturbance "," ","","0310111","201516"
"4959","Intellectual Disability "," ","","0310111","201516"
"4960","Learning Disability ","7 ","","0310111","201516"
"4961","Other Health Impairment "," ","","0310111","201516"
"4962","Other Disabilities "," ","","0310111","201516"
"4963","Speech/Language Impairment "," ","","0310111","201516"
"4964","School ","12 ","","0310111","201516"
"4965","District ","","92.3","0310111","201516"
"4966","Autism "," ","","0310111","201516"
"4967","Emotional Disturbance "," ","","0310111","201516"
"4968","Intellectual Disability "," ","","0310111","201516"
"4969","Learning Disability ","7 ","","0310111","201516"
"4970","Other Health Impairment "," ","","0310111","201516"
"4971","Other Disabilities "," ","","0310111","201516"
"4972","Speech/Language Impairment "," ","","0310111","201516"
"4973","School ","12 ","","0310111","201516"
"4974","District ","","92.3","0310111","201516"
"4975","Autism "," ","","0320211","201314"
"4976","Emotional Disturbance "," ","","0320211","201314"
"4977","Intellectual Disability "," ","","0320211","201314"
"4978","Learning Disability "," ","","0320211","201314"
"4979","Other Health Impairment "," ","","0320211","201314"
"4980","Other Disabilities "," ","","0320211","201314"
"4981","Speech/Language Impairment ","7 ","","0320211","201314"
"4982","School ","14 ","","0320211","201314"
"4983","District ","","79.9","0320211","201314"
"4984","Autism "," ","","0320211","201415"
"4985","Emotional Disturbance "," ","","0320211","201415"
"4986","Intellectual Disability "," ","","0320211","201415"
"4987","Learning Disability "," ","","0320211","201415"
"4988","Other Health Impairment "," ","","0320211","201415"
"4989","Other Disabilities "," ","","0320211","201415"
"4990","Speech/Language Impairment ","6 ","","0320211","201415"
"4991","School ","15 ","68.1","0320211","201415"
"4992","District ","","76.6","0320211","201415"
"4993","Autism "," ","","0320211","201415"
"4994","Emotional Disturbance "," ","","0320211","201415"
"4995","Intellectual Disability "," ","","0320211","201415"
"4996","Learning Disability "," ","","0320211","201415"
"4997","Other Health Impairment "," ","","0320211","201415"
"4998","Other Disabilities "," ","","0320211","201415"
"4999","Speech/Language Impairment ","6 ","","0320211","201415"
"5000","School ","15 ","68.1","0320211","201415"
"5001","District ","","76.6","0320211","201415"
"5002","Autism "," ","","0320211","201516"
"5003","Emotional Disturbance "," ","","0320211","201516"
"5004","Intellectual Disability "," ","","0320211","201516"
"5005","Learning Disability "," ","","0320211","201516"
"5006","Other Health Impairment "," ","","0320211","201516"
"5007","Other Disabilities "," ","","0320211","201516"
"5008","Speech/Language Impairment "," ","","0320211","201516"
"5009","School ","16 ","76.2","0320211","201516"
"5010","District ","","79.2","0320211","201516"
"5011","Autism "," ","","0320211","201516"
"5012","Emotional Disturbance "," ","","0320211","201516"
"5013","Intellectual Disability "," ","","0320211","201516"
"5014","Learning Disability "," ","","0320211","201516"
"5015","Other Health Impairment "," ","","0320211","201516"
"5016","Other Disabilities "," ","","0320211","201516"
"5017","Speech/Language Impairment "," ","","0320211","201516"
"5018","School ","16 ","76.2","0320211","201516"
"5019","District ","","79.2","0320211","201516"
"5020","Autism "," ","","0320411","201314"
"5021","Emotional Disturbance "," ","","0320411","201314"
"5022","Intellectual Disability "," ","","0320411","201314"
"5023","Learning Disability ","22 ","100.0","0320411","201314"
"5024","Other Health Impairment "," ","","0320411","201314"
"5025","Other Disabilities "," ","","0320411","201314"
"5026","Speech/Language Impairment ","10 ","","0320411","201314"
"5027","School ","41 ","95.3","0320411","201314"
"5028","District ","","79.9","0320411","201314"
"5029","Autism "," ","","0320411","201415"
"5030","Emotional Disturbance "," ","","0320411","201415"
"5031","Intellectual Disability "," ","","0320411","201415"
"5032","Learning Disability ","21 ","95.4","0320411","201415"
"5033","Other Health Impairment "," ","","0320411","201415"
"5034","Other Disabilities "," ","","0320411","201415"
"5035","Speech/Language Impairment "," ","","0320411","201415"
"5036","School ","37 ","92.5","0320411","201415"
"5037","District ","","76.6","0320411","201415"
"5038","Autism "," ","","0320411","201415"
"5039","Emotional Disturbance "," ","","0320411","201415"
"5040","Intellectual Disability "," ","","0320411","201415"
"5041","Learning Disability ","21 ","95.4","0320411","201415"
"5042","Other Health Impairment "," ","","0320411","201415"
"5043","Other Disabilities "," ","","0320411","201415"
"5044","Speech/Language Impairment "," ","","0320411","201415"
"5045","School ","37 ","92.5","0320411","201415"
"5046","District ","","76.6","0320411","201415"
"5047","Autism "," ","","0320411","201516"
"5048","Emotional Disturbance "," ","","0320411","201516"
"5049","Intellectual Disability "," ","","0320411","201516"
"5050","Learning Disability ","20 ","90.9","0320411","201516"
"5051","Other Health Impairment "," ","","0320411","201516"
"5052","Other Disabilities "," ","","0320411","201516"
"5053","Speech/Language Impairment "," ","","0320411","201516"
"5054","School ","34 ","89.5","0320411","201516"
"5055","District ","","79.2","0320411","201516"
"5056","Autism "," ","","0320411","201516"
"5057","Emotional Disturbance "," ","","0320411","201516"
"5058","Intellectual Disability "," ","","0320411","201516"
"5059","Learning Disability ","20 ","90.9","0320411","201516"
"5060","Other Health Impairment "," ","","0320411","201516"
"5061","Other Disabilities "," ","","0320411","201516"
"5062","Speech/Language Impairment "," ","","0320411","201516"
"5063","School ","34 ","89.5","0320411","201516"
"5064","District ","","79.2","0320411","201516"
"5065","Autism "," ","","0325111","201314"
"5066","Emotional Disturbance "," ","","0325111","201314"
"5067","Intellectual Disability ","0 ","0.0","0325111","201314"
"5068","Learning Disability ","20 ","83.3","0325111","201314"
"5069","Other Health Impairment "," ","","0325111","201314"
"5070","Other Disabilities "," ","","0325111","201314"
"5071","Speech/Language Impairment "," ","","0325111","201314"
"5072","School ","34 ","79.0","0325111","201314"
"5073","District ","","79.9","0325111","201314"
"5074","Autism "," ","","0325111","201415"
"5075","Emotional Disturbance "," ","","0325111","201415"
"5076","Intellectual Disability "," ","","0325111","201415"
"5077","Learning Disability ","24 ","80.0","0325111","201415"
"5078","Other Health Impairment "," ","","0325111","201415"
"5079","Other Disabilities "," ","","0325111","201415"
"5080","Speech/Language Impairment "," ","","0325111","201415"
"5081","School ","31 ","79.4","0325111","201415"
"5082","District ","","76.6","0325111","201415"
"5083","Autism "," ","","0325111","201415"
"5084","Emotional Disturbance "," ","","0325111","201415"
"5085","Intellectual Disability "," ","","0325111","201415"
"5086","Learning Disability ","24 ","80.0","0325111","201415"
"5087","Other Health Impairment "," ","","0325111","201415"
"5088","Other Disabilities "," ","","0325111","201415"
"5089","Speech/Language Impairment "," ","","0325111","201415"
"5090","School ","31 ","79.4","0325111","201415"
"5091","District ","","76.6","0325111","201415"
"5092","Autism "," ","","0325111","201516"
"5093","Emotional Disturbance "," ","","0325111","201516"
"5094","Intellectual Disability "," ","","0325111","201516"
"5095","Learning Disability ","28 ","82.4","0325111","201516"
"5096","Other Health Impairment "," ","","0325111","201516"
"5097","Other Disabilities "," ","","0325111","201516"
"5098","Speech/Language Impairment "," ","","0325111","201516"
"5099","School ","38 ","79.2","0325111","201516"
"5100","District ","","79.2","0325111","201516"
"5101","Autism "," ","","0325111","201516"
"5102","Emotional Disturbance "," ","","0325111","201516"
"5103","Intellectual Disability "," ","","0325111","201516"
"5104","Learning Disability ","28 ","82.4","0325111","201516"
"5105","Other Health Impairment "," ","","0325111","201516"
"5106","Other Disabilities "," ","","0325111","201516"
"5107","Speech/Language Impairment "," ","","0325111","201516"
"5108","School ","38 ","79.2","0325111","201516"
"5109","District ","","79.2","0325111","201516"
"5110","Autism "," ","","0326111","201314"
"5111","Emotional Disturbance "," ","","0326111","201314"
"5112","Intellectual Disability "," ","","0326111","201314"
"5113","Learning Disability ","23 ","92.0","0326111","201314"
"5114","Other Health Impairment ","16 ","","0326111","201314"
"5115","Other Disabilities ","7 ","","0326111","201314"
"5116","Speech/Language Impairment "," ","","0326111","201314"
"5117","School ","63 ","85.1","0326111","201314"
"5118","District ","","79.9","0326111","201314"
"5119","Autism ","7 ","","0326111","201415"
"5120","Emotional Disturbance "," ","","0326111","201415"
"5121","Intellectual Disability "," ","","0326111","201415"
"5122","Learning Disability ","20 ","90.9","0326111","201415"
"5123","Other Health Impairment ","20 ","95.2","0326111","201415"
"5124","Other Disabilities "," ","","0326111","201415"
"5125","Speech/Language Impairment "," ","","0326111","201415"
"5126","School ","58 ","85.2","0326111","201415"
"5127","District ","","76.6","0326111","201415"
"5128","Autism "," ","","0326111","201516"
"5129","Emotional Disturbance ","8 ","","0326111","201516"
"5130","Intellectual Disability ","0 ","0.0","0326111","201516"
"5131","Learning Disability ","24 ","92.3","0326111","201516"
"5132","Other Health Impairment ","17 ","","0326111","201516"
"5133","Other Disabilities "," ","","0326111","201516"
"5134","Speech/Language Impairment "," ","","0326111","201516"
"5135","School ","54 ","85.7","0326111","201516"
"5136","District ","","79.2","0326111","201516"
"5137","Autism "," ","","0330211","201314"
"5138","Emotional Disturbance "," ","","0330211","201314"
"5139","Intellectual Disability "," ","","0330211","201314"
"5140","Learning Disability "," ","","0330211","201314"
"5141","Other Health Impairment "," ","","0330211","201314"
"5142","Other Disabilities ","0 ","0.0","0330211","201314"
"5143","Speech/Language Impairment ","10 ","","0330211","201314"
"5144","School ","14 ","70.0","0330211","201314"
"5145","District ","","72.8","0330211","201314"
"5146","Autism ","0 ","0.0","0330211","201415"
"5147","Emotional Disturbance "," ","","0330211","201415"
"5148","Intellectual Disability "," ","","0330211","201415"
"5149","Learning Disability "," ","","0330211","201415"
"5150","Other Health Impairment "," ","","0330211","201415"
"5151","Other Disabilities "," ","","0330211","201415"
"5152","Speech/Language Impairment "," ","","0330211","201415"
"5153","School ","12 ","","0330211","201415"
"5154","District ","","66.2","0330211","201415"
"5155","Autism ","0 ","0.0","0330211","201415"
"5156","Emotional Disturbance "," ","","0330211","201415"
"5157","Intellectual Disability "," ","","0330211","201415"
"5158","Learning Disability "," ","","0330211","201415"
"5159","Other Health Impairment "," ","","0330211","201415"
"5160","Other Disabilities "," ","","0330211","201415"
"5161","Speech/Language Impairment "," ","","0330211","201415"
"5162","School ","12 ","","0330211","201415"
"5163","District ","","66.2","0330211","201415"
"5164","Autism "," ","","0330211","201516"
"5165","Emotional Disturbance "," ","","0330211","201516"
"5166","Intellectual Disability "," ","","0330211","201516"
"5167","Learning Disability "," ","","0330211","201516"
"5168","Other Health Impairment "," ","","0330211","201516"
"5169","Other Disabilities ","0 ","0.0","0330211","201516"
"5170","Speech/Language Impairment ","11 ","","0330211","201516"
"5171","School ","20 ","90.9","0330211","201516"
"5172","District ","","73.6","0330211","201516"
"5173","Autism "," ","","0330211","201516"
"5174","Emotional Disturbance "," ","","0330211","201516"
"5175","Intellectual Disability "," ","","0330211","201516"
"5176","Learning Disability "," ","","0330211","201516"
"5177","Other Health Impairment "," ","","0330211","201516"
"5178","Other Disabilities ","0 ","0.0","0330211","201516"
"5179","Speech/Language Impairment ","11 ","","0330211","201516"
"5180","School ","20 ","90.9","0330211","201516"
"5181","District ","","73.6","0330211","201516"
"5182","Autism "," ","","0330311","201314"
"5183","Emotional Disturbance "," ","","0330311","201314"
"5184","Intellectual Disability ","0 ","0.0","0330311","201314"
"5185","Learning Disability ","11 ","","0330311","201314"
"5186","Other Health Impairment "," ","","0330311","201314"
"5187","Other Disabilities "," ","","0330311","201314"
"5188","Speech/Language Impairment ","12 ","","0330311","201314"
"5189","School ","32 ","71.1","0330311","201314"
"5190","District ","","72.8","0330311","201314"
"5191","Autism "," ","","0330311","201415"
"5192","Emotional Disturbance "," ","","0330311","201415"
"5193","Intellectual Disability ","0 ","0.0","0330311","201415"
"5194","Learning Disability ","9 ","","0330311","201415"
"5195","Other Health Impairment "," ","","0330311","201415"
"5196","Other Disabilities "," ","","0330311","201415"
"5197","Speech/Language Impairment ","15 ","","0330311","201415"
"5198","School ","32 ","62.7","0330311","201415"
"5199","District ","","66.2","0330311","201415"
"5200","Autism "," ","","0330311","201415"
"5201","Emotional Disturbance "," ","","0330311","201415"
"5202","Intellectual Disability ","0 ","0.0","0330311","201415"
"5203","Learning Disability ","9 ","","0330311","201415"
"5204","Other Health Impairment "," ","","0330311","201415"
"5205","Other Disabilities "," ","","0330311","201415"
"5206","Speech/Language Impairment ","15 ","","0330311","201415"
"5207","School ","32 ","62.7","0330311","201415"
"5208","District ","","66.2","0330311","201415"
"5209","Autism "," ","","0330311","201516"
"5210","Emotional Disturbance "," ","","0330311","201516"
"5211","Intellectual Disability "," ","","0330311","201516"
"5212","Learning Disability ","11 ","","0330311","201516"
"5213","Other Health Impairment ","7 ","","0330311","201516"
"5214","Other Disabilities "," ","","0330311","201516"
"5215","Speech/Language Impairment ","15 ","","0330311","201516"
"5216","School ","40 ","83.3","0330311","201516"
"5217","District ","","73.6","0330311","201516"
"5218","Autism "," ","","0330311","201516"
