"District","District Code","School","School Code","Special Education Status","Count","%"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Students with Disabilities",7,13.5
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Students with Disabilities",37,60.7
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Students with Disabilities",7,"*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Students with Disabilities",10,12.0
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Students with Disabilities",23,21.7
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Students with Disabilities","*","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Silas Deane Middle School","=""2410914""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Students with Disabilities","N/A","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Students with Disabilities",19,38.0
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Students with Disabilities",16,20.8
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Students with Disabilities","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Students with Disabilities","N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Students with Disabilities","N/A","N/A"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Students with Disabilities","N/A","N/A"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Students with Disabilities",23,24.5
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Students with Disabilities",11,13.4
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","Students with Disabilities","N/A","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Students with Disabilities","N/A","N/A"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Students with Disabilities","N/A","N/A"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Students with Disabilities","*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Students with Disabilities","*","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Students with Disabilities","*","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Students with Disabilities",13,12.0
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Students with Disabilities","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Students with Disabilities",10,6.1
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Students with Disabilities","N/A","N/A"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Students with Disabilities","*","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Students with Disabilities","N/A","N/A"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Students with Disabilities","*","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Students with Disabilities","N/A","N/A"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Students with Disabilities",12,25.0
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Students with Disabilities",6,7.6
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Students with Disabilities","N/A","N/A"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Students with Disabilities","N/A","N/A"
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""","Students with Disabilities","N/A","N/A"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Students with Disabilities",13,7.0
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Students with Disabilities","N/A","*"
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","Students with Disabilities",6,6.3
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","Students with Disabilities","*","*"
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","Students with Disabilities","*","*"
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","Students with Disabilities","*","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","Students with Disabilities","N/A","N/A"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","Students with Disabilities","N/A","N/A"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","Students with Disabilities","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Students with Disabilities",17,7.8
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""","Students with Disabilities","N/A","N/A"
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","Students with Disabilities","N/A","N/A"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","Students with Disabilities","*","*"
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","Students with Disabilities",6,9.2
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","Students with Disabilities","*","*"
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","Students with Disabilities","*","*"
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","Students with Disabilities",7,9.0
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Students with Disabilities",16,11.0
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","Students with Disabilities","*","*"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","Students with Disabilities","N/A","N/A"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Students with Disabilities",11,12.8
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Students with Disabilities",13,10.3
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","Students with Disabilities","N/A","N/A"
"Regional School District 18","=""2180012""","Center School","=""2180312""","Students with Disabilities","N/A","N/A"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","Students with Disabilities","N/A","N/A"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Students with Disabilities",9,17.0
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","Students with Disabilities","*","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","Students with Disabilities","N/A","N/A"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Students with Disabilities",17,10.6
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","Students with Disabilities","*","*"
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","Students with Disabilities","N/A","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Students with Disabilities","*","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Students with Disabilities","N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Students with Disabilities","N/A","N/A"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Students with Disabilities",19,13.8
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Students with Disabilities","*","*"
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""","Students with Disabilities","N/A","N/A"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Students with Disabilities","*","*"
"Newtown School District","=""0970011""","STARR","=""0979011""","Students with Disabilities","N/A","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Students with Disabilities","N/A","N/A"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Students with Disabilities","*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Students with Disabilities","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Students with Disabilities",26,24.1
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Students with Disabilities",14,14.9
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Students with Disabilities","N/A","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Students with Disabilities","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Students with Disabilities","*","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Students with Disabilities","*","*"
"Sharon School District","=""1250011""","TOTAL","=""1250211""","Students with Disabilities","N/A","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Students with Disabilities","*","*"
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","Students with Disabilities","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Students with Disabilities",21,31.3
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","Students with Disabilities",17,20.7
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Students with Disabilities","N/A","N/A"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Students with Disabilities","N/A","N/A"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Students with Disabilities","*","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Students with Disabilities","N/A","N/A"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Students with Disabilities","N/A","N/A"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Students with Disabilities",7,6.4
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Students with Disabilities",40,24.8
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Students with Disabilities","*","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","East - The Learning Center","=""1431811""","Students with Disabilities","N/A","*"
"Torrington School District","=""1430011""","East School","=""1430111""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","Pre-K SpEd","=""1431611""","Students with Disabilities","N/A","N/A"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Students with Disabilities",58,33.0
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Students with Disabilities",38,20.3
"Torrington School District","=""1430011""","Vogel-Wetmore / Reach","=""1431711""","Students with Disabilities","N/A","*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","Vogel-Wetmore/Outreach PreK","=""1431911""","Students with Disabilities","N/A","*"
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","Students with Disabilities","N/A","N/A"
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Students with Disabilities",12,7.8
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","Students with Disabilities","*","*"
"West Haven School District","=""1560011""","Forest School","=""1560311""","Students with Disabilities","N/A","N/A"
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","Students with Disabilities",21,14.9
"West Haven School District","=""1560011""","Life Skills","=""1560111""","Students with Disabilities","N/A","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","Students with Disabilities",7,"*"
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","Students with Disabilities","*","*"
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","Students with Disabilities","N/A","N/A"
"West Haven School District","=""1560011""","Washington School","=""1561211""","Students with Disabilities",6,9.2
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Students with Disabilities",40,21.1
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","Students with Disabilities","N/A","N/A"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Students with Disabilities","*","*"
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","Students with Disabilities","N/A","N/A"
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","Students with Disabilities","*","*"
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","Students with Disabilities","N/A","N/A"
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","Students with Disabilities","N/A","N/A"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Students with Disabilities","*","*"
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","Students with Disabilities","*","*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","Students with Disabilities","N/A","N/A"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Students with Disabilities",28,19.0
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","Students with Disabilities","N/A","N/A"
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","Students with Disabilities","*","*"
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","Students with Disabilities","N/A","N/A"
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""","Students with Disabilities","N/A","*"
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","Students with Disabilities","*","*"
"Regional School District 14","=""2140012""","Nonnewaug Chiefs Alternative Program","=""2140312""","Students with Disabilities","N/A","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Students with Disabilities",6,7.9
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","Students with Disabilities","*","*"
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""","Students with Disabilities","N/A","N/A"
"Regional School District 16","=""2160012""","Community School","=""2160212""","Students with Disabilities","N/A","N/A"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Students with Disabilities","N/A","N/A"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","Students with Disabilities",9,12.0
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Students with Disabilities","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Students with Disabilities",16,22.9
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Students with Disabilities",39,33.6
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""","Students with Disabilities","N/A","N/A"
"New London School District","=""0950011""","Jennings School","=""0950311""","Students with Disabilities",6,8.1
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Students with Disabilities",24,26.1
"New London School District","=""0950011""","New London High School","=""0956111""","Students with Disabilities",67,35.1
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Students with Disabilities",23,23.7
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Students with Disabilities","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Students with Disabilities","N/A","N/A"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Students with Disabilities","N/A","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Students with Disabilities",66,39.1
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Students with Disabilities","N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Students with Disabilities",6,3.8
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Students with Disabilities",15,12.3
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","Students with Disabilities","*","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","Students with Disabilities","*","*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Students with Disabilities","*","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","Students with Disabilities","*","*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","Students with Disabilities","N/A","N/A"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Students with Disabilities","*","*"
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""","Students with Disabilities","N/A","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Students with Disabilities",9,6.5
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Students with Disabilities","N/A","N/A"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","Students with Disabilities","N/A","N/A"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Students with Disabilities","N/A","N/A"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Students with Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","Students with Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Students with Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","Students with Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Students with Disabilities",14,18.9
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Students with Disabilities","N/A","N/A"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Students with Disabilities","*","*"
"Salisbury School District","=""1220011""","SELC","=""1220211""","Students with Disabilities","N/A","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Students with Disabilities","N/A","N/A"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","Students with Disabilities","*","*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","Students with Disabilities","N/A","N/A"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Students with Disabilities","N/A","N/A"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Students with Disabilities",10,11.5
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","Students with Disabilities","*","*"
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","Students with Disabilities","*","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Students with Disabilities","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Students with Disabilities",15,27.3
"Thompson School District","=""1410011""","District Autism Program","=""1410211""","Students with Disabilities","N/A","*"
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","Students with Disabilities","*","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Students with Disabilities","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Students with Disabilities","*","*"
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","Students with Disabilities","N/A","N/A"
"Tolland School District","=""1420011""","TALC","=""1420311""","Students with Disabilities","N/A","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Students with Disabilities",8,11.1
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Students with Disabilities","*","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Students with Disabilities",9,12.5
"West Hartford School District","=""1550011""","Achieve","=""1559111""","Students with Disabilities","N/A","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","Students with Disabilities","N/A","N/A"
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""","Students with Disabilities","N/A","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","Students with Disabilities","*","*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","Students with Disabilities",6,14.3
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","Students with Disabilities","N/A","N/A"
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","Students with Disabilities",6,16.2
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Students with Disabilities",33,19.5
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","Students with Disabilities","N/A","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Students with Disabilities",30,17.0
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","Students with Disabilities",15,11.9
"West Hartford School District","=""1550011""","Morley School","=""1550911""","Students with Disabilities","N/A","N/A"
"West Hartford School District","=""1550011""","Norfeldt Learning Center","=""1559411""","Students with Disabilities","N/A","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","Students with Disabilities","N/A","N/A"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Students with Disabilities","*","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","Students with Disabilities",21,17.1
"West Hartford School District","=""1550011""","Smith School","=""1551711""","Students with Disabilities","N/A","N/A"
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Students with Disabilities","N/A","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","Students with Disabilities","*","*"
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""","Students with Disabilities","N/A","*"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","Students with Disabilities","N/A","N/A"
"West Hartford School District","=""1550011""","Wolcott Learning Center","=""1559611""","Students with Disabilities","N/A","*"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","Students with Disabilities","*","*"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","Students with Disabilities",12,12.1
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","Students with Disabilities","N/A","N/A"
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","Students with Disabilities","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Students with Disabilities",11,14.9
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","Students with Disabilities","N/A","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Students with Disabilities",13,18.1
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","Students with Disabilities","*","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","Students with Disabilities","N/A","N/A"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Students with Disabilities",11,18.0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Students with Disabilities",11,15.1
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","Students with Disabilities","N/A","N/A"
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","Students with Disabilities",8,12.7
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","Students with Disabilities","N/A","N/A"
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","Students with Disabilities","N/A","N/A"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","Students with Disabilities","N/A","N/A"
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""","Students with Disabilities","N/A","N/A"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Students with Disabilities",6,10.9
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Students with Disabilities","*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Students with Disabilities","*","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Students with Disabilities","N/A","N/A"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Students with Disabilities",7,9.3
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Students with Disabilities","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Students with Disabilities",45,22.5
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Students with Disabilities","N/A","N/A"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","Students with Disabilities","*","*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","Students with Disabilities","N/A","N/A"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","Students with Disabilities","*","*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","Students with Disabilities","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Students with Disabilities","*","*"
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","Students with Disabilities","*","*"
"Portland School District","=""1130011""","Valley View School","=""1130211""","Students with Disabilities","N/A","N/A"
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","Students with Disabilities","N/A","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Students with Disabilities","N/A","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","Students with Disabilities","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Students with Disabilities",15,26.8
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","Students with Disabilities",7,15.9
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","Students with Disabilities",6,7.5
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","Students with Disabilities","N/A","N/A"
"Stratford School District","=""1380011""","ABA Second Hill Lane","=""1380611""","Students with Disabilities","N/A","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Students with Disabilities",9,"*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Students with Disabilities",23,27.1
"Stratford School District","=""1380011""","Chapel School","=""1380311""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","Students with Disabilities",17,37.8
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","Students with Disabilities",7,14.9
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","High School Sails","=""1380711""","Students with Disabilities","N/A","*"
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","IPP Classroom - Johnson","=""1381111""","Students with Disabilities","N/A","*"
"Stratford School District","=""1380011""","Intensive Need Classroom","=""1381711""","Students with Disabilities","N/A","*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","Students with Disabilities","*","*"
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","Students with Disabilities","*","*"
