"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Students with Disabilities",24,16.6,19,13.3,7,4.3,10,6.1,10,5.7
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","*","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Somers School District","=""1290011""","Aspire","=""1290511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Students with Disabilities",16,35.6,13,23.2,10,20.0,12,25.0,12,21.4
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Students with Disabilities",33,20.1,35,22.9,28,19.2,24,16.2,29,19.6
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Students with Disabilities",14,11.2,12,8.5,17,11.6,9,6.4,16,11.7
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Southington School District","=""1310011""","Achieve","=""1311711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Southington School District","=""1310011""","Alta","=""1310111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",8,"*",7,35.0
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","EASE","=""1310511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Students with Disabilities",8,7.6,7,6.4,6,5.2,"*","*","*","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Students with Disabilities",10,12.0,7,9.0,14,16.7,10,13.3,"*","*"
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Southington School District","=""1310011""","Preschool/ABA-Hatton School","=""1310311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Southington School District","=""1310011""","Preschool/ABA-South End School","=""1311911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*","N/A","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Students with Disabilities",34,13.9,46,17.7,37,13.7,29,12.2,24,10.9
"Southington School District","=""1310011""","Southington Public Schools Preschool Program","=""1312111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Southington School District","=""1310011""","Southington Public Schools Preschool Program at Hatton School","=""1312011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Students with Disabilities","*","*","N/A","N/A","*","*","N/A","N/A","*","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Students with Disabilities","*","*",6,17.6,"*","*",9,15.3,10,19.2
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","N/A","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Students with Disabilities",20,35.1,18,31.6,18,29.5,18,34.0,17,29.3
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Students with Disabilities",14,35.9,8,17.0,"*","*",7,16.3,"*","*"
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","Students with Disabilities","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Students with Disabilities","N/A","N/A","*","*",7,33.3,10,38.5,"*","*"
"Stamford Charter School for Excellence District","=""2960013""","Stamford Charter School for Excellence","=""2960113""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","Apples PreK","=""1350111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Students with Disabilities",11,12.5,7,7.4,9,9.5,"*","*",25,22.7
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Students with Disabilities",6,7.4,9,12.3,6,7.3,11,14.5,9,12.3
"Stamford School District","=""1350011""","Hart School","=""1352211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","Individuals Achieving Independence","=""1350211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Students with Disabilities",6,11.8,"*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","Preschool Team","=""1358011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Students with Disabilities",9,11.5,20,24.7,17,18.7,8,8.7,23,21.5
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A",6,7.8,6,7.8
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*",10,17.9
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Students with Disabilities",29,12.7,31,12.2,41,16.2,23,10.0,40,17.5
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","Students with Disabilities","*","*","*","*",6,7.4,"*","*","*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","*","*","*","*"
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","Students with Disabilities","*","*","*","*",10,14.1,11,16.7,8,10.7
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Students with Disabilities",46,19.2,23,9.7,28,11.0,23,10.3,30,12.4
"Stamford School District","=""1350011""","Westover School","=""1351411""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","Students with Disabilities",9,13.4,"N/A","N/A",7,10.9,"*","*","*","*"
"Stonington School District","=""1370011""","Community Classroom","=""1370811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","Students with Disabilities",13,20.6,11,18.3,7,11.9,"*","*","*","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","Students with Disabilities",7,14.0,6,9.8,7,13.7,8,12.5,"*","*"
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Students with Disabilities",17,21.8,20,24.1,14,16.9,19,21.8,25,30.9
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Stratford School District","=""1380011""","ABA Nichols","=""1382511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","ABA Second Hill Lane","=""1380611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stratford School District","=""1380011""","ABA Whitney","=""1382411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",9,"*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Students with Disabilities",13,16.7,23,25.0,15,16.3,23,27.1,14,13.3
"Stratford School District","=""1380011""","Chapel School","=""1380311""","Students with Disabilities",6,10.7,"*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","DLC Whitney","=""1382311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","Students with Disabilities",24,34.8,19,30.2,16,26.2,17,37.8,12,24.5
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","Students with Disabilities","*","*","*","*","*","*",7,14.9,"*","*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","Students with Disabilities",12,19.4,11,18.6,15,19.0,"*","*",10,14.5
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stratford School District","=""1380011""","High School Sails","=""1380711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""","Students with Disabilities","*","*","*","*","N/A","*","*","*","N/A","N/A"
"Stratford School District","=""1380011""","IPP Classroom - Johnson","=""1381111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stratford School District","=""1380011""","Intensive Need Classroom","=""1381711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Stratford School District","=""1380011""","Middle School Sails","=""1381811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""","Students with Disabilities",8,"*",13,"*",7,"*","N/A","N/A","N/A","N/A"
"Stratford School District","=""1380011""","Steps K-2 Nichols","=""1382611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","Straford Academy - Victoria Soto School","=""1382211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","Students with Disabilities",11,26.8,6,15.4,9,22.0,"*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Students with Disabilities",25,27.5,30,28.8,20,21.1,17,17.2,34,30.9
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","Students with Disabilities","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Students with Disabilities","*","*","N/A","N/A","*","*","N/A","N/A","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Students with Disabilities",10,12.2,10,12.3,14,17.9,10,11.5,29,28.7
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","Students with Disabilities",13,18.6,"*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Students with Disabilities","*","*",10,22.7,9,22.0,13,30.2,12,26.7
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Students with Disabilities",25,34.7,26,34.2,36,40.9,49,51.0,28,30.4
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Students with Disabilities","*","*","*","*",6,17.6,"*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Students with Disabilities",26,35.1,15,24.6,13,22.8,15,27.3,17,27.0
"Thompson School District","=""1410011""","District Autism Program","=""1410211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*",6,7.8
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Students with Disabilities","*","*",9,23.1,7,21.9,"*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Students with Disabilities","*","*",7,29.2,"*","*","*","*",6,26.1
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Tolland School District","=""1420011""","TALC","=""1420311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Students with Disabilities",8,11.6,11,16.9,18,26.9,8,11.1,10,12.8
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*","N/A","N/A"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Students with Disabilities",8,10.1,9,10.5,8,8.2,9,12.5,12,17.1
"Torrington School District","=""1430011""","ABC / Forbes School","=""1431511""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Torrington School District","=""1430011""","East - The Learning Center","=""1431811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Torrington School District","=""1430011""","East School","=""1430111""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Torrington School District","=""1430011""","East TPS - PreK - Reg Ed","=""1432211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Students with Disabilities",6,10.5,8,11.8,"*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","*"
"Torrington School District","=""1430011""","Pre-K SpEd","=""1431611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torringford / ABC","=""1432411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Torrington School District","=""1430011""","Torringford Community Outreach","=""1432311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Students with Disabilities",76,46.1,56,32.7,56,30.9,58,33.0,51,29.0
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Students with Disabilities",44,20.6,47,23.4,53,24.8,38,20.3,38,19.8
"Torrington School District","=""1430011""","Vogel-Wetmore / Reach","=""1431711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Students with Disabilities","*","*",6,6.5,9,8.5,"*","*","*","*"
"Torrington School District","=""1430011""","Vogel-Wetmore/Outreach PreK","=""1431911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Students with Disabilities","*","*","*","*",6,16.2,9,20.9,17,45.9
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Students with Disabilities","*","*","*","*","*","*",6,7.6,"*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Students with Disabilities","*","*","*","*","*","*","*","*","N/A","N/A"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","N/A","N/A","*","*"
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Students with Disabilities",11,7.1,18,11.0,19,10.7,13,7.0,7,3.6
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","*"
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""","Students with Disabilities","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","N/A"
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""","Students with Disabilities",8,24.2,24,68.6,"N/A","N/A","N/A","N/A","N/A","N/A"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Students with Disabilities","N/A","N/A","N/A","N/A",26,60.5,8,25.0,9,36.0
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Students with Disabilities",6,12.2,"N/A","N/A","*","*",8,13.6,12,24.5
"Unified School District #2","=""3470015""","Virtual Academy","=""3470215""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Students with Disabilities",24,36.9,28,34.6,26,26.8,29,43.3,29,70.7
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","*","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Students with Disabilities","*","*","*","*","*","*","*","*","N/A","N/A"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Students with Disabilities","N/A","N/A","*","*","*","*",7,15.2,"*","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*",7,"*","*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Students with Disabilities","*","*",8,13.8,"*","*",10,14.1,"*","*"
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Students with Disabilities","*","*","*","*",6,10.3,"*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Students with Disabilities",28,24.6,34,27.6,39,31.7,39,30.5,41,32.0
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Vernon School District","=""1460011""","VPS PreK Collaborative - YMCA","=""1460711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Students with Disabilities",27,27.3,23,25.8,12,15.0,18,21.7,20,20.2
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Students with Disabilities","*","*","N/A","N/A","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Students with Disabilities",12,52.2,6,"*","*","*",9,"*",9,"*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Students with Disabilities",15,13.9,10,10.5,11,10.6,9,10.2,"N/A","N/A"
