School Name,Organization Type,Organization Code,Location 1,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet
Expeditionary Learning Academy at Moylan School,Public Schools,0643211,"101 Catherine Street
Hartford, CT 06106
(41.746325, -72.69866)",06106,860-695-4500,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1998 0:00:00.000,0
Clintonville Elementary School,Public Schools,1010811,"456 Clintonville Rd.
North Haven, CT 06473-2815
(41.392125, -72.831832)",06473-2815,203-239-5865,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Strong Elementary School,Public Schools,1310811,"820 Marion Ave.
Plantsville, CT 06479-1461
(41.573823, -72.918323)",06479-1461,860-628-3314,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Turkey Hill School,Public Schools,1070411,"441 Turkey Hill Rd.
Orange, CT 06477-2218
(41.287757, -73.043264)",06477-2218,203-891-8040,0,0,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Deer Run School,Public Schools,0440111,"311 Foxon Rd.
East Haven, CT 06512-1449
(41.324894, -72.833959)",06512-1449,203-468-3324,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
East Granby School District,Public School Districts,0400011,"33 Turkey Hill Road, Box 674
East Granby, CT 06026
(41.944189, -72.732143)",06026,860-653-6486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Ansonia School District,Public School Districts,0020011,"42 Grove Street
Ansonia, CT 06401
(41.342326, -73.084377)",06401,203-736-5095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Brookfield High School,Public Schools,0186111,"45 Long Meadow Hill Rd.
Brookfield, CT 06804-1311
(41.479442, -73.390977)",06804-1311,203-775-7725,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Alma E. Pagels School,Public Schools,1560811,"26 Benham Hill Rd.
West Haven, CT 06516-6545
(41.242636, -72.987776)",06516-6545,203-931-6840,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Honeyspot School,Public Schools,1381611,"55 Fotch St.
Stratford, CT 06615
(41.180087, -73.142098)",06615,203-385-4188,0,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul2009 0:00:00.000,0
Augusta Lewis Troup School,Public Schools,0931511,"259 Edgewood Ave.
New Haven, CT 06511-4106
(41.312877, -72.942497)",06511-4106,475-220-3000,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2005 0:00:00.000,0
Barkhamsted Elementary School,Public Schools,0050111,"65 Ripley Hill Rd.
Barkhamsted, CT 06063
(41.911255, -72.991687)",06063,860-379-2729,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Lebanon Middle School,Public Schools,0715111,"891 Exeter Rd.
Lebanon, CT 06249-1742
(41.626708, -72.237758)",06249-1742,860-642-4702,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Prendergast School,Public Schools,0020811,"59 Finney St.
Ansonia, CT 06401
(41.333148, -73.059031)",06401,203-736-5080,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1999 0:00:00.000,0
Lebanon School District,Public School Districts,0710011,"891 Exeter Road
Lebanon, CT 06249
(41.626708, -72.237758)",06249,860-642-7795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Greenwich High School,Public Schools,0576111,"10 Hillside Rd.
Greenwich, CT 06830-4835
(41.041014, -73.611806)",06830-4835,203-625-8000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Newtown School District,Public School Districts,0970011,"3 Primrose Street
Newtown, CT 06470
(41.400475, -73.28486)",06470,203-426-7620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Brennan Rogers School,Public Schools,0932111,"200 Wilmot Rd.
New Haven, CT 06515
(41.34393, -72.957877)",06515,203-946-8640,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2010 0:00:00.000,0
Juliet W. Long School,Public Schools,0720311,"1854 Route12
Gales Ferry, CT 06335-1127
(41.452458, -72.071183)",06335-1127,860-464-2780,0,0,0,0,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Harding High School,Public Schools,0156311,"1734 Central Ave.
Bridgeport, CT 06610-2763
(41.192247, -73.167561)",06610-2763,203-576-7330,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Wequonnoc Magnet School,Public Schools,1041511,"155 Providence St.
Taftville, CT 06380-1150
(41.568803, -72.055072)",06380-1150,860-823-4210,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Waltersville School,Public Schools,0153011,"150 Hallett Street
Bridgeport, CT 06608-2618
(41.182071, -73.17622)",06608-2618,203-275-2400,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
MacDonough School,Public Schools,0830911,"66 Spring St.
Middletown, CT 06457-2262
(41.566289, -72.656452)",06457-2262,860-347-8553,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Chatfield-LoPresti School,Public Schools,1240211,"51 Skokorat St.
Seymour, CT 06483
(41.401956, -73.055486)",06483,203-888-4640,1,1,1,1,1,1,1,0,0,0,0,0,0,0,05Sep2012 0:00:00.000,0
Hartford Detention Center,State Agency Facilities,3480315,"920 Broad St.
Hartford, CT 06106
(41.75687, -72.687045)",06106,860-244-7965,0,0,0,0,0,0,0,0,0,1,1,1,1,1,14May2009 0:00:00.000,0
Amity Regional High School,Regional Schools,2056112,"25 Newton Rd.
Woodbridge, CT 06525-1598
(41.359751, -73.009544)",06525-1598,203-397-4830,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Two Rivers Magnet High School,Regional Education Service Center Schools,2416714,"160 Huyshope Avenue
Hartford, CT 06106
(41.75513, -72.6637)",06106,860-422-7095,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25Aug2012 0:00:00.000,1
Jumoke Academy,Public Charter Schools,2610113,"834 Asylum Ave.
Hartford, CT 06105
(41.769801, -72.692389)",06105,860-527-0575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1997 0:00:00.000,0
Sage Park Middle School,Public Schools,1645311,"25 Sage Park Rd.
Windsor, CT 06095-3328
(41.844494, -72.658604)",06095-3328,860-687-2030,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Regional School District 11,Regional School Districts,2110012,"304 Parish Hill Road, Box 277
Chaplin, CT 06235
(41.752211, -72.106912)",06235,860-455-9306,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
The Gilbert School,Endowed and Incorporated Academies Schools,9026122,"200 Williams Ave.
Winsted, CT 06098-1190
(41.929629, -73.071746)",06098-1190,860-379-8521,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Manson Youth Institution,State Agency Facilities,3361115,"42 Jarvis St.
Cheshire, CT 06410-1503
(41.526358, -72.902809)",06410-1503,203-806-2570,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
The Bridge Academy,Public Charter Schools,2696113,"160 Pulaski Street
Bridgeport, CT 06608
(41.184085, -73.184452)",06608,203-336-9999,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul1997 0:00:00.000,0
Windham School District,Public School Districts,1630011,"322 Prospect Street
Willimantic, CT 06226
(41.716613, -72.217237)",06226,860-465-2310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Oliver Wolcott Technical High School,CT Technical High Schools,9002216,"75 Oliver St.
Torrington, CT 06790-3859
(41.810103, -73.111698)",06790-3859,860-496-5300,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Quinebaug Middle College,Regional Education Service Center Schools,2536114,"742 Upper Maple St.
Danielson, CT 06239
(41.824637, -71.89371)",06239,860-932-4100,0,0,0,0,0,0,0,0,0,0,1,1,1,1,02Sep2008 0:00:00.000,1
Valley Regional High School,Regional Schools,2046112,"256 Kelsey Hill Rd.
Deep River, CT 06417-1699
(41.368612, -72.448243)",06417-1699,860-526-5328,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Woodstock Academy,Endowed and Incorporated Academies Schools,9036122,"57 Academy Rd.
Woodstock, CT 06281
(41.950829, -71.976045)",06281,860-928-6575,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Lyme-Old Lyme Middle School,Regional Schools,2185112,"53 Lyme St.
Old Lyme, CT 06371-2335
(41.317919, -72.329563)",06371-2335,860-434-2568,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
E. C. Goodwin Technical High School,CT Technical High Schools,9001916,"735 Slater Rd.
New Britain, CT 06053-2200
(41.687335, -72.806892)",06053-2200,860-827-7736,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Woodland Regional High School,Regional Schools,2166012,"135 Back Rimmon Rd.
Beacon Falls, CT 06403-1199
(41.424303, -73.079782)",06403-1199,203-881-5551,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Cider Mill School,Public Schools,1610711,"240 School Rd.
Wilton, CT 06897-2507
(41.206003, -73.43086)",06897-2507,203-762-3351,0,0,0,0,1,1,1,0,0,0,0,0,0,0,01Jul1997 0:00:00.000,0
North Street School,Public Schools,1650111,"325 North St.
Windsor Locks, CT 06096-1243
(41.938027, -72.648972)",06096-1243,860-292-5027,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Housatonic Valley Regional High School,Regional Schools,2016112,"246 Warren Turnpike Rd.
Falls Village, CT 06031-1600
(41.936234, -73.361111)",06031-1600,860-824-5123,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Ella T. Grasso Southeastern Technical High School,CT Technical High Schools,9002716,"189 Fort Hill Rd.
Groton, CT 06340-4803
(41.346058, -72.015424)",06340-4803,860-448-0220,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
EdAdvance,Regional Education Service Center School Districts,2420014,"355 Goshen Road, Box 909
Litchfield, CT 06759
(41.764261, -73.197972)",06759,860-567-0863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Academy of Aerospace and Engineering Elementary,Regional Education Service Center Schools,2410714,"525 Brook Street
Rocky Hill, CT 06067
(41.643315, -72.663277)",06067,860-529-1652,1,1,1,1,1,0,0,0,0,0,0,0,0,0,28Aug2013 0:00:00.000,1
Alfred W. Hanmer School,Public Schools,1590811,"50 Francis St.
Wethersfield, CT 06109-1801
(41.715593, -72.658709)",06109-1801,860-571-8370,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Arts at the Capitol Theater Magnet School (ACT),Regional Education Service Center Schools,2536014,"896 Main Street
Willimantic, CT 06226
(41.712616, -72.216053)",06226,860-465-5636,0,0,0,0,0,0,0,0,0,0,1,1,1,1,04Sep2007 0:00:00.000,1
H. H. Ellis Technical High School,CT Technical High Schools,9001316,"613 Upper Maple St.
Danielson, CT 06239
(41.819359, -71.892768)",06239,860-412-7500,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Coginchaug Regional High School,Regional Schools,2136112,"135 Pickett Ln.
Durham, CT 06422-2001
(41.475795, -72.672798)",06422-2001,860-349-7215,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Ana Grace Academy of the Arts Elementary School,Regional Education Service Center Schools,2410614,"20 Security Drive
Avon, CT 06001
(41.807617, -72.836212)",06001,860-726-9367,1,1,1,1,1,1,0,0,0,0,0,0,0,0,25Aug2012 0:00:00.000,1
Winchester School District,Public School Districts,1620011,"338 Main Street
Winsted, CT 06098
(41.921166, -73.068868)",06098,860-379-0706,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1996 0:00:00.000,0
Odyssey Community School,Public Charter Schools,2635113,"579 West Middle Tpke.
Manchester, CT 06040
(41.781054, -72.550379)",06040,860-645-1234,0,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Capital Preparatory Harbor School Inc.,Public Charter Schools,2970113,"777 Main Street
Bridgeport, CT 06604
(41.175364, -73.18844)",06604,475-422-5900,0,0,0,0,0,0,0,1,1,1,1,1,1,1,24Aug2015 0:00:00.000,
Six-Six Magnet School,Regional Education Service Center Schools,2430114,"601 Pearl Harbor St.
Bridgeport, CT 06610
(41.204206, -73.160224)",06610,203-330-6775,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2000 0:00:00.000,1
Brass City Charter School,Public Charter Schools,2900113,"212 Chestnut Ave.
Waterbury, CT 06710
(41.565133, -73.049736)",06710,203-527-5942,1,1,1,1,1,1,0,0,0,0,0,0,0,0,04Sep2013 0:00:00.000,
Woodbury Middle School,Regional Schools,2145112,"67 Washington Ave.
Woodbury, CT 06798-2816
(41.551094, -73.210385)",06798-2816,203-263-4306,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
New Haven Correctional Center,State Agency Facilities,3360915,"245 Whalley Ave.
New Haven, CT 06530
(41.31608, -72.940815)",06530,203-974-4111,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Thomas Edison Magnet Middle School,Regional Education Service Center Schools,2445114,"1355 North Broad St.
Meriden, CT 06450
(41.555134, -72.778621)",06450,203-639-8403,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2001 0:00:00.000,1
Emmett O'Brien Technical High School,CT Technical High Schools,9002516,"141 Prindle Ave.
Ansonia, CT 06401-2561
(41.33495, -73.063415)",06401-2561,203-732-1800,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Regional School District 16,Regional School Districts,2160012,"30 Coer Road
Prospect, CT 06712
(41.49618, -72.975125)",06712,203-758-6671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Emerson-Williams School,Public Schools,1590211,"461 Wells Rd.
Wethersfield, CT 06109-2867
(41.702219, -72.679541)",06109-2867,860-571-8360,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Beecher Road School,Public Schools,1670311,"40 Beecher Rd.
Woodbridge, CT 06525-2006
(41.33694, -73.007634)",06525-2006,203-389-2195,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul2012 0:00:00.000,0
The Burnham School,Regional Schools,2120112,"80 Main St.
Bridgewater, CT 06752-1518
(41.530759, -73.365345)",06752-1518,860-354-5559,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Side By Side Charter School,Public Charter Schools,2700113,"10 Chestnut St.
Norwalk, CT 06854
(41.095752, -73.420277)",06854,203-857-0306,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Path Academy,Public Charter Schools,2930113,"832-842 Main Street
Willimantic, CT 06226
(41.712364, -72.214837)",06226,860-336-4200,0,0,0,0,0,0,0,0,0,0,1,1,1,1,18Aug2014 0:00:00.000,
Regional School District 12,Regional School Districts,2120012,"11 A School Street, PO Box 386
Washington Depot, CT 06794
(41.63813, -73.318285)",06794,860-868-6100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Marine Science Magnet High School of Southeastern Connecticut,Regional Education Service Center Schools,2456114,"130 Shennecossett Road
Groton, CT 06340
(41.336769, -72.071481)",06340,860-434-4800,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2011 0:00:00.000,1
John F. Kennedy School,Public Schools,1640811,"530 Park Ave.
Windsor, CT 06095-3225
(41.836521, -72.674828)",06095-3225,860-687-2060,0,0,0,0,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Warren Elementary School,Regional Schools,2060312,"21 Sackett Hill Rd.
Warren, CT 06754-1713
(41.740516, -73.34782)",06754-1713,860-868-2223,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Common Ground High School,Public Charter Schools,2686113,"358 Springside Ave.
New Haven, CT 06515
(41.33769, -72.958393)",06515,203-389-4333,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1997 0:00:00.000,0
York Correctional Institution,State Agency Facilities,3362515,"201 West Main St.
Niantic, CT 06357
(41.31901, -72.235047)",06357,860-451-3228,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Hartford Correctional Center,State Agency Facilities,3360615,"177 Weston St.
Hartford, CT 06120-1514
(41.792496, -72.660232)",06120-1514,860-240-1865,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Center School,Public Schools,1600111,"12 Old Farms Rd.
West Willington, CT 06279-1732
(41.873456, -72.262578)",06279-1732,860-429-9367,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Killingworth Elementary School,Regional Schools,2170312,"340 Route 81
Higganum, CT 06419-1299
(41.474062, -72.556065)",06419-1299,860-663-1121,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Bethlehem Elementary School,Regional Schools,2140112,"92 East St.
Bethlehem, CT 06751-1802
(41.63983, -73.199359)",06751-1802,203-266-7506,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Northern Correctional Institution,State Agency Facilities,3362615,"287 Bilton Rd.
Somers, CT 06071
(42.02138, -72.502358)",06071,860-763-8694,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2001 0:00:00.000,0
Laurel Ledge School,Regional Schools,2160112,"30 Highland Ave.
Beacon Falls, CT 06403-1199
(41.446371, -73.060227)",06403-1199,203-729-5355,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Booker T. Washington Academy,Public Charter Schools,2950113,"804 State Street
New Haven, CT 06511
(41.312332, -72.91482)",06511,203-691-6535,0,1,1,1,1,0,0,0,0,0,0,0,0,0,10Sep2014 0:00:00.000,
The Friendship School,Regional Education Service Center Schools,2450214,"24 Rope Ferry Rd.
Waterford, CT 06385
(41.341828, -72.133762)",06385,860-447-4049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01Jul2005 0:00:00.000,1
BRAVE,State Agency Facilities,3481115,"123 Washington St
Hartford, CT 06106
(41.758771, -72.682223)",06106,203-848-1238,0,0,0,0,0,0,0,0,0,1,1,1,1,1,05Jan2010 0:00:00.000,0
John Lyman School,Regional Schools,2130512,"106 Way Rd.
Middlefield, CT 06455-1059
(41.517453, -72.725198)",06455-1059,860-349-7240,0,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Integrated Day Charter School,Public Charter Schools,2640113,"68 Thermos Ave.
Norwich, CT 06360
(41.509517, -72.077206)",06360,860-892-1900,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Wolcott School District,Public School Districts,1660011,"154 Center Street
Wolcott, CT 06716
(41.601665, -72.975748)",06716,203-879-8183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Oliver Ellsworth School,Public Schools,1640911,"730 Kennedy Ave.
Windsor, CT 06095-1925
(41.882785, -72.642597)",06095-1925,860-687-2070,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Walter G. Cady School,State Agency Facilities,3476715,"1225 Silver St.
Middletown, CT 06457
(41.558004, -72.621113)",06457,860-638-2700,0,0,0,0,0,0,0,1,1,1,1,1,1,1,01Jul2001 0:00:00.000,0
Lyme Consolidated School,Regional Schools,2180112,"478 Hamburg Road
Lyme, CT 06371
(41.412906, -72.336843)",06371,860-434-1233,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Clover Street School,Public Schools,1640111,"57 Clover St.
Windsor, CT 06095-3708
(41.831323, -72.662615)",06095-3708,860-687-2050,0,0,0,0,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Frisbie School,Public Schools,1660211,"24 Todd Rd.
Wolcott, CT 06716-2821
(41.577515, -72.978385)",06716-2821,203-879-8146,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Regional School District 14,Regional School Districts,2140012,"5 Minortown Road, PO Box 469
Woodbury, CT 06798
(41.557387, -73.188347)",06798,203-263-4339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Wilton High School,Public Schools,1616111,"395 Danbury Rd.
Wilton, CT 06897-2006
(41.210942, -73.431886)",06897-2006,203-762-0381,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Harwinton Consolidated School,Regional Schools,2100312,"115 Litchfield Rd.
Hawrinton, CT 06791-2204
(41.769576, -73.070574)",06791-2204,860-485-9029,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Staples High School,Public Schools,1586111,"70 North Ave.
Westport, CT 06880-2720
(41.154146, -73.331671)",06880-2720,203-341-1210,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Wamogo Regional High School,Regional Schools,2066112,"98 Wamogo Rd.
Litchfield, CT 06759-3204
(41.727151, -73.22482)",06759-3204,860-567-7410,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Natchaug School,Public Schools,1630111,"123 Jackson St.
Willimantic, CT 06226
(41.714051, -72.206838)",06226,860-465-2380,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Goshen Center School,Regional Schools,2060112,"50 North St.
Goshen, CT 06756-1509
(41.834875, -73.228525)",06756-1509,860-491-6020,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Woodstock Elementary School,Public Schools,1690211,"24 Frog Pond Rd.
Woodstock, CT 06281-3009
(41.943138, -71.962456)",06281-3009,860-928-0471,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Haddam-Killingworth Middle School,Regional Schools,2175112,"451 Route 81
Killingworth, CT 06419
(41.385853, -72.564467)",06419,860-663-1241,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Children's Place School,State Agency Facilities,3470115,"36 Gardner St.
East Windsor, CT 06088
(41.93074, -72.615131)",06088,860-292-4048,0,0,0,0,0,1,1,1,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Learn,Regional Education Service Center School Districts,2450014,"44 Hatchetts Hill Road
Old Lyme, CT 06371
(41.317899, -72.266061)",06371,860-434-4800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Windsor Locks School District,Public School Districts,1650011,"58 South Elm Street
Windsor Locks, CT 06096
(41.921339, -72.647884)",06096,860-292-5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Willington School District,Public School Districts,1600011,"40A Old Farms Road,
Willington, CT 06279
(41.870603, -72.260134)",06279,860-487-3130,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
Bridgeport Detention Center,State Agency Facilities,3480115,"60 Housatonic Ave
Bridgeport, CT 06604
(41.182747, -73.189506)",06604,203-579-3671,0,0,0,0,0,0,0,0,0,1,1,1,1,1,14May2009 0:00:00.000,0
Center School,Regional Schools,2180312,"49 Lyme St.
Old Lyme, CT 06371-2335
(41.317459, -72.329633)",06371-2335,860-434-7238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Samuel B. Webb Elementary School,Public Schools,1591211,"51 Willow St.
Wethersfield, CT 06109-2798
(41.698933, -72.690763)",06109-2798,860-571-8340,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1997 0:00:00.000,0
Frank Ward Strong School,Regional Schools,2135112,"191 Main Street
Durham, CT 06422
(41.477397, -72.680938)",06422,860-349-7222,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Wilton School District,Public School Districts,1610011,"395 Danbury Road, Box 277
Wilton, CT 06897
(41.210942, -73.431886)",06897,203-762-3381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Mile Creek School,Regional Schools,2180212,"205 Mile Creek Rd.
Old Lyme, CT 06371
(41.296603, -72.283729)",06371,860-434-2209,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Windsor Locks Middle School,Public Schools,1655111,"7 Center St.
Windsor Locks, CT 06096-2312
(41.926864, -72.633177)",06096-2312,860-292-5012,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
TRAC Program,State Agency Facilities,3481015,"550 Goshen Rd
Litchfield, CT 06759
(41.780676, -73.206003)",06759,203-401-2066,0,0,0,0,0,0,0,0,0,0,1,1,1,1,14May2009 0:00:00.000,0
Wethersfield School District,Public School Districts,1590011,"51 Willow Street
Wethersfield, CT 06109
(41.698933, -72.690763)",06109,860-571-8110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Tyrrell Middle School,Public Schools,1665111,"500 Todd Rd.
Wolcott, CT 06716-3144
(41.556446, -72.967019)",06716-3144,203-879-8151,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1997 0:00:00.000,0
Windsor Locks High School,Public Schools,1656111,"58 South Elm St.
Windsor Locks, CT 06096-2399
(41.921339, -72.647884)",06096-2399,860-292-5032,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Office of Early Childhood (OEC),State Agencies,3490015,"460 Capitol Avenue
Hartford, CT 06106
(41.76359, -72.691281)",06106,860-418-6148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01Jul2000 0:00:00.000,0
Regional School District 15,Regional School Districts,2150012,"286 Whittemore Road, Box 395
Middlebury, CT 06762
(41.527037, -73.091014)",06762,203-758-8259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Henry Abbott Technical High School,CT Technical High Schools,9001216,"21 Hayestown Ave.
Danbury, CT 06811
(41.413187, -73.452986)",06811,203-797-4460,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Public Safety Academy,Regional Education Service Center Schools,2415214,"1617 King Street
Enfield, CT 06082
(41.948744, -72.602053)",06082,860-253-0274,0,0,0,0,0,0,0,0,1,1,1,1,1,1,28Aug2008 0:00:00.000,1
Woodstock School District,Public School Districts,1690011,"147 A Route 169
Woodstock, CT 06281
(41.927267, -71.956749)",06281,860-928-7453,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul1996 0:00:00.000,0
