"school_code","district_code","type","district","school","street","city","state","zip","phone","fax","website","education_program","program_type","inter_district_magnet","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12"
"3361115","3360015","State Agency Facilities","Unified School District #1","Manson Youth Institution","42 Jarvis St.","Cheshire","CT","06410-1503","203-806-2570","","","","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"3360915","3360015","State Agency Facilities","Unified School District #1","New Haven Correctional Center","245 Whalley Ave.","New Haven","CT","06530","203-974-4111 x2057","","https://","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"3362615","3360015","State Agency Facilities","Unified School District #1","Northern Correctional Institution","287 Bilton Rd.","Somers","CT","06071","860-763-8694","","https://","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"3361215","3360015","State Agency Facilities","Unified School District #1","Osborn Correctional Institution","P.O. Box 100","Somers","CT","06071","860-814-4783","","https://","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"3361315","3360015","State Agency Facilities","Unified School District #1","Robinson Correctional Institution","P.O. Box 1400","Enfield","CT","06083-1400","860-253-8392","","https://","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"3360015","3360015","State Agencies","Unified School District #1","Unified School District #1","24 Wolcott Hill Road","Wethersfield","CT","06109","860-692-7537","","","","","","","","","","","","","","","","","","",""
"3361515","3360015","State Agency Facilities","Unified School District #1","Willard/Cybulski Correctional Institution","391 Shaker Rd.","Enfield","CT","06082-2329","860-763-6190","","https://","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"3362515","3360015","State Agency Facilities","Unified School District #1","York Correctional Institution","201 West Main St.","Niantic","CT","06357","860-451-3228","","https://","","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"3470115","3470015","State Agency Facilities","Unified School District #2","Children's Place School","36 Gardner St.","East Windsor","CT","06088","860-292-4048","","","","","","0","0","0","0","0","1","1","1","1","1","1","1","1","1"
"3470315","3470015","State Agency Facilities","Unified School District #2","Riverview School","915 River Rd.","Middletown","CT","06457","860-704-4020","","","","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"3470015","3470015","State Agencies","Unified School District #2","Unified School District #2","505 Hudson Street","Hartford","CT","06106","860-550-6416","","ct.gov/dcf","","","","","","","","","","","","","","","","",""
"3470215","3470015","Program","Unified School District #2","Virtual Academy","505 Hudson St","Hartford","CT","06106","860-550-6300","","www.ct.gov","","Dropout Diversion/Credit Recovery","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"3476715","3470015","State Agency Facilities","Unified School District #2","Walter G. Cady School","1225 Silver St.","Middletown","CT","06457","860-638-2700","","","","","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1450111","1450011","Public Schools","Union School District","Union Elementary School","18 Kinney Hollow Rd.","Union","CT","06076-4922","860-684-3146","","www.unionconnecticut.org","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1450011","1450011","Public School Districts","Union School District","Union School District","18 Kinney Hollow Road","Union","CT","06076","860-684-3146","","www.unionconnecticut.org","","","","","","","","","","","","","","","","",""
"9470038","9470038","Colleges and Universities","University of Connecticut","University of Connecticut","2131 Hillside Rd.,   Unit #3088","Storrs","CT","06269","860-486-2000","","","","","","","","","","","","","","","","","","",""
"1461411","1460011","Public Schools","Vernon School District","Center Road School","20 Center Rd.","Vernon","CT","06066-5102","860-870-6300","","www.vernonschools.com/L1/Elements/CRS/CRS.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1460111","1460011","Public Schools","Vernon School District","Lake Street School","201 Lake St.","Vernon","CT","06066-6245","860-870-6085","","www.vernonschools.com/L1/Elements/LSS/LSS.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1460211","1460011","Public Schools","Vernon School District","Maple Street School","20 Maple St.","Rockville","CT","06066-3026","860-870-6175","","www.vernonschools.com/L1/Elements/MSS/MSS.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1469011","1460011","Program","Vernon School District","Next Step Program (AACBP)","33 West Main St.","Rockville","CT","06066","860-870-3073","","","","Transition Community-Based","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1460311","1460011","Public Schools","Vernon School District","Northeast School","69 East St.","Rockville","CT","06066-3837","860-870-6080","","www.vernonschools.com/L1/Elements/NES/NES.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1466111","1460011","Public Schools","Vernon School District","Rockville High School","70 Loveland Hill","Vernon","CT","06066-2304","860-870-6050","","www.rockvillehighschool.org/","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1461011","1460011","Public Schools","Vernon School District","Skinner Road School","90 Skinner Rd.","Vernon","CT","06066-2723","860-870-6180","","www.vernonschools.com/SRS/srs.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1460117","1460011","Adult Education Providers","Vernon School District","Vernon Adult Education","30 Park Street","Vernon","CT","06066","860-870-6000","860-870-6583","www.vrabe.org","","","","","","","","","","","","","","","","",""
"1465111","1460011","Public Schools","Vernon School District","Vernon Center Middle School","777 Hartford Tpke.","Vernon","CT","06066-5126","860-870-6070","","www.vernonschools.com/vps/vcms/vcms_files/index.htm","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1460011","1460011","Public School Districts","Vernon School District","Vernon School District","30 Park Street, Box 600","Vernon","CT","06066","860-870-6000","","www.vernonschools.com/","","","","","","","","","","","","","","","","",""
"1470111","1470011","Public Schools","Voluntown School District","Voluntown Elementary School","195 Main Street","Voluntown","CT","06384-0129","860-376-2325","","www.voluntownct.org","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1470011","1470011","Public School Districts","Voluntown School District","Voluntown School District","Po Box 129, 195 Main Stre","Voluntown","CT","06384","860-376-9167","","www.voluntownct.org","","","","","","","","","","","","","","","","",""
"1489011","1480011","Program","Wallingford School District","A.R.T.S. Academy","70 Pond Hill Road","Wallingford","CT","06492-4809","203-294-6290","203-294-6299","www.wallingford.k12.ct.us/page.cfm?p12522","","Special Education","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1481011","1480011","Public Schools","Wallingford School District","Cook Hill School","57 Hall Road","Wallingford","CT","06492","203-284-5400","203-284-5439","www.wallingford.k12.ct.us/page.cfm?p12026","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1485211","1480011","Public Schools","Wallingford School District","Dag Hammarskjold Middle School","106 Pond Hill Road","Wallingford","CT","06492-4809","203-294-3700","203-294-3749","www.wallingford.k12.ct.us/page.cfm?p11429","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1480511","1480011","Program","Wallingford School District","Education Enhancement Program","142 Hope Hill Road","Wallingford","CT","06492","203-294-3905","203-294-3939","www.wallingford.k12.ct.us/page.cfm?p13380","","Alternative","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1480911","1480011","Public Schools","Wallingford School District","Evarts C. Stevens School","18 Kondracki Lane","Wallingford","CT","06492-4938","203-294-3750","203-294-3779","www.wallingford.k12.ct.us/page.cfm?p12161","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1489211","1480011","Program","Wallingford School District","Harvest Park","415 Church Street","Yalesville","CT","06492-2281","203-294-6290","","www.wallingford.k12.ct.us/page.cfm?p12522","","Special Education","","0","0","1","1","1","1","1","0","0","0","0","0","0","0"
"1480211","1480011","Public Schools","Wallingford School District","Highland School","200 Highland Avenue","Wallingford","CT","06492-2135","203-294-3970","203-294-3999","www.wallingford.k12.ct.us/page.cfm?p12114","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1485311","1480011","Public Schools","Wallingford School District","James H. Moran Middle School","141 Hope Hill Road","Wallingford","CT","06492-2227","203-741-2900","203-741-2939","www.wallingford.k12.ct.us/page.cfm?p11520","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1486111","1480011","Public Schools","Wallingford School District","Lyman Hall High School","70 Pond Hill Road","Wallingford","CT","06492-4809","203-294-5350","203-294-5353","www.wallingford.k12.ct.us/page.cfm?p11176","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1486211","1480011","Public Schools","Wallingford School District","Mark T. Sheehan High School","142 Hope Hill Road","Wallingford","CT","06492-2254","203-294-5900","203-294-5980","www.wallingford.k12.ct.us/page.cfm?p11355","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1480111","1480011","Public Schools","Wallingford School District","Moses Y. Beach School","304 North Main Street","Wallingford","CT","06492-3735","203-294-3940","203-294-3969","www.wallingford.k12.ct.us/page.cfm?p12068","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1489111","1480011","Program","Wallingford School District","Multi-Vocational Life Skills Program","70 Pond Hill Road","Wallingford","CT","06492-4809","203-294-5350","203-294-5353","www.wallingford.k12.ct.us/page.cfm?p12522","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1480311","1480011","Public Schools","Wallingford School District","Parker Farms School","30 Parker Farms Road","Wallingford","CT","06492-2972","203-294-6200","203-294-6229","www.wallingford.k12.ct.us/page.cfm?p12264","","","","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1481211","1480011","Public Schools","Wallingford School District","Pond Hill School","299 Pond Hill Road","Wallingford","CT","06492-5319","203-294-6230","203-294-6259","www.wallingford.k12.ct.us/page.cfm?p12220","","","","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1480411","1480011","Public Schools","Wallingford School District","Rock Hill School","910 Old Rock Hill Road","Wallingford","CT","06492-2528","203-294-6260","203-294-6289","www.wallingford.k12.ct.us/page.cfm?p12187","","","","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1480117","1480011","Adult Education Providers","Wallingford School District","Wallingford Adult Education","37 Hall Avenue","Wallingford","CT","06492","203-294-3900","203-294-3929","www.wallingfordadulted.org","","","","","","","","","","","","","","","","",""
"1480011","1480011","Public School Districts","Wallingford School District","Wallingford School District","100 South Turnpike Road","Wallingford","CT","06492","203-949-6500","","wallingford.ccsct.com/","","","","","","","","","","","","","","","","",""
"1480811","1480011","Public Schools","Wallingford School District","Yalesville School","415 Church Street","Yalesville","CT","06492-2281","203-284-6900","203-284-6929","www.wallingford.k12.ct.us/page.cfm?p12307","","","","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1512111","1510011","Public Schools","Waterbury School District","B. W. Tinker School","809 Highland Ave.","Waterbury","CT","06708-4601","203-574-8186","","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1510411","1510011","Program","Waterbury School District","B.W. Tinker BDLC","809 Highland Ave","Waterbury","CT","06708","203-574-8186","","www.waterbury.k12.ct.us","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1514611","1510011","Program","Waterbury School District","Bucks Hill Autism","330 Bucks Hill Road","Waterbury","CT","06704","203-574-8000","","www.waterbury.k12.ct.us","","Special Education","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1514311","1510011","Program","Waterbury School District","Bucks Hill Bilingual","330 Bucks Hill Road","Waterbury","CT","06704","203-574-8182","","www.waterbury.k12.ct.us","","Other","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1510511","1510011","Public Schools","Waterbury School District","Bucks Hill School","330 Bucks Hill Rd.","Waterbury","CT","06704-1222","203-574-8182","","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1510111","1510011","Program","Waterbury School District","Bunker Hill BDLC","170 Bunker Hill Ave","Waterbury","CT","06708","203-574-8183","","www.waterbury.k12.ct.us","","Special Education","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1510611","1510011","Public Schools","Waterbury School District","Bunker Hill School","170 Bunker Hill Ave.","Waterbury","CT","06708-2226","203-574-8183","","www.waterbury.k12.ct.us/School_Links/Bunker%20Hill/index.html","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1511911","1510011","Program","Waterbury School District","Carrington ESC","24 Kenmore Ave","Waterbury","CT","06708","203-574-8184","","www.waterbury.k12.ct.us","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1512711","1510011","Public Schools","Waterbury School District","Carrington School","24 Kenmore Ave.","Waterbury","CT","06708-1845","203-574-8184","","www.carringtonschool.com/","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1514111","1510011","Program","Waterbury School District","Chase Bilingual","40 Woodtick Rd","Waterbury","CT","06705","203-574-8188","","www.waterbury.k12.ct.us","","Other","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1514511","1510011","Program","Waterbury School District","Crosby Autism","300 Pierpont Rd","Waterbury","CT","06705","203-574-8061","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1516211","1510011","Public Schools","Waterbury School District","Crosby High School","300 Pierpont Rd.","Waterbury","CT","06705-3905","203-574-8061","","www.crosbyhigh.com/","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1514011","1510011","Program","Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","750 Chase Parkway","Waterbury","CT","06708","203-574-8061","","www.waterbury.k12.ct.us","","Transition Community-Based","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1510911","1510011","Public Schools","Waterbury School District","Driggs School","77 Woodlawn Terrace","Waterbury","CT","06710-1721","203-574-8160","","www.waterbury.k12.ct.us/School_Links/Driggs/mainpg.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1511611","1510011","Public Schools","Waterbury School District","Duggan School","952 Bank Street","Waterbury","CT","06708","203-574-8875","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1519111","1510011","Program","Waterbury School District","Enlightenment School","30 Church St.","Waterbury","CT","06702","203-574-8050","","www.waterbury.k12.ct.us/31/Home","","Alternative","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1511411","1510011","Public Schools","Waterbury School District","F. J. Kingsbury School","220 Columbia Blvd.","Waterbury","CT","06710-1401","203-574-8172","","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1512611","1510011","Public Schools","Waterbury School District","Gilmartin School","107 Wyoming Ave.","Waterbury","CT","06706-2742","203-574-8175","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1510711","1510011","Public Schools","Waterbury School District","H. S. Chase School","40 Woodtick Rd.","Waterbury","CT","06705-2207","203-574-8188","","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1514211","1510011","Program","Waterbury School District","Hopeville Bilingual","2 Cypress Street","Waterbury","CT","06706","203-574-8173","","www.waterbury.k12.ct.us","","Other","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1511311","1510011","Public Schools","Waterbury School District","Hopeville School","2 Cypress St.","Waterbury","CT","06706-2101","203-574-8173","","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1516411","1510011","Public Schools","Waterbury School District","John F. Kennedy High School","422 Highland Ave.","Waterbury","CT","06708-3443","203-574-8153","","www.khswtby.org/","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1513111","1510011","Public Schools","Waterbury School District","Maloney Interdistrict Magnet School","233 South Elm St.","Waterbury","CT","06706","203-574-8162","","teacherweb.com/ct/maloneymagnetschool/maloney/","","","Yes","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1519811","1510011","Program","Waterbury School District","Maloney Prek","233 South Elm Street","Waterbury","CT","06706","203-574-8000","","www.waterbury.k12.ct.us/31/Home","","Pre-Kindergarten","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1513511","1510011","Program","Waterbury School District","Margaret M. Generali Autism","3196 East Main St.","Waterbury","CT","06705","203-574-8174","","www.waterbury.k12.ct.us","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1511111","1510011","Public Schools","Waterbury School District","Margaret M. Generali Elementary School","3196 East Main St.","Waterbury","CT","06705-3430","203-574-8174","","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1512911","1510011","Program","Waterbury School District","Michael F. Wallace Autism","3465 East Main St","Waterbury","CT","06705","203-574-8410","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1515111","1510011","Public Schools","Waterbury School District","Michael F. Wallace Middle School","3465 East Main St.","Waterbury","CT","06705-3805","203-574-8140","","www.waterbury.k12.ct.us","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1513711","1510011","Program","Waterbury School District","North End BDLC","534 Bucks Hill Road","Waterbury","CT","06704","203-574-8203","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1515711","1510011","Program","Waterbury School District","North End Bilingual","534 Bucks Hill Road","Waterbury","CT","06704","203-574-8097","","www.waterbury.k12.ct.us","","Other","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1511811","1510011","Program","Waterbury School District","North End ESC","534 Bucks Hill Road","Waterbury","CT","06704","203-574-8097","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1515311","1510011","Public Schools","Waterbury School District","North End Middle School","534 Bucks Hill Rd.","Waterbury","CT","06704-1270","203-574-8097","","","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1514811","1510011","Program","Waterbury School District","North End SCOPE","534 Bucks Hill Road","Waterbury","CT","06704","203-574-8120","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1512411","1510011","Program","Waterbury School District","Reed ESC","33 Griggs St","Waterbury","CT","06704","203-574-8180","","www.waterbury.k12.ct.us","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1513411","1510011","Public Schools","Waterbury School District","Reed School","33 Griggs Street","Waterbury","CT","06704","203-574-8180","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1512811","1510011","Public Schools","Waterbury School District","Regan School","2780 North Main St.","Waterbury","CT","06704-1603","203-574-8187","","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1513311","1510011","Public Schools","Waterbury School District","Rotella Interdistrict Magnet School","380 Pierpont Rd.","Waterbury","CT","06705","203-574-8168","","free.hostdepartment.com/r/rotella/","","","Yes","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1518011","1510011","Program","Waterbury School District","Special Education Preschool","330 Bucks Hill Rd.","Waterbury","CT","06704-1222","203-574-8067","","www.waterbury.k12.ct.us","","Pre-Kindergarten","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1512011","1510011","Public Schools","Waterbury School District","Sprague School","1443 Thomaston Ave.","Waterbury","CT","06704-1716","203-574-8189","","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1519011","1510011","Program","Waterbury School District","State Street School","58 Griggs School","Waterbury","CT","06704","203-574-8028","","www.waterbury.k12.ct.us/30/Home","","Special Education","","0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1510217","1510011","Adult Education Providers","Waterbury School District","WATERBURY/LV","267 Grand Street","Waterbury","CT","06702","203-754-1164","203-574-8055","www.lvgwct.org","","","","","","","","","","","","","","","","",""
"1514411","1510011","Program","Waterbury School District","Wallace BDLC","3465 East Main Street","Waterbury","CT","06705","203-574-8140","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1515811","1510011","Program","Waterbury School District","Wallace Bilingual","3465 East Main Street","Waterbury","CT","06705","203-574-8140","","www.waterbury.k12.ct.us","","Other","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1514911","1510011","Program","Waterbury School District","Wallace SCOPE","3465 East Main Street","Waterbury","CT","06705","203-574-8140","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1512211","1510011","Public Schools","Waterbury School District","Walsh School","55 Dikeman Street","Waterbury","CT","06704-3907","203-574-8164","","www.waterbury.k12.ct.us/School_Links/Walsh/index.html","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1512311","1510011","Public Schools","Waterbury School District","Washington School","685 Baldwin St.","Waterbury","CT","06706-1507","203-574-8177","","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1510117","1510011","Adult Education Providers","Waterbury School District","Waterbury Adult Education","28 East Clay Street","Waterbury","CT","06706","203-574-8038","203-597-3438","www.waterbury.k12.ct.us/aed","","","","","","","","","","","","","","","","",""
"1516011","1510011","Public Schools","Waterbury School District","Waterbury Arts Magnet School (High)","16 South Elm St.","Waterbury","CT","06706","203-573-6300","","","","","Yes","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1515011","1510011","Public Schools","Waterbury School District","Waterbury Arts Magnet School (Middle)","16 South Elm St.","Waterbury","CT","06706","203-573-6300","","","","","Yes","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1516711","1510011","Public Schools","Waterbury School District","Waterbury Career Academy","175 Birch Street","Waterbury","CT","06704","203-574-8000","","www.waterbury.k12.ct.us","","","","1","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1510011","1510011","Public School Districts","Waterbury School District","Waterbury School District","236 Grand Street, Chase Office Building","Waterbury","CT","06702","203-574-8004","","www.waterbury.k12.ct.us","","","","","","","","","","","","","","","","",""
"1510811","1510011","Public Schools","Waterbury School District","Wendell L. Cross School","1255 Hamilton Ave.","Waterbury","CT","06706-2306","203-574-8171","","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1514711","1510011","Program","Waterbury School District","West Side BDLC","483 Chase Pkwy","Waterbury","CT","06708","203-574-8120","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1515611","1510011","Program","Waterbury School District","West Side Bilingual","483 Chase","Waterbury","CT","06708","203-574-8120","","www.waterbury.k12.ct.us","","Other","","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
"1515211","1510011","Public Schools","Waterbury School District","West Side Middle School","483 Chase Parkway","Waterbury","CT","06708-3303","203-574-8120","","","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1515511","1510011","Program","Waterbury School District","West Side SCOPE","483 Chase Pkwy","Waterbury","CT","06708","203-574-8120","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1511711","1510011","Program","Waterbury School District","Wilby ESC","568 Bucks Hill Road","Waterbury","CT","06704","203-574-8100","","www.waterbury.k12.ct.us","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1516311","1510011","Public Schools","Waterbury School District","Wilby High School","568 Bucks Hill Rd.","Waterbury","CT","06704-1296","203-574-8100","","www.wilbyhs.org/","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1511211","1510011","Program","Waterbury School District","Woodrow Wilson BDLC","235 Birch Street","Waterbury","CT","06704","203-574-6660","","www.waterbury.k12.ct.us","","Special Education","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1513211","1510011","Public Schools","Waterbury School District","Woodrow Wilson School","235 Birch St.","Waterbury","CT","06704","203-573-6660","","www.waterbury.k12.ct.us/School_Links/wilson/index.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1521111","1520011","Program","Waterford School District","Autism Class","165 Great Neck Road","Waterford","CT","06385","860-444-5802","","","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1520311","1520011","Program","Waterford School District","Avery Point Transition Program","1084 Shennecossett Road","Groton","CT","06340","860-405-9017","","averypoint.uconn.edu/","","Public School-Based Transition Program","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1525111","1520011","Public Schools","Waterford School District","Clark Lane Middle School","105 Clark Ln.","Waterford","CT","06385-2199","860-443-2837","","www.waterfordschools.org/cl/index.htm","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1520211","1520011","Public Schools","Waterford School District","Great Neck Elementary School","165 Great Neck Rd.","Waterford","CT","06385-3739","860-442-2593","","www.waterfordschools.org/grneck/index.htm","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1520611","1520011","Public Schools","Waterford School District","Oswegatchie Elementary School","470 Boston Post Rd.","Waterford","CT","06385-1598","860-442-4331","","www.waterfordschools.org/OSW/Oswegatchie%20Homepage1.htm","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1520711","1520011","Public Schools","Waterford School District","Quaker Hill Elementary School","285 Bloomingdale Rd.","Quaker Hill","CT","06375","860-442-1095","","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1526111","1520011","Public Schools","Waterford School District","Waterford High School","20 Rope Ferry Rd.","Waterford","CT","06385-2894","860-437-6956","","www.waterfordschools.org/whsnew/index.htm","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1521211","1520011","Program","Waterford School District","Waterford High School Tutor Center","20 Rope Ferry Road","Waterford","CT","06385","860-437-6956","","","","Dropout Diversion/Credit Recovery","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1520011","1520011","Public School Districts","Waterford School District","Waterford School District","15 Rope Ferry Road","Waterford","CT","06385","860-444-5801","","www.waterfordschools.org","","","","","","","","","","","","","","","","",""
"1530311","1530011","Public Schools","Watertown School District","Fletcher W. Judson School","124 Hamilton Lane","Watertown","CT","06795-2405","860-945-4850","860-945-2711","www.watertownps.org","","","","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1530211","1530011","Public Schools","Watertown School District","John Trumbull Primary School","779 Buckingham St.","Oakville","CT","06779-1109","860-945-2776","860-945-2781","www.watertownps.org","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1530411","1530011","Public Schools","Watertown School District","Polk School","435 Buckingham St.","Oakville","CT","06779-1131","860-945-4840","860-945-7113","www.watertownps.org","","","","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1535111","1530011","Public Schools","Watertown School District","Swift Middle School","250 Colonial St.","Oakville","CT","06779-2008","860-945-4830","860-945-6449","www.watertownps.org","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1536111","1530011","Public Schools","Watertown School District","Watertown High School","324 French St.","Watertown","CT","06795-2929","860-945-4810","860-945-3348","www.watertownps.org","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1530011","1530011","Public School Districts","Watertown School District","Watertown School District","10 DeForest Street","Watertown","CT","06795","860-945-4801","860-945-2775","www.watertownps.org","","","","","","","","","","","","","","","","",""
"1530811","1530011","Program","Watertown School District","Watertown Transition Academy","3rd Fl Ste 305E, Princeton E., 76 Westbu","Watertown","CT","06795","860-945-4810","","www.watertownps.org","","Transition Community-Based","","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1559111","1550011","Program","West Hartford School District","Achieve","11 Wampanoag Drive","West Hartford","CT","06117","860-231-7945","","","","Transition Community-Based","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1551611","1550011","Public Schools","West Hartford School District","Aiken School","212 King Philip Dr.","West Hartford","CT","06117-1408","860-233-6994","","aiken.whps.org","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1559311","1550011","Program","West Hartford School District","Braeburn Learning Center","45 Braeburn Rd","West Hartford","CT","06107","860-561-2200","","","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1550211","1550011","Public Schools","West Hartford School District","Braeburn School","45 Braeburn Rd.","West Hartford","CT","06107-1605","860-561-2200","","braeburn.whps.org","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
